step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11,takagi_r12,takagi_r13,takagi_r14,takagi_r15
0,0.3197860645173422,0.31406877948356426,0.312366716951629,0.28091673485948876,0.26141489948380064,0.2607288822003284,0.2345902657839927,0.2264588985890821,0.20195377368103834,0.20137304638265155,0.1796879056025828,0.13187029292402044,0.09738701994412108,0.07728166007462546,2.2967857428085453e-09
1,0.31978606451734226,0.3140687794835642,0.3123667169516289,0.2809167348594886,0.26141489948380053,0.26072888220032825,0.2345902657839929,0.22645889858908202,0.2019537736810381,0.20137304638265163,0.1796879056025831,0.13187029292402058,0.09738701994412076,0.07728166007462517,1.7210030146773717e-09
2,0.3197860645173427,0.31406877948356454,0.31236671695162926,0.28091673485948887,0.26141489948380076,0.26072888220032847,0.2345902657839932,0.22645889858908233,0.20195377368103834,0.20137304638265185,0.1796879056025834,0.13187029292402092,0.09738701994412056,0.07728166007462527,2.321195278500351e-09
3,0.3197860645173423,0.3140687794835639,0.3123667169516287,0.28091673485948837,0.2614148994838003,0.260728882200328,0.23459026578399275,0.2264588985890821,0.2019537736810381,0.2013730463826515,0.17968790560258313,0.131870292924021,0.09738701994412008,0.07728166007462534,1.8432460422411439e-09
4,0.31978606451734254,0.314068779483564,0.31236671695162893,0.28091673485948837,0.26141489948380037,0.2607288822003281,0.23459026578399286,0.22645889858908225,0.20195377368103823,0.20137304638265155,0.17968790560258327,0.13187029292402108,0.09738701994411982,0.07728166007462517,2.3310103766134633e-09
5,0.3197860645173423,0.31406877948356393,0.31236671695162876,0.28091673485948826,0.2614148994838003,0.2607288822003278,0.2345902657839929,0.22645889858908197,0.2019537736810379,0.20137304638265163,0.1796879056025834,0.1318702929240208,0.09738701994411982,0.07728166007462449,4.126382014126454e-09
6,0.3197860645173423,0.31406877948356376,0.3123667169516286,0.28091673485948815,0.2614148994838003,0.2607288822003276,0.23459026578399297,0.22645889858908186,0.20195377368103778,0.2013730463826516,0.17968790560258366,0.13187029292402064,0.09738701994411994,0.07728166007462418,8.724773499649252e-10
7,0.31978606451734265,0.3140687794835638,0.31236671695162893,0.28091673485948826,0.26141489948380053,0.2607288822003278,0.23459026578399314,0.22645889858908194,0.20195377368103806,0.2013730463826516,0.1796879056025838,0.13187029292402086,0.09738701994411984,0.07728166007462457,4.113428379327665e-09
8,0.31978606451734304,0.31406877948356404,0.3123667169516293,0.2809167348594885,0.2614148994838007,0.2607288822003282,0.2345902657839933,0.22645889858908208,0.20195377368103845,0.20137304638265177,0.17968790560258396,0.13187029292402108,0.09738701994411969,0.07728166007462507,2.4120477845454975e-09
9,0.31978606451734304,0.3140687794835641,0.3123667169516294,0.28091673485948865,0.26141489948380087,0.2607288822003284,0.23459026578399328,0.2264588985890821,0.2019537736810386,0.2013730463826518,0.179687905602584,0.1318702929240211,0.09738701994411968,0.07728166007462474,2.290235666967397e-09
10,0.3197860645173428,0.31406877948356393,0.31236671695162926,0.2809167348594886,0.26141489948380076,0.26072888220032825,0.23459026578399328,0.22645889858908186,0.2019537736810385,0.2013730463826517,0.17968790560258413,0.13187029292402097,0.09738701994411963,0.07728166007462427,1.7503486774730223e-09
11,0.319786064517343,0.31406877948356415,0.3123667169516295,0.2809167348594887,0.261414899483801,0.2607288822003282,0.2345902657839935,0.22645889858908202,0.20195377368103856,0.2013730463826519,0.17968790560258444,0.13187029292402086,0.09738701994411966,0.0772816600746239,2.5607965164930337e-09
12,0.31978606451734376,0.31406877948356493,0.3123667169516304,0.2809167348594895,0.26141489948380164,0.26072888220032897,0.23459026578399397,0.22645889858908239,0.2019537736810391,0.2013730463826524,0.17968790560258502,0.13187029292402097,0.09738701994412012,0.07728166007462395,2.3602556188647788e-09
13,0.31978606451734337,0.31406877948356443,0.31236671695163,0.28091673485948904,0.2614148994838012,0.2607288822003287,0.2345902657839933,0.2264588985890823,0.2019537736810391,0.20137304638265213,0.17968790560258477,0.13187029292402092,0.09738701994411984,0.07728166007462386,2.9308168546996013e-09
14,0.3197860645173434,0.3140687794835643,0.31236671695163026,0.28091673485948915,0.26141489948380114,0.2607288822003287,0.23459026578399314,0.22645889858908244,0.20195377368103914,0.20137304638265202,0.1796879056025846,0.1318702929240209,0.09738701994411957,0.07728166007462396,1.9478895559242285e-09
15,0.31978606451734354,0.3140687794835644,0.3123667169516305,0.2809167348594894,0.26141489948380126,0.26072888220032886,0.23459026578399308,0.22645889858908247,0.20195377368103945,0.20137304638265213,0.17968790560258477,0.13187029292402072,0.09738701994411987,0.07728166007462339,2.3232919112131536e-09
16,0.3197860645173436,0.3140687794835647,0.3123667169516306,0.28091673485948987,0.26141489948380175,0.26072888220032897,0.23459026578399328,0.22645889858908227,0.20195377368103945,0.2013730463826526,0.1796879056025853,0.13187029292402022,0.09738701994412043,0.07728166007462271,4.171445067535807e-09
17,0.3197860645173435,0.31406877948356476,0.3123667169516308,0.2809167348594901,0.2614148994838019,0.260728882200329,0.23459026578399317,0.22645889858908247,0.20195377368103967,0.20137304638265263,0.17968790560258546,0.13187029292402005,0.09738701994412056,0.07728166007462237,3.350178577433689e-09
18,0.3197860645173437,0.31406877948356465,0.3123667169516311,0.2809167348594903,0.261414899483802,0.26072888220032947,0.2345902657839929,0.22645889858908252,0.20195377368104014,0.2013730463826526,0.17968790560258546,0.13187029292402008,0.09738701994412031,0.07728166007462255,1.7500077736348903e-09
19,0.3197860645173437,0.31406877948356443,0.3123667169516313,0.2809167348594903,0.26141489948380187,0.2607288822003297,0.23459026578399228,0.22645889858908264,0.20195377368104062,0.2013730463826524,0.17968790560258532,0.13187029292402003,0.09738701994411991,0.07728166007462263,2.6363006821133925e-09
20,0.31978606451734337,0.3140687794835643,0.3123667169516314,0.28091673485949076,0.261414899483802,0.26072888220032986,0.23459026578399172,0.22645889858908283,0.20195377368104075,0.20137304638265255,0.17968790560258552,0.13187029292401947,0.09738701994412012,0.07728166007462207,2.6190658066876825e-09
21,0.3197860645173433,0.3140687794835645,0.31236671695163165,0.28091673485949137,0.2614148994838023,0.2607288822003296,0.23459026578399164,0.22645889858908286,0.20195377368104067,0.2013730463826531,0.17968790560258607,0.1318702929240186,0.09738701994412068,0.07728166007462069,2.292939967737933e-09
22,0.3197860645173427,0.31406877948356376,0.3123667169516315,0.2809167348594914,0.2614148994838021,0.26072888220032936,0.23459026578399084,0.2264588985890827,0.2019537736810405,0.20137304638265313,0.17968790560258616,0.13187029292401772,0.09738701994412048,0.07728166007461955,3.376034501911119e-09
23,0.3197860645173423,0.3140687794835629,0.3123667169516313,0.28091673485949126,0.2614148994838016,0.260728882200329,0.23459026578398956,0.2264588985890824,0.20195377368104073,0.20137304638265283,0.17968790560258593,0.13187029292401697,0.09738701994411994,0.0772816600746189,2.6701741088462915e-09
24,0.31978606451734265,0.31406877948356277,0.31236671695163226,0.2809167348594922,0.2614148994838019,0.2607288822003296,0.23459026578398895,0.2264588985890829,0.2019537736810415,0.20137304638265302,0.17968790560258635,0.13187029292401645,0.09738701994411947,0.0772816600746181,3.0484175963814126e-09
25,0.3197860645173428,0.3140687794835626,0.31236671695163293,0.2809167348594932,0.26141489948380225,0.26072888220032997,0.2345902657839884,0.2264588985890831,0.2019537736810422,0.2013730463826536,0.179687905602587,0.13187029292401548,0.09738701994411947,0.07728166007461616,2.1069391413016622e-09
26,0.31978606451734237,0.31406877948356204,0.3123667169516334,0.2809167348594939,0.26141489948380237,0.2607288822003298,0.2345902657839874,0.22645889858908316,0.20195377368104248,0.20137304638265416,0.17968790560258763,0.1318702929240138,0.09738701994411951,0.07728166007461332,3.6645515482130614e-09
27,0.31978606451734226,0.3140687794835613,0.3123667169516341,0.280916734859495,0.2614148994838024,0.26072888220032975,0.23459026578398595,0.22645889858908314,0.20195377368104303,0.20137304638265477,0.1796879056025883,0.13187029292401198,0.09738701994411923,0.07728166007461025,2.3699671342320484e-09
28,0.3197860645173421,0.31406877948356027,0.312366716951635,0.28091673485949603,0.26141489948380237,0.2607288822003297,0.2345902657839841,0.2264588985890833,0.20195377368104386,0.2013730463826553,0.17968790560258896,0.1318702929240102,0.09738701994411829,0.07728166007460661,2.672936106187069e-09
29,0.3197860645173421,0.31406877948355894,0.31236671695163637,0.2809167348594974,0.2614148994838023,0.2607288822003297,0.23459026578398204,0.2264588985890836,0.20195377368104492,0.20137304638265613,0.17968790560258985,0.1318702929240078,0.0973870199441174,0.07728166007460222,3.7213541889196608e-09
30,0.31978606451734215,0.3140687794835575,0.3123667169516381,0.2809167348594994,0.26141489948380264,0.2607288822003297,0.23459026578397948,0.22645889858908402,0.20195377368104628,0.20137304638265738,0.17968790560259099,0.13187029292400484,0.09738701994411635,0.07728166007459626,3.968423994209619e-09
31,0.31978606451734215,0.31406877948355555,0.3123667169516399,0.2809167348595017,0.2614148994838029,0.26072888220032925,0.23459026578397668,0.22645889858908447,0.2019537736810474,0.20137304638265885,0.1796879056025926,0.1318702929240009,0.09738701994411499,0.07728166007458848,3.0044398528372018e-09
32,0.31978606451734176,0.31406877948355294,0.3123667169516419,0.2809167348595041,0.261414899483803,0.26072888220032836,0.23459026578397293,0.22645889858908463,0.2019537736810483,0.20137304638266057,0.17968790560259437,0.13187029292399582,0.0973870199441132,0.07728166007457841,2.9297510038130003e-09
33,0.31978606451734176,0.31406877948354966,0.3123667169516448,0.2809167348595072,0.26141489948380314,0.2607288822003274,0.23459026578396844,0.22645889858908533,0.20195377368104991,0.2013730463826627,0.1796879056025965,0.13187029292398994,0.09738701994411064,0.07728166007456636,2.3417476889415297e-09
34,0.3197860645173421,0.3140687794835455,0.31236671695164847,0.2809167348595109,0.2614148994838033,0.2607288822003263,0.23459026578396275,0.22645889858908594,0.20195377368105197,0.20137304638266534,0.17968790560259898,0.13187029292398286,0.09738701994410666,0.07728166007455137,2.339621531203294e-09
35,0.31978606451734215,0.31406877948353995,0.3123667169516529,0.2809167348595154,0.2614148994838034,0.2607288822003244,0.23459026578395584,0.2264588985890869,0.2019537736810542,0.20137304638266873,0.17968790560260184,0.1318702929239739,0.09738701994410155,0.07728166007453205,3.1031439408144953e-09
36,0.3197860645173424,0.31406877948353323,0.31236671695165824,0.28091673485952123,0.261414899483804,0.2607288822003218,0.23459026578394737,0.22645889858908788,0.20195377368105666,0.20137304638267356,0.17968790560260575,0.13187029292396252,0.09738701994409585,0.07728166007450722,3.2624997876374406e-09
37,0.31978606451734315,0.3140687794835249,0.3123667169516652,0.2809167348595284,0.2614148994838047,0.2607288822003184,0.23459026578393705,0.2264588985890892,0.20195377368105955,0.20137304638267944,0.1796879056026107,0.13187029292394836,0.09738701994408841,0.07728166007447555,1.28630826976145e-09
38,0.3197860645173439,0.31406877948351414,0.3123667169516738,0.280916734859537,0.2614148994838052,0.26072888220031387,0.23459026578392375,0.22645889858909096,0.20195377368106315,0.2013730463826868,0.17968790560261622,0.13187029292393096,0.09738701994407827,0.0772816600744359,2.074889769401596e-09
39,0.3197860645173457,0.3140687794835004,0.312366716951685,0.28091673485954743,0.26141489948380575,0.26072888220030827,0.23459026578390726,0.22645889858909293,0.2019537736810678,0.2013730463826957,0.1796879056026228,0.13187029292390973,0.09738701994406467,0.07728166007438624,2.321223225452637e-09
40,0.31978606451734765,0.314068779483483,0.3123667169516989,0.28091673485956037,0.2614148994838066,0.2607288822003003,0.23459026578388684,0.2264588985890957,0.2019537736810731,0.20137304638270717,0.17968790560263082,0.1318702929238828,0.09738701994404746,0.07728166007432288,3.757671940370605e-09
41,0.3197860645173509,0.31406877948346174,0.3123667169517167,0.28091673485957697,0.261414899483808,0.26072888220029006,0.23459026578386213,0.22645889858909896,0.20195377368107909,0.2013730463827226,0.17968790560264142,0.1318702929238489,0.0973870199440265,0.07728166007424123,1.3843679020592463e-09
42,0.31978606451735503,0.31406877948343476,0.31236671695173884,0.2809167348595974,0.26141489948380997,0.2607288822002762,0.23459026578383116,0.22645889858910304,0.20195377368108589,0.20137304638274225,0.17968790560265444,0.13187029292380606,0.0973870199439996,0.07728166007413782,3.0690140519233678e-09
43,0.31978606451736086,0.31406877948340006,0.312366716951767,0.2809167348596225,0.26141489948381214,0.2607288822002582,0.23459026578379222,0.2264588985891082,0.20195377368109427,0.20137304638276698,0.17968790560266992,0.13187029292375302,0.09738701994396454,0.07728166007400789,2.2009969399840707e-09
44,0.3197860645173692,0.3140687794833564,0.3123667169518029,0.28091673485965374,0.261414899483815,0.26072888220023527,0.23459026578374348,0.2264588985891153,0.2019537736811046,0.20137304638279824,0.17968790560268882,0.13187029292368715,0.0973870199439193,0.07728166007384442,2.434166445726981e-09
45,0.31978606451737995,0.3140687794833009,0.31236671695184826,0.2809167348596929,0.26141489948381874,0.2607288822002053,0.23459026578368214,0.22645889858912435,0.20195377368111705,0.20137304638283793,0.1796879056027119,0.13187029292360464,0.0973870199438615,0.07728166007363663,2.71002310641335e-09
