step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11,takagi_r12,takagi_r13,takagi_r14
10,0.35232363595726707,0.3322914257215966,0.30486374559438606,0.28047861338523095,0.2456775908099227,0.23363140091404244,0.22567559072502433,0.21731624020797236,0.15370480841639905,0.13268506113078882,0.11507259232784868,0.08521360311147241,0.03938177890981007,2.74736142069536e-09
11,0.3523236359572668,0.33229142572159615,0.3048637455943858,0.2804786133852312,0.24567759080992269,0.23363140091404208,0.2256755907250239,0.21731624020797244,0.1537048084163992,0.1326850611307885,0.11507259232784824,0.0852136031114728,0.03938177890980936,1.6349446308084236e-09
12,0.352323635957267,0.332291425721596,0.30486374559438545,0.28047861338523156,0.24567759080992282,0.23363140091404203,0.22567559072502402,0.2173162402079726,0.15370480841639927,0.1326850611307884,0.11507259232784806,0.0852136031114733,0.03938177890980859,2.382447188272926e-09
13,0.35232363595726696,0.33229142572159615,0.30486374559438534,0.28047861338523145,0.245677590809923,0.233631400914042,0.2256755907250243,0.21731624020797263,0.15370480841639916,0.13268506113078876,0.11507259232784837,0.08521360311147291,0.03938177890980907,1.4616161024352945e-09
14,0.3523236359572669,0.3322914257215962,0.30486374559438556,0.2804786133852312,0.245677590809923,0.2336314009140423,0.22567559072502483,0.21731624020797244,0.15370480841639872,0.132685061130789,0.11507259232784892,0.08521360311147241,0.03938177890981025,2.0463897340930496e-09
15,0.3523236359572672,0.33229142572159664,0.3048637455943858,0.2804786133852316,0.24567759080992324,0.23363140091404258,0.22567559072502547,0.2173162402079727,0.15370480841639866,0.13268506113078968,0.11507259232784929,0.08521360311147223,0.03938177890981062,2.3741118124431497e-09
16,0.35232363595726707,0.33229142572159653,0.30486374559438556,0.28047861338523206,0.24567759080992346,0.23363140091404244,0.22567559072502558,0.21731624020797302,0.1537048084163988,0.13268506113078962,0.11507259232784937,0.08521360311147248,0.03938177890980984,2.3453734057228156e-09
17,0.35232363595726723,0.3322914257215963,0.3048637455943852,0.28047861338523256,0.24567759080992388,0.23363140091404236,0.22567559072502583,0.2173162402079733,0.1537048084163991,0.13268506113078973,0.11507259232784929,0.08521360311147305,0.0393817789098087,2.1400360804023066e-09
18,0.35232363595726746,0.33229142572159637,0.3048637455943852,0.28047861338523306,0.24567759080992438,0.23363140091404272,0.22567559072502655,0.2173162402079736,0.15370480841639922,0.13268506113079004,0.11507259232784992,0.08521360311147308,0.03938177890980904,2.695698318444973e-09
19,0.3523236359572671,0.33229142572159603,0.30486374559438484,0.2804786133852329,0.24567759080992432,0.23363140091404277,0.22567559072502724,0.21731624020797338,0.15370480841639872,0.13268506113079112,0.11507259232785062,0.08521360311147275,0.0393817789098103,2.3561143625980374e-09
20,0.3523236359572667,0.332291425721596,0.30486374559438456,0.2804786133852333,0.24567759080992446,0.23363140091404297,0.22567559072502782,0.2173162402079733,0.1537048084163982,0.13268506113079173,0.11507259232785107,0.08521360311147239,0.03938177890981188,2.460629683642654e-09
21,0.3523236359572659,0.3322914257215953,0.30486374559438373,0.2804786133852336,0.2456775908099245,0.23363140091404247,0.2256755907250281,0.21731624020797333,0.15370480841639791,0.13268506113079223,0.11507259232785107,0.0852136031114726,0.03938177890981108,1.8661270478437655e-09
22,0.3523236359572661,0.3322914257215951,0.3048637455943834,0.2804786133852346,0.24567759080992516,0.23363140091404272,0.22567559072502885,0.21731624020797372,0.15370480841639805,0.13268506113079273,0.11507259232785128,0.08521360311147286,0.03938177890981075,3.271648922348133e-09
23,0.3523236359572655,0.33229142572159454,0.30486374559438256,0.2804786133852353,0.2456775908099254,0.23363140091404241,0.22567559072502943,0.21731624020797397,0.15370480841639778,0.13268506113079362,0.11507259232785161,0.0852136031114728,0.0393817789098105,2.432553171420789e-09
24,0.3523236359572648,0.33229142572159404,0.30486374559438156,0.28047861338523594,0.24567759080992557,0.2336314009140424,0.22567559072503074,0.21731624020797397,0.15370480841639692,0.13268506113079523,0.11507259232785289,0.08521360311147232,0.0393817789098117,2.2858960086799777e-09
25,0.3523236359572644,0.33229142572159387,0.3048637455943813,0.28047861338523694,0.24567759080992613,0.23363140091404289,0.2256755907250326,0.21731624020797435,0.15370480841639644,0.13268506113079714,0.11507259232785429,0.08521360311147151,0.03938177890981336,2.361878970945173e-09
26,0.3523236359572639,0.33229142572159354,0.3048637455943806,0.28047861338523866,0.24567759080992685,0.23363140091404327,0.2256755907250348,0.2173162402079749,0.15370480841639605,0.1326850611307991,0.11507259232785576,0.0852136031114712,0.03938177890981446,1.9010175367993718e-09
27,0.35232363595726307,0.33229142572159215,0.3048637455943793,0.2804786133852403,0.24567759080992776,0.23363140091404336,0.22567559072503665,0.2173162402079754,0.1537048084163957,0.13268506113080106,0.11507259232785662,0.08521360311147141,0.03938177890981412,1.3379679188204077e-09
28,0.3523236359572623,0.3322914257215911,0.30486374559437807,0.28047861338524305,0.2456775908099292,0.23363140091404355,0.22567559072503912,0.2173162402079764,0.15370480841639578,0.13268506113080358,0.11507259232785773,0.08521360311147157,0.03938177890981343,3.0962560307915805e-09
29,0.35232363595726157,0.3322914257215905,0.30486374559437707,0.2804786133852461,0.2456775908099311,0.23363140091404422,0.2256755907250429,0.21731624020797766,0.15370480841639567,0.1326850611308072,0.11507259232785973,0.08521360311147139,0.039381778909814195,2.028824761806417e-09
30,0.35232363595726013,0.3322914257215892,0.30486374559437557,0.280478613385249,0.24567759080993282,0.23363140091404458,0.2256755907250474,0.2173162402079784,0.153704808416395,0.13268506113081216,0.11507259232786213,0.08521360311147014,0.03938177890981636,4.14141808933191e-09
31,0.35232363595725785,0.3322914257215877,0.3048637455943737,0.2804786133852522,0.24567759080993481,0.2336314009140451,0.22567559072505244,0.21731624020797935,0.1537048084163943,0.13268506113081793,0.11507259232786501,0.0852136031114684,0.03938177890981943,3.2161698830700386e-09
32,0.35232363595725563,0.33229142572158565,0.30486374559437135,0.28047861338525715,0.24567759080993773,0.23363140091404555,0.22567559072505863,0.2173162402079809,0.15370480841639428,0.13268506113082462,0.11507259232786798,0.0852136031114673,0.03938177890982057,3.3865501257960915e-09
33,0.3523236359572526,0.332291425721583,0.3048637455943682,0.2804786133852635,0.24567759080994117,0.23363140091404597,0.22567559072506568,0.21731624020798299,0.15370480841639456,0.13268506113083228,0.11507259232787091,0.08521360311146665,0.03938177890982062,1.5577675554868182e-09
34,0.3523236359572486,0.33229142572157927,0.3048637455943642,0.2804786133852704,0.2456775908099451,0.2336314009140463,0.22567559072507426,0.21731624020798526,0.15370480841639472,0.13268506113084189,0.11507259232787474,0.08521360311146498,0.03938177890982154,3.2897642781733652e-09
35,0.35232363595724375,0.3322914257215755,0.30486374559435986,0.2804786133852788,0.24567759080995,0.2336314009140471,0.2256755907250853,0.21731624020798795,0.15370480841639536,0.132685061130855,0.11507259232787977,0.08521360311146216,0.039381778909824895,2.5926077756590598e-09
36,0.3523236359572379,0.3322914257215712,0.3048637455943551,0.280478613385289,0.24567759080995613,0.2336314009140485,0.2256755907250993,0.21731624020799123,0.1537048084163964,0.1326850611308712,0.11507259232788591,0.08521360311145802,0.03938177890982995,2.0883010634239955e-09
37,0.3523236359572306,0.33229142572156567,0.30486374559434926,0.28047861338530183,0.24567759080996376,0.23363140091404996,0.22567559072511634,0.21731624020799553,0.1537048084163982,0.1326850611308913,0.11507259232789296,0.08521360311145336,0.03938177890983493,2.6770599699524834e-09
38,0.3523236359572217,0.33229142572155884,0.3048637455943421,0.280478613385318,0.2456775908099733,0.23363140091405127,0.22567559072513702,0.21731624020800133,0.1537048084164016,0.1326850611309157,0.11507259232790051,0.08521360311144822,0.039381778909838766,3.2184370783750543e-09
39,0.35232363595721017,0.3322914257215495,0.3048637455943327,0.2804786133853374,0.24567759080998477,0.2336314009140523,0.2256755907251618,0.21731624020800813,0.15370480841640677,0.1326850611309458,0.11507259232790855,0.08521360311144244,0.03938177890984258,2.364119504903054e-09
40,0.3523236359571958,0.3322914257215388,0.30486374559432167,0.28047861338536106,0.24567759080999899,0.2336314009140538,0.22567559072519286,0.21731624020801668,0.1537048084164139,0.13268506113098327,0.11507259232791825,0.0852136031114339,0.039381778909848585,3.6141678746830727e-09
41,0.35232363595717814,0.3322914257215263,0.30486374559430895,0.28047861338538965,0.2456775908100165,0.2336314009140563,0.22567559072523186,0.21731624020802714,0.15370480841642375,0.13268506113103087,0.11507259232793073,0.0852136031114216,0.03938177890985932,1.727384166941284e-09
42,0.3523236359571555,0.33229142572151094,0.3048637455942932,0.28047861338542407,0.24567759081003793,0.2336314009140589,0.2256755907252799,0.21731624020803997,0.15370480841643724,0.1326850611310904,0.1150725923279451,0.08521360311140541,0.03938177890987294,2.93224415352441e-09
43,0.3523236359571274,0.33229142572149184,0.3048637455942737,0.28047861338546654,0.24567759081006446,0.2336314009140618,0.2256755907253387,0.21731624020805637,0.15370480841645678,0.13268506113116368,0.11507259232796092,0.08521360311138526,0.039381778909888136,1.7766021742280865e-09
44,0.3523236359570922,0.33229142572146786,0.3048637455942492,0.2804786133855191,0.24567759081009743,0.2336314009140644,0.22567559072541052,0.21731624020807744,0.15370480841648404,0.13268506113125395,0.11507259232797772,0.0852136031113609,0.039381778909903874,1.6625876424628548e-09
45,0.3523236359570489,0.3322914257214396,0.30486374559421986,0.2804786133855839,0.2456775908101387,0.233631400914068,0.22567559072549995,0.21731624020810447,0.15370480841652132,0.13268506113136697,0.1150725923279972,0.08521360311132935,0.039381778909924225,1.6219912457715138e-09
46,0.3523236359569947,0.33229142572140535,0.3048637455941845,0.2804786133856621,0.24567759081018947,0.2336314009140725,0.22567559072561152,0.21731624020813778,0.15370480841657091,0.1326850611315096,0.11507259232802045,0.08521360311128658,0.03938177890995339,2.9493131476106902e-09
47,0.35232363595692734,0.3322914257213645,0.3048637455941418,0.28047861338575825,0.24567759081025237,0.23363140091407847,0.2256755907257506,0.2173162402081799,0.15370480841663714,0.13268506113168876,0.11507259232804737,0.08521360311123069,0.039381778909992386,1.4517305774564275e-09
48,0.3523236359568433,0.33229142572131415,0.3048637455940889,0.28047861338587565,0.24567759081033033,0.23363140091408496,0.22567559072592286,0.2173162402082332,0.1537048084167262,0.13268506113191245,0.11507259232807691,0.0852136031111589,0.03938177891004062,2.7064671263434054e-09
49,0.3523236359567373,0.3322914257212514,0.3048637455940222,0.28047861338601876,0.24567759081042667,0.2336314009140913,0.22567559072613524,0.21731624020830034,0.1537048084168453,0.13268506113219058,0.11507259232810788,0.08521360311106706,0.039381778910098954,2.544989686547452e-09
50,0.3523236359566048,0.33229142572117476,0.30486374559393986,0.28047861338619406,0.2456775908105462,0.23363140091409798,0.22567559072639853,0.21731624020838525,0.15370480841700385,0.1326850611325381,0.11507259232814074,0.08521360311094846,0.039381778910171875,2.1139900500008694e-09
51,0.3523236359564393,0.3322914257210817,0.304863745593838,0.280478613386408,0.24567759081069435,0.23363140091410597,0.22567559072672636,0.2173162402084924,0.15370480841721346,0.132685061132974,0.11507259232817608,0.0852136031107941,0.039381778910267035,2.5358866202690867e-09
52,0.3523236359562324,0.33229142572096937,0.30486374559371276,0.28047861338666913,0.24567759081087784,0.2336314009141156,0.2256755907271348,0.21731624020862744,0.15370480841748924,0.1326850611335215,0.11507259232821372,0.08521360311059259,0.03938177891039374,3.262809879546927e-09
53,0.35232363595597377,0.33229142572083287,0.30486374559355767,0.2804786133869883,0.24567759081110566,0.23363140091412646,0.2256755907276435,0.2173162402087984,0.15370480841785203,0.13268506113420878,0.11507259232825098,0.08521360311033152,0.03938177891055681,2.2563996557662038e-09
54,0.35232363595565036,0.33229142572066633,0.3048637455933645,0.2804786133873789,0.24567759081138868,0.23363140091413773,0.22567559072827614,0.21731624020901485,0.15370480841832948,0.13268506113507014,0.1150725923282847,0.0852136031099947,0.039381778910763804,1.2939209092090548e-09
55,0.35232363595524485,0.33229142572046144,0.3048637455931224,0.2804786133878559,0.2456775908117396,0.23363140091414838,0.2256755907290626,0.21731624020928816,0.15370480841895534,0.13268506113615008,0.11507259232831056,0.08521360310956022,0.03938177891102589,2.0423494611844562e-09
56,0.3523236359547384,0.33229142572021286,0.30486374559282126,0.2804786133884403,0.24567759081217552,0.2336314009141599,0.22567559073004306,0.2173162402096349,0.1537048084197747,0.1326850611375067,0.1150725923283247,0.08521360310899868,0.039381778911362825,3.0137699163169313e-09
57,0.3523236359541047,0.33229142571991055,0.30486374559244594,0.280478613389154,0.24567759081271656,0.2336314009141715,0.22567559073126636,0.2173162402100729,0.15370480842084416,0.13268506113921272,0.1150725923283209,0.08521360310827093,0.03938177891179973,2.6347361721216406e-09
58,0.35232363595331245,0.3322914257195437,0.3048637455919781,0.28047861339002705,0.24567759081338864,0.23363140091418355,0.22567559073279375,0.21731624021062723,0.1537048084222385,0.1326850611413596,0.11507259232828997,0.08521360310732909,0.039381778912365065,3.063794014843557e-09
59,0.35232363595232036,0.3322914257190967,0.3048637455913923,0.28047861339109476,0.24567759081422325,0.23363140091419396,0.22567559073469975,0.21731624021132842,0.15370480842405407,0.13268506114406026,0.11507259232821716,0.08521360310611209,0.039381778913092524,2.170116064639152e-09
60,0.35232363595107935,0.33229142571855286,0.3048637455906585,0.2804786133924015,0.2456775908152609,0.23363140091420165,0.2256755907370793,0.2173162402122166,0.15370480842641643,0.13268506114745876,0.11507259232808338,0.08521360310454139,0.03938177891402634,2.2561515861233537e-09
61,0.352323635949526,0.33229142571789105,0.3048637455897381,0.2804786133940012,0.24567759081655027,0.23363140091420445,0.22567559074005122,0.2173162402133413,0.1537048084294865,0.13268506115173764,0.11507259232786274,0.08521360310251407,0.03938177891522528,2.2433203923294497e-09
62,0.3523236359475804,0.3322914257170854,0.30486374558858226,0.2804786133959579,0.24567759081815216,0.23363140091419995,0.22567559074376492,0.2173162402147646,0.15370480843346998,0.13268506115712905,0.11507259232752327,0.08521360309989602,0.03938177891676974,2.7287802905802895e-09
63,0.3523236359451436,0.3322914257161059,0.30486374558712975,0.28047861339835145,0.2456775908201423,0.23363140091418524,0.22567559074840848,0.21731624021656543,0.153704808438633,0.13268506116392645,0.11507259232702036,0.08521360309651523,0.03938177891876104,8.948416076849086e-10
64,0.3523236359420921,0.3322914257149157,0.3048637455853034,0.2804786134012813,0.24567759082261606,0.2336314009141564,0.22567559075421748,0.21731624021884496,0.15370480844531925,0.13268506117249992,0.1150725923262949,0.0852136030921528,0.03938177892132608,1.309232817488393e-09
65,0.35232363593826926,0.33229142571346826,0.30486374558300333,0.2804786134048675,0.24567759082569104,0.2336314009141063,0.22567559076148566,0.21731624022173032,0.15370480845397147,0.13268506118331683,0.11507259232526576,0.08521360308652658,0.03938177892462502,2.319952891447034e-09
66,0.35232363593347926,0.3322914257117079,0.3048637455801035,0.28047861340925806,0.2456775908295138,0.23363140091402576,0.22567559077058227,0.2173162402253832,0.15370480846515877,0.13268506119696985,0.11507259232382727,0.08521360307927398,0.03938177892886521,2.0035232953750677e-09
67,0.3523236359274779,0.3322914257095693,0.30486374557644597,0.2804786134146353,0.2456775908342673,0.23363140091390525,0.22567559078197313,0.2173162402300084,0.15370480847961318,0.13268506121421086,0.1150725923218419,0.0852136030699266,0.03938177893431588,3.571463573230746e-09
68,0.3523236359199548,0.3322914257069704,0.3048637455718282,0.2804786134212195,0.24567759084017693,0.2336314009137294,0.225675590796241,0.21731624023586266,0.1537048084982742,0.13268506123599216,0.11507259231912755,0.08521360305788159,0.03938177894132457,1.7078052799978166e-09
69,0.3523236359105246,0.3322914257038147,0.3048637455659949,0.2804786134292833,0.24567759084752552,0.23363140091348006,0.22567559081412078,0.2173162402432735,0.15370480852235036,0.13268506126352203,0.11507259231544735,0.08521360304236411,0.03938177895033533,1.8974453653379395e-09
70,0.35232363589870136,0.33229142569998343,0.3048637455586195,0.2804786134391613,0.24567759085666385,0.23363140091313164,0.22567559083653366,0.2173162402526551,0.15370480855339427,0.13268506129833035,0.11507259231048833,0.0852136030223809,0.03938177896191333,2.3836784352799555e-09
71,0.352323635883876,0.33229142569533315,0.304863745549288,0.28047861345126435,0.24567759086802934,0.23363140091265094,0.22567559086463773,0.2173162402645326,0.15370480859340058,0.13268506134235716,0.11507259230384265,0.08521360299665588,0.03938177897678178,2.0400338290373003e-09
72,0.3523236358652823,0.3322914256896902,0.3048637455374729,0.28047861346609676,0.24567759088216518,0.23363140091199436,0.22567559089988912,0.21731624027957017,0.15370480864492808,0.1326850613980644,0.11507259229497922,0.08521360296354934,0.039381778995867936,1.2923186021441414e-09
73,0.352323635841958,0.33229142568284503,0.30486374552250434,0.2804786134842754,0.24567759089974714,0.23363140091110549,0.22567559094411987,0.21731624029860783,0.15370480871126016,0.13268506146857706,0.1150725922832075,0.08521360292095329,0.03938177902036304,2.4793863640618786e-09
74,0.3523236358126961,0.33229142567454706,0.30486374550353135,0.2804786135065601,0.24567759092161756,0.23363140090991302,0.22567559099963663,0.21731624032271069,0.1537048087966098,0.13268506155786264,0.11507259226763135,0.08521360286616213,0.039381779051792666,1.5095256117493227e-09
75,0.3523236357759775,0.33229142566449077,0.3048637454794676,0.28047861353388287,0.2456775909488222,0.23363140090832094,0.22567559106934026,0.2173162403532263,0.15370480890637808,0.1326850616709578,0.11507259224708812,0.08521360279570304,0.03938177909210633,6.461513108208966e-10
76,0.3523236357298951,0.3322914256523095,0.30486374544893136,0.2804786135673898,0.24567759098266445,0.23363140090620663,0.2256755911568815,0.21731624039186237,0.15370480904749276,0.13268506181425735,0.11507259222006898,0.08521360270512042,0.039381779143795245,1.6935491504516116e-09
77,0.35232363567205344,0.332291425637562,0.3048637454101636,0.2804786136084901,0.24567759102476663,0.23363140090341136,0.225675591266858,0.21731624044078202,0.15370480922883395,0.13268506199588617,0.1150725921846227,0.08521360258869862,0.039381779210043634,1.5534452390086535e-09
78,0.35232363559943713,0.33229142561971586,0.30486374536092004,0.280478613658914,0.245677591077145,0.23363140089972814,0.22567559140505822,0.21731624050272325,0.15370480946177895,0.13268506222616588,0.11507259213822629,0.08521360243910324,0.03938177929492273,1.2130565944388278e-09
79,0.35232363550825957,0.3322914255981341,0.3048637452983451,0.28047861372078986,0.24567759114231058,0.23363140089489284,0.22567559157877706,0.21731624058115467,0.15370480976090498,0.13268506251821696,0.11507259207762441,0.0852136022469261,0.039381779403641314,2.9943066764878208e-09
80,0.352323635393756,0.3322914255720506,0.30486374521879545,0.280478613796733,0.24567759122338653,0.2336314008885624,0.2256755917972032,0.21731624068046865,0.15370481014488324,0.13268506288871557,0.11507259199861597,0.08521360200010351,0.03938177954285095,1.993093401779547e-09
81,0.35232363524993787,0.33229142554054913,0.30486374511762915,0.28047861388996415,0.2456775913242607,0.23363140088029707,0.22567559207191873,0.21731624080623024,0.15370481063762614,0.1326850633588638,0.11507259189578561,0.0852136016831688,0.039381779721046214,1.2218561469579008e-09
82,0.35232363506927067,0.3322914255025306,0.30486374498892405,0.28047861400444474,0.2456775914497699,0.2336314008695284,0.2256755924175207,0.21731624096548854,0.15370481126974972,0.13268506395562127,0.11507259176215652,0.08521360127629772,0.03938177994906902,1.972295732139152e-09
83,0.3523236348422768,0.3322914254566822,0.30486374482512724,0.28047861414505104,0.2456775916059331,0.2336314008555258,0.22567559285241395,0.2173162411671733,0.1537048120804471,0.1326850647132765,0.11507259158875026,0.08521360075408128,0.03938178024075951,2.517975324743539e-09
84,0.3523236345570326,0.33229142540143886,0.30486374461660437,0.28047861431778665,0.24567759180023951,0.23363140083735098,0.22567559339981005,0.21731624142259773,0.15370481311988013,0.13268506567544983,0.11507259136402104,0.08521360008395804,0.039381780613783564,1.2326224000076566e-09
85,0.35232363419853424,0.3322914253349379,0.30486374435106434,0.2804786145300436,0.2456775920420086,0.23363140081379943,0.22567559408898788,0.2173162417460942,0.1537048144522399,0.13268506689763918,0.11507259107313011,0.08521359922420649,0.03938178109068266,2.8677239119247963e-09
86,0.35232363374789866,0.3322914252549656,0.30486374401282207,0.2804786147909292,0.2456775923428346,0.23363140078332442,0.22567559495688655,0.21731624215582288,0.15370481615965484,0.13268506845046696,0.11507259069701764,0.08521359812137967,0.0393817817002083,2.6127804218579394e-09
87,0.35232363318135906,0.3322914251588977,0.30486374358185936,0.2804786151116668,0.245677592717145,0.2336314007439418,0.2256755960501184,0.21731624267479516,0.1537048183471906,0.13268507042381306,0.11507259021121563,0.085213596707021,0.03938178247902172,2.2531177982062848e-09
88,0.3523236324689945,0.3322914250436306,0.30486374303262365,0.28047861550609077,0.2456775931828897,0.2336314006931061,0.22567559742751497,0.2173162433321707,0.15370482114923253,0.13268507293208426,0.11507258958433003,0.08521359489345984,0.03938178347386,2.710765965557582e-09
89,0.3523236315731333,0.3322914249055057,0.3048637423324952,0.2804786159912591,0.2456775937624013,0.23363140062755552,0.22567559916334617,0.2173162441649032,0.1537048247376434,0.1326850761209296,0.11507258877610456,0.08521359256843224,0.03938178474429962,2.3205940038937304e-09
90,0.35232363044633924,0.33229142474022577,0.3048637414398304,0.280478616588211,0.2456775944834649,0.23363140054311268,0.2256756013513902,0.21731624521982618,0.15370482933218615,0.13268508017579886,0.11507258773494294,0.0852135895882005,0.03938178636626644,1.6436039490278744e-09
91,0.35232362902887016,0.3322914245427604,0.3048637403014565,0.2804786173229056,0.24567759538064643,0.2336314004344283,0.22567560411008025,0.21731624655629786,0.15370483521383557,0.1326850853328457,0.1150725863947448,0.08521358576875494,0.039381788436498824,1.1828060060653278e-09
92,0.3523236272454738,0.33229142430724384,0.3048637388494712,0.2804786182273795,0.2456775964969459,0.23363140029465226,0.22567560758901142,0.21731624824955628,0.1537048427417862,0.13268509189282837,0.11507258467086255,0.08521358087456046,0.03938179107822325,3.0029322560673313e-09
93,0.35232362500135084,0.3322914240268742,0.30486373699715963,0.2804786193411898,0.24567759788585403,0.23363140011501937,0.22567561197717673,0.2173162503949754,0.15370485237517326,0.13268510023882535,0.11507258245494012,0.08521357460416644,0.03938179444837596,1.7832328832377022e-09
94,0.35232362217705904,0.33229142369380527,0.3048637346337697,0.28047862071318874,0.24567759961390775,0.23363139988431375,0.22567561751338594,0.21731625311345976,0.1537048647008143,0.13268511085882567,0.11507257960832962,0.0852135665718011,0.039381798746788356,3.1520261540307224e-09
95,0.35232361862208794,0.332291423299052,0.3048637316178423,0.2804786224037328,0.24567760176386627,0.23363139958819087,0.22567562449945153,0.21731625655829082,0.1537048804686354,0.13268512437452565,0.11507257595368701,0.08521355628384067,0.03938180422787005,2.6665728665331553e-09
96,0.3523236141467511,0.332291422832407,0.30486372776868464,0.2804786244874149,0.24567760443866013,0.23363139920830847,0.22567563331687562,0.21731626092380757,0.1537049006369114,0.13268514157804293,0.11507257126425126,0.08521354310872045,0.03938181121545783,2.5864617703640347e-09
97,0.3523236085119561,0.3322914222823897,0.3048637228554743,0.2804786270564561,0.24567760776629832,0.23363139872121522,0.22567564444797145,0.21731626645642244,0.1537049264300349,0.13268516347872858,0.11507256525016941,0.08521352623847409,0.03938182012168634,2.052111634634844e-09
98,0.3523236014162974,0.3322914216362452,0.30486371658333644,0.2804786302249118,0.24567761190596463,0.2336313980969348,0.2256756585026007,0.21731627346859253,0.1537049594122802,0.13268519136285728,0.11507255754105368,0.08521350463956132,0.0393818314709801,2.6731232808254833e-09
99,0.35232359247976575,0.3322914208800254,0.3048637085755525,0.2804786341338941,0.24567761705559182,0.23363139729715604,0.22567567625202894,0.21731628235654646,0.15370500158198336,0.13268522686974038,0.11507254766374918,0.08521347699001387,0.039381845930546604,2.7648995822943683e-09
100,0.35232358122318586,0.332291419998792,0.3048636983508239,0.2804786389580499,0.24567762346126581,0.23363139627292204,0.22567569867179346,0.21731629362277055,0.15370505549178998,0.13268527208879463,0.11507253501399099,0.08521344159908452,0.03938186434913718,3.0215678440813797e-09
101,0.3523235670422613,0.33229141897699876,0.30486368529421953,0.28047864491361113,0.24567763142889804,0.23363139496168128,0.2256757269959919,0.21731630790453582,0.15370512440217737,0.13268532968332464,0.11507251882028507,0.08521339630454378,0.03938188780631986,2.874071100949775e-09
102,0.3523235491748097,0.33229141779913507,0.304863668620052,0.2804786522683959,0.24567764133871406,0.2336313932835201,0.22567576278604112,0.21731632601008982,0.1537052124774665,0.13268540304839252,0.11507249809788754,0.08521333834140424,0.039381917675101595,3.1513059948198727e-09
103,0.35232352665939026,0.3322914164507277,0.30486364732443133,0.28047866135423666,0.24567765366321612,0.23363139113634585,0.22567580801776388,0.21731634896456478,0.15370532503607637,0.13268549651214825,0.11507247159017142,0.08521326417412459,0.03938195570153208,3.0773868749394753e-09
104,0.3523234982830717,0.3322914149198672,0.3048636201246496,0.28047867258243986,0.24567766898944784,0.23363138838974107,0.22567586519171023,0.21731637806821072,0.15370546887004605,0.13268561559261446,0.11507243769396079,0.08521316928212597,0.03938200410593089,2.5245630176549145e-09
