波ID,関係ID,関係辺,DFTビン,倍音次数,倍音種別,倍音振幅,倍音強度,波内強度比,倍音位相度,数値誤差床より上,有限住所,有限回帰次数,倍音B/F,回転枝,住所電荷量
W0154,154,"(5,9)",11,11,第11倍音,0.0012783003217852321,1.6340517126762287e-06,0.0011817420286843476,-86.50186130307313,True,11/40,40,F型（奇数倍音）,正周回,0.5782172325201153
W0154,154,"(5,9)",12,12,第12倍音,0.0038266488213750983,1.4643241202131432e-05,0.01058995466941489,3.9500317312631457,True,3/10,10,B型（偶数倍音）,正周回,0.6545084971874737
W0154,154,"(5,9)",13,13,第13倍音,0.0064713995300967955,4.187901187813703e-05,0.03028679451956337,-52.977235032486114,True,13/40,40,F型（奇数倍音）,正周回,0.7269952498697734
W0154,154,"(5,9)",14,14,第14倍音,0.006645710733524372,4.416547115368105e-05,0.03194035603284023,-152.58868204297923,True,7/20,20,B型（偶数倍音）,正周回,0.7938926261462367
W0154,154,"(5,9)",15,15,第15倍音,0.006612081580936839,4.371962283296421e-05,0.031617919665054464,107.25930943833637,True,3/8,8,F型（奇数倍音）,正周回,0.8535533905932737
W0154,154,"(5,9)",16,16,第16倍音,0.007193462688819635,5.174590545544023e-05,0.037422506775424635,147.24850613202548,True,2/5,5,B型（偶数倍音）,正周回,0.9045084971874736
W0154,154,"(5,9)",17,17,第17倍音,0.009170188948797597,8.409236535664958e-05,0.06081538403131475,-52.21766935292679,True,17/40,40,F型（奇数倍音）,正周回,0.9455032620941839
W0154,154,"(5,9)",18,18,第18倍音,0.008181407998101322,6.693543683139629e-05,0.048407537104476095,83.70380739373785,True,9/20,20,B型（偶数倍音）,正周回,0.9755282581475768
W0154,154,"(5,9)",19,19,第19倍音,0.002888250117825938,8.341988743121545e-06,0.006032904971173167,87.02236658151531,True,19/40,40,F型（奇数倍音）,正周回,0.9938441702975689
W0154,154,"(5,9)",20,20,第20倍音,0.007792348200441032,6.072069047691659e-05,0.04391304840027639,74.26359339723206,True,1/2,2,B型（偶数倍音）,正周回,1.0
W0154,154,"(5,9)",21,-19,逆回転第19倍音,0.006564501669969524,4.309268217503267e-05,0.03116451778112307,-141.34003749127314,True,-19/40,40,F型（奇数倍音）,負周回,0.9938441702975689
W0154,154,"(5,9)",22,-18,逆回転第18倍音,0.0033213558116264295,1.1031404427424655e-05,0.007977883530963452,-167.84417495853208,True,-9/20,20,B型（偶数倍音）,負周回,0.9755282581475768
W0154,154,"(5,9)",23,-17,逆回転第17倍音,0.007932865674809258,6.293035781456691e-05,0.04551107418003324,-11.536313403868542,True,-17/40,40,F型（奇数倍音）,負周回,0.9455032620941839
W0154,154,"(5,9)",24,-16,逆回転第16倍音,0.004944486843157801,2.444795014216059e-05,0.017680695154288023,-32.4166302149325,True,-2/5,5,B型（偶数倍音）,負周回,0.9045084971874736
W0154,154,"(5,9)",25,-15,逆回転第15倍音,0.005560355822692298,3.091755687494815e-05,0.022359498233703874,41.565633699873615,True,-3/8,8,F型（奇数倍音）,負周回,0.8535533905932737
W0154,154,"(5,9)",26,-14,逆回転第14倍音,0.003901699661788422,1.522326025079989e-05,0.011009422965266087,-161.3097331065265,True,-7/20,20,B型（偶数倍音）,負周回,0.7938926261462367
W0154,154,"(5,9)",27,-13,逆回転第13倍音,0.0023180890280223815,5.373536741837749e-06,0.003886128059012927,68.76230741779665,True,-13/40,40,F型（奇数倍音）,負周回,0.7269952498697734
W0154,154,"(5,9)",28,-12,逆回転第12倍音,0.0019320752690028253,3.73291484509234e-06,0.0026996344899761467,-164.1579050172342,True,-3/10,10,B型（偶数倍音）,負周回,0.6545084971874737
W0154,154,"(5,9)",29,-11,逆回転第11倍音,0.002560080419991414,6.554011756823416e-06,0.004739844577406098,50.81267777409326,True,-11/40,40,F型（奇数倍音）,負周回,0.5782172325201153
W0154,154,"(5,9)",30,-10,逆回転第10倍音,0.00470059510377482,2.209559432963181e-05,0.015979477433624625,133.27392873809976,True,-1/4,4,B型（偶数倍音）,負周回,0.4999999999999999
W0154,154,"(5,9)",31,-9,逆回転第9倍音,0.008732898727019033,7.626352017637064e-05,0.05515358317530253,44.64797508496521,True,-9/40,40,F型（奇数倍音）,負周回,0.4217827674798846
W0154,154,"(5,9)",32,-8,逆回転第8倍音,0.003853941744270979,1.4852866968234431e-05,0.010741555488518312,18.263200441558194,True,-1/5,5,B型（偶数倍音）,負周回,0.3454915028125263
W0154,154,"(5,9)",33,-7,逆回転第7倍音,0.0028591710411094225,8.174859042318738e-06,0.005912037198049482,22.67176557420112,True,-7/40,40,F型（奇数倍音）,負周回,0.2730047501302265
W0154,154,"(5,9)",34,-6,逆回転第6倍音,0.006679021713498585,4.460933104938559e-05,0.03226135437673134,-168.33145517458573,True,-3/20,20,B型（偶数倍音）,負周回,0.20610737385376346
W0154,154,"(5,9)",35,-5,逆回転第5倍音,0.006696227564498284,4.483946359554663e-05,0.03242778564684166,10.957145397819867,True,-1/8,8,F型（奇数倍音）,負周回,0.14644660940672624
W0154,154,"(5,9)",36,-4,逆回転第4倍音,0.00992202332696133,9.844654690076477e-05,0.07119629149370126,60.71550310795067,True,-1/10,10,B型（偶数倍音）,負周回,0.09549150281252627
W0154,154,"(5,9)",37,-3,逆回転第3倍音,0.01200098234503088,0.00014402357724574286,0.10415748353154122,-109.59490408444614,True,-3/40,40,F型（奇数倍音）,負周回,0.05449673790581606
W0154,154,"(5,9)",38,-2,逆回転第2倍音,0.0007764029751377704,6.028015798027813e-07,0.00043594456422898706,113.16730090161728,True,-1/20,20,B型（偶数倍音）,負周回,0.024471741852423214
W0154,154,"(5,9)",39,-1,逆回転基本波,0.0037205407779524287,1.384242368040686e-05,0.010010805481303313,-178.14388922516216,True,-1/40,40,F型（奇数倍音）,負周回,0.0061558297024311365
W0155,155,"(5,10)",0,0,直流,0.0037422287817200817,1.4004276254734166e-05,0.012774929949126894,-82.77046898156128,True,0/1,1,直流,直流,0.0
W0155,155,"(5,10)",1,1,基本波,0.005523435762389456,3.0508342621242795e-05,0.027830209341849155,155.67140727003826,True,1/40,40,F型（奇数倍音）,正周回,0.0061558297024311365
W0155,155,"(5,10)",2,2,第2倍音,0.0018834904127489182,3.54753613491709e-06,0.0032361205099936436,-115.78725671145763,True,1/20,20,B型（偶数倍音）,正周回,0.024471741852423214
W0155,155,"(5,10)",3,3,第3倍音,0.006373539845046244,4.0622010156392124e-05,0.03705606235561092,101.12046445222221,True,3/40,40,F型（奇数倍音）,正周回,0.05449673790581606
W0155,155,"(5,10)",4,4,第4倍音,0.0011090939107371042,1.2300893028341238e-06,0.001122107589784515,-146.7641888264813,True,1/10,10,B型（偶数倍音）,正周回,0.09549150281252627
W0155,155,"(5,10)",5,5,第5倍音,0.010127437333983597,0.0001025649869537648,0.09356145935242627,29.99092795458777,True,1/8,8,F型（奇数倍音）,正周回,0.14644660940672624
W0155,155,"(5,10)",6,6,第6倍音,0.006441795845653418,4.149673371707764e-05,0.037853999500619094,-72.9203703857931,True,3/20,20,B型（偶数倍音）,正周回,0.20610737385376346
W0155,155,"(5,10)",7,7,第7倍音,0.00865728452651151,7.494857537297561e-05,0.06836931682584803,-147.39811738875946,True,7/40,40,F型（奇数倍音）,正周回,0.2730047501302265
W0155,155,"(5,10)",8,8,第8倍音,0.001215849086726814,1.4782890016944274e-06,0.0013485194163337733,170.60032004263718,True,1/5,5,B型（偶数倍音）,正周回,0.3454915028125263
W0155,155,"(5,10)",9,9,第9倍音,0.0031507215796393972,9.927046472405382e-06,0.009055614226678456,-175.02901522056715,True,9/40,40,F型（奇数倍音）,正周回,0.4217827674798846
