波ID,関係ID,関係辺,波振幅,親位相度,標本数N,波の構成,非直流成分数,非直流次数一覧,基本波成分数,倍音数,倍音次数一覧,基本波振幅,基本波位相度,最大強度倍音次数,最大強度倍音振幅,最大強度倍音位相度,実効非直流成分数,奇数倍音強度比,偶数倍音強度比,B/F読出し,粒子反粒子読出し,正負周回偏極,最大強度倍音住所,有限回帰次数,住所電荷量,符号付き住所電荷量,質量二乗型Gram量,質量型sqrtGram量,半周重なり実部,半周同符号残差,半周反符号残差,半周二次量残差,状態回帰次数,二次量回帰次数,半周期被覆比,スピン型読出し,相関寿命型量標本,零閉塞絶対残差,零閉塞相対残差,零閉塞成立
W0027,27,"(1,28)",0.035450513461517806,138.62569871811328,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.009166466405716943,-78.68295793908041,-17,0.01062198421444238,51.64344019980575,23.455643813890795,0.5699458457570569,0.43005415424294313,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.1544938399644334,-17/40,40,0.9455032620941839,-0.9455032620941839,3.045254910932082e-07,0.0005518382834610228,-0.08779870579949492,1.47499064797001,1.350704478559618,1.4743686165326255,40,40,,奇数・偶数倍音の混合スピン型,1,1.631940375314535e-19,1.298551647625843e-16,True
W0028,28,"(1,29)",0.0362576213064986,48.6256987181132,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.002985118689121333,-28.57106264429515,-1,0.011254594184266508,-2.6805819587242725,21.86362695811688,0.5330726486725257,0.4669273513274742,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.3075933821770218,-1/40,40,0.0061558297024311365,-0.0061558297024311365,3.084045730693484e-07,0.0005553418524380712,-0.01601054625234715,1.4254897728516658,1.4028467156091238,1.4609871079464636,40,40,,奇数・偶数倍音の混合スピン型,1,4.743384504624082e-20,3.6081926143260005e-17,True
W0029,29,"(1,30)",0.036407184507594954,48.62569871811316,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.005691251103068313,-122.54923079323231,19,0.011628350243590631,-11.45332489136492,23.313884786428922,0.5177864244059813,0.4822135755940188,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.2704313391972073,19/40,40,0.9938441702975689,0.9938441702975689,3.6732332354719643e-07,0.0006060720448487922,-0.03173775020436811,1.4364802471348976,1.3915906364988462,1.38211539612343,40,40,,奇数・偶数倍音の混合スピン型,1,1.0584862082840251e-19,7.985663651575096e-17,True
W0030,30,"(1,31)",0.03688771891446024,48.625698718113135,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.009470419493166623,-135.75091571041335,15,0.010682757897117711,-122.28438602655972,20.20599823715446,0.5959329416098186,0.40406705839018137,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.041754206338401115,3/8,8,0.8535533905932737,-0.8535533905932737,3.148719395223573e-07,0.0005611345110776535,-0.12420429666100538,1.4994694372750688,1.3234770140346184,1.572988931157741,40,40,,奇数・偶数倍音の混合スピン型,1,1.9166167708542177e-20,1.4085481067957057e-17,True
W0031,31,"(1,32)",0.03617932815814595,138.62569871811323,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004144488020472356,-8.50719765065063,-19,0.012100030487364527,139.54341307013163,20.31318256685959,0.5696418455833621,0.43035815441663794,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.17702365277061813,-19/40,40,0.9938441702975689,-0.9938441702975689,3.845271632645152e-07,0.0006201025425399538,-0.11117002347749676,1.490751504092816,1.333289148326426,1.1909909843570647,40,40,,奇数・偶数倍音の混合スピン型,1,4.8864331573324237e-20,3.733111543589582e-17,True
W0032,32,"(1,33)",0.03658610766616731,-41.37430128188672,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.005400762128248848,137.64122191997882,3,0.009437192565300942,177.85625541415698,26.63464962569602,0.4795644621801644,0.5204355378198356,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.0694135097961614,3/40,40,0.05449673790581606,0.05449673790581606,3.913550819247544e-07,0.0006255837928884942,0.04207216976162773,1.3841443784796241,1.4436565864232587,1.5460859744526723,40,40,,奇数・偶数倍音の混合スピン型,1,2.169462877787276e-19,1.620764094569966e-16,True
W0033,33,"(1,34)",0.03466083717855547,138.6256987181132,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.007596150570116952,43.01160264013713,-13,0.009678975951362006,25.742543080081816,21.45781275456393,0.5410635829997753,0.45893641700022464,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.21604107033323044,-13/40,40,0.7269952498697734,0.7269952498697734,2.7162404783488534e-07,0.0005211756401011902,-0.06696299586700274,1.4607963553260959,1.36604319414358,1.4342961460540469,40,40,,奇数・偶数倍音の混合スピン型,1,1.1539561058770272e-19,9.605305737511056e-17,True
W0034,34,"(1,35)",0.0370562986645023,48.625698718113185,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004008426958835573,33.96364250032783,20,0.01571448431289881,-28.6154951504253,14.939485138786688,0.38972711286259004,0.61027288713741,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.06946236600979196,1/2,2,1.0,-1.0,2.910599909555541e-07,0.0005394997599216834,0.2251770155636047,1.2448477693568762,1.5653606712598886,1.517185286893721,40,40,,奇数・偶数倍音の混合スピン型,1,8.571370772892337e-20,6.242035090432111e-17,True
W0035,35,"(1,36)",0.036800860751505515,138.62569871811323,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004283026729296256,172.34401787422266,13,0.010916686093289116,-19.487169846611003,23.117049935358526,0.415979360656866,0.5840206393431339,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.1002620539395911,13/40,40,0.7269952498697734,0.7269952498697734,3.9299885650014523e-07,0.0006268962087141261,0.19102724731872173,1.271984868370122,1.543390583953862,1.4537289871451684,40,40,,奇数・偶数倍音の混合スピン型,1,7.666467083416871e-20,5.660819691395265e-17,True
W0036,36,"(1,37)",0.034723950225994366,138.62569871811317,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0033343976505623932,-48.97250455925429,5,0.01401220197485232,25.586348079342294,17.22139430912088,0.5831851932438529,0.4168148067561472,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.12848213511457357,1/8,8,0.14644660940672624,0.14644660940672624,3.0694677701665356e-07,0.0005540277763945176,-0.11280038169109459,1.491844751769496,1.3320657778870422,1.5419090317150048,40,40,,奇数・偶数倍音の混合スピン型,1,1.581934660567642e-19,1.311989295358614e-16,True
W0037,37,"(1,38)",0.03546165130599542,-41.37430128188676,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0034454255161455167,-15.300654502991577,19,0.010289489851269285,37.96014798866052,22.269391258487158,0.5646381606937506,0.4353618393062494,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.03037937782580377,19/40,40,0.9938441702975689,-0.9938441702975689,3.4627774121082334e-07,0.0005884536865470581,-0.10788551092128806,1.488546613930036,1.335750342750255,1.5081488894829105,40,40,,奇数・偶数倍音の混合スピン型,1,2.0731380128187291e-19,1.6485810549003443e-16,True
W0038,38,"(1,39)",0.03679587423453834,138.62569871811326,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.005278190133054361,5.776691811638733,3,0.012748518738109334,-125.47202140698421,19.08720871357317,0.5369170457864912,0.46308295421350887,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.2638148257881029,3/40,40,0.05449673790581606,0.05449673790581606,3.729085018537083e-07,0.0006106623468445622,-0.03314439298005326,1.4374591423620036,1.3905794526167479,1.4569767137021818,40,40,,奇数・偶数倍音の混合スピン型,1,8.131516293641283e-20,6.005833456997581e-17,True
W0039,39,"(1,40)",0.03666777162583171,-41.3743012818868,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.01015667389309422,-90.14170480108662,16,0.012124057410434288,68.18162514123537,17.79295128118,0.513367750141182,0.48663224985881803,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.17610539048996232,2/5,5,0.9045084971874736,0.9045084971874736,3.7832241382879514e-07,0.0006150791931359694,-0.020887853045438987,1.4289071719642528,1.3993656755505766,1.4408029046103585,40,40,,奇数・偶数倍音の混合スピン型,1,1.5152185993940876e-19,1.1269541756079095e-16,True
W0040,40,"(2,3)",0.03574459161719197,-131.37430128188691,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004742049620142761,-63.937494098915764,19,0.011299664292104796,-43.304963691960864,19.87067221832658,0.44627188571569,0.5537281142843099,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.12402857616578163,19/40,40,0.9938441702975689,-0.9938441702975689,3.92493495455256e-07,0.0006264930130937264,0.11058870254646204,1.333725082206628,1.490361501479733,1.3439953829779945,40,40,,奇数・偶数倍音の混合スピン型,1,1.818262319272905e-19,1.4231014446316318e-16,True
W0041,41,"(2,4)",0.03588820202437645,-131.37430128188694,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.009739515719525782,64.69631156715039,-14,0.011003221482108022,-137.20247298918406,21.266422934866547,0.5986596706149645,0.40134032938503555,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.14926839437589728,-7/20,20,0.7938926261462367,-0.7938926261462367,3.8736846339873715e-07,0.000622389318191385,-0.19193944125051332,1.5439815032897988,1.271267523969276,1.31614280230613,40,40,,奇数・偶数倍音の混合スピン型,1,1.3552527156068805e-19,1.0522450324561343e-16,True
W0042,42,"(2,5)",0.03445962253205455,138.6256987181131,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.008964646998285686,65.59878582021219,-12,0.009084648271476124,153.95520314543424,24.114517447323156,0.523233478889902,0.47676652111009804,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.08754046330233581,-3/10,10,0.6545084971874737,0.6545084971874737,2.3307631707529414e-07,0.00048277978113762607,-0.029899050842642032,1.4351996731065972,1.3929113031039397,1.4867233887145779,40,40,,奇数・偶数倍音の混合スピン型,1,2.574980159653073e-19,2.1684671893383783e-16,True
W0043,43,"(2,6)",0.034190759887607856,48.62569871811309,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.005572057842201478,-156.89615408645082,5,0.011054937789523534,20.59531014185732,20.768228084217977,0.40071363273690713,0.599286367263093,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.0776461981793017,1/8,8,0.14644660940672624,0.14644660940672624,3.036512745773871e-07,0.0005510456193251037,0.2012279859472417,1.263939883105805,1.5499857973202473,1.4885464897916556,40,40,,奇数・偶数倍音の混合スピン型,1,5.994217035761556e-20,5.127609665142396e-17,True
W0044,44,"(2,7)",0.03615403072962874,-41.374301281886844,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004676048335554951,-81.04398483577687,9,0.016212598294945306,-133.67693430213362,14.592444314680304,0.5818578713727786,0.41814212862722144,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.38364613943881837,9/40,40,0.4217827674798846,0.4217827674798846,3.322104707909006e-07,0.0005763770213938968,-0.15112415203765286,1.517316151655714,1.3029780105299913,1.4012116033407462,40,40,,奇数・偶数倍音の混合スピン型,1,8.271483823214759e-20,6.328051122978288e-17,True
W0045,45,"(2,8)",0.03428252307532445,-131.37430128188691,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.006967129261212215,112.48952915107624,-6,0.011330010468979987,76.42827058969579,20.4499510887231,0.5733052960340733,0.42669470396592674,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.03349520551465748,-3/20,20,0.20610737385376346,-0.20610737385376346,2.865112630528464e-07,0.0005352674687040549,-0.11005769623043798,1.4900051652463746,1.3341231605586956,1.3699048843414972,40,40,,奇数・偶数倍音の混合スピン型,1,2.7240242454070943e-19,2.3177437291461417e-16,True
W0046,46,"(2,9)",0.03552522624180125,-131.3743012818869,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0075868438965138625,-142.77625747704644,20,0.013554501850001356,-158.91277691476074,15.686540580430865,0.44385787254012377,0.5561421274598762,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.3396240760273098,1/2,2,1.0,1.0,2.480097410004588e-07,0.0004980057640233282,0.12509635883644668,1.3228028130931333,1.5000642378487976,1.595776415479385,40,40,,奇数・偶数倍音の混合スピン型,1,2.3079122117540544e-19,1.8287131182839837e-16,True
W0047,47,"(2,10)",0.036014257127590835,48.6256987181131,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0019369940266079516,173.3782209797763,-8,0.01180634896918503,22.939141472271288,18.45256775974797,0.33792712032834976,0.6620728796716503,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.21133322254707496,-1/5,5,0.3454915028125263,-0.3454915028125263,3.425849680399281e-07,0.0005853075841298557,0.34481561911685105,1.1447133972162193,1.640009523824085,1.345482707289387,40,40,,奇数・偶数倍音の混合スピン型,1,2.710505431213761e-19,2.0897838084845618e-16,True
W0048,48,"(2,11)",0.03591987463302619,138.62569871811317,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.003308849030074584,-21.067016481924455,-5,0.012881011451425853,10.019153058034947,18.40204806212612,0.5024933608467783,0.4975066391532217,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.5064550372527304,-1/8,8,0.14644660940672624,-0.14644660940672624,2.9890842671956166e-07,0.0005467251839082974,-0.004386204532619534,1.4173116838103181,1.4111086389554708,1.3905246358893115,40,40,,奇数・偶数倍音の混合スピン型,1,1.084731438893638e-19,8.407223695656905e-17,True
W0049,49,"(2,12)",0.034447496970451665,48.62569871811309,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.005921497027277074,-6.102280219395834,13,0.009907687191600812,-107.4300439128747,22.579253384967373,0.5900833899400982,0.4099166100599018,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.25821577806616064,13/40,40,0.7269952498697734,0.7269952498697734,2.523875836115565e-07,0.0005023819101157569,-0.11847787005341477,1.4956455930824086,1.3277967690475716,1.4719337667669108,40,40,,奇数・偶数倍音の混合スピン型,1,3.75823087490631e-19,3.167146224496382e-16,True
W0050,50,"(2,13)",0.036862334675660705,138.6256987181131,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.006723612598909993,-168.26287295229872,17,0.011648621584622616,-62.590810269035316,23.18358536780794,0.5744707553279506,0.4255292446720495,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.030239463536077787,17/40,40,0.9455032620941839,0.9455032620941839,3.7408085959739896e-07,0.0006116215002739839,-0.14048088141228188,1.5102853249715975,1.3111209849496868,1.4836404061748065,40,40,,奇数・偶数倍音の混合スピン型,1,1.4572905848366506e-19,1.0724584698832018e-16,True
