E_mean,E_std,R_mean,R_std,case,gauge_count,p_mean,p_std,particle,stage,t_mean,t_std
0.9999999999999826,7.965222804260073e-14,1.0,2.3914935841127266e-16,near_lobe_offset,25,-0.9999999999999801,8.419390343315787e-14,A,post_collision,-0.013999999999999846,0.0010324727599312247
0.9999999999999243,1.2300013530607635e-13,0.9999999999999938,5.288392122597181e-15,near_lobe_offset,25,-0.9999999999999091,1.1833434902673557e-13,A,final,0.20000000000000032,0.0010324727599312286
0.9999999999999243,1.2300013530607635e-13,0.9999999999999938,5.288392122597181e-15,near_lobe_offset,25,-0.9999999999999091,1.1833434902673557e-13,B,initial,-0.20000000000000004,0.0010324727599312286
0.9999999999999826,7.965222804260073e-14,1.0,2.3914935841127266e-16,near_lobe_offset,25,-0.9999999999999801,8.419390343315787e-14,B,pre_collision,-0.015999999999999848,0.0010324727599312247
0.9999999999999826,7.965222804260073e-14,1.0,2.3914935841127266e-16,near_lobe_offset,25,-0.9999999999999801,8.419390343315787e-14,B,collision_cell,-0.014999999999999847,0.0010324727599312247
0.9999999999999826,7.965222804260073e-14,1.0,2.3914935841127266e-16,near_lobe_offset,25,0.9999999999999826,7.965222804260073e-14,B,collision_map,-0.014999999999999847,0.0010324727599312247
0.9999999999999826,7.965222804260073e-14,1.0,2.3914935841127266e-16,near_lobe_offset,25,0.9999999999999826,7.965222804260073e-14,B,post_collision,-0.013999999999999846,0.0010324727599312247
0.9999999999999243,1.2300013530607635e-13,0.9999999999999938,5.288392122597181e-15,near_lobe_offset,25,0.9999999999999241,1.2300019944102202e-13,B,final,0.20000000000000032,0.0010324727599312286
1.0000000000000087,4.056217901246095e-14,1.0000000000000075,2.5727487310015434e-15,mixed_readout_grid,16,1.0000000000000087,4.056217901246095e-14,A,initial,-0.2,0.0005999999999999894
1.0000000000000004,2.2722579638830056e-14,1.0000000000000004,6.661338147750939e-16,mixed_readout_grid,16,1.0000000000000004,2.2722579638830056e-14,A,pre_collision,-0.015999999999999848,0.0005999999999999998
1.0000000000000024,2.93226852128521e-14,1.0000000000000004,6.661338147750939e-16,mixed_readout_grid,16,1.0000000000000024,2.93226852128521e-14,A,collision_cell,-0.014999999999999847,0.0005999999999999998
1.0000000000000024,2.93226852128521e-14,1.0000000000000004,6.661338147750939e-16,mixed_readout_grid,16,-0.9999999999999942,4.30689000533031e-14,A,collision_map,-0.014999999999999847,0.0005999999999999998
1.0000000000000047,3.085934497298349e-14,1.0000000000000004,6.661338147750939e-16,mixed_readout_grid,16,-0.9999999999999926,3.5427315003964674e-14,A,post_collision,-0.013999999999999846,0.0005999999999999998
1.0000000000000087,4.056217901246095e-14,1.0000000000000075,2.5727487310015434e-15,mixed_readout_grid,16,-1.0000000000000062,4.9260845508508034e-14,A,final,0.20000000000000032,0.0005999999999999894
1.0000000000000087,4.056217901246095e-14,1.0000000000000075,2.5727487310015434e-15,mixed_readout_grid,16,-1.0000000000000062,4.9260845508508034e-14,B,initial,-0.2,0.0005999999999999894
1.0000000000000004,2.2722579638830056e-14,1.0000000000000004,6.661338147750939e-16,mixed_readout_grid,16,-0.9999999999999984,1.9986481453254593e-14,B,pre_collision,-0.015999999999999848,0.0005999999999999998
1.0000000000000024,2.93226852128521e-14,1.0000000000000004,6.661338147750939e-16,mixed_readout_grid,16,-1.0,2.869819144981599e-14,B,collision_cell,-0.014999999999999847,0.0005999999999999998
1.0000000000000024,2.93226852128521e-14,1.0000000000000004,6.661338147750939e-16,mixed_readout_grid,16,0.9999999999999979,4.675714022027929e-14,B,collision_map,-0.014999999999999847,0.0005999999999999998
1.0000000000000047,3.085934497298349e-14,1.0000000000000004,6.661338147750939e-16,mixed_readout_grid,16,0.999999999999996,3.755680155500867e-14,B,post_collision,-0.013999999999999846,0.0005999999999999998
1.0000000000000087,4.056217901246095e-14,1.0000000000000075,2.5727487310015434e-15,mixed_readout_grid,16,1.0000000000000087,4.056217901246095e-14,B,final,0.20000000000000032,0.0005999999999999894
