t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(118.61573914019516),np.float64(118.61573914019519),np.float64(-4.891075258629432e-13),np.float64(3.9133218869915064e-14),np.float64(1.5777218104420236e-30)
1,np.float64(118.61573914019496),np.float64(118.61573914019496),np.float64(-5.030834380227922e-13),np.float64(2.5171256458280122e-14),np.float64(1.5777218104420236e-30)
2,np.float64(118.61573914019478),np.float64(118.61573914019476),np.float64(-5.146012987897499e-13),np.float64(4.351772933196512e-14),np.float64(3.1554436208840472e-30)
3,np.float64(118.61573914019486),np.float64(118.61573914019485),np.float64(-5.173032720931845e-13),np.float64(5.626491593284014e-14),np.float64(3.1554436208840472e-30)
4,np.float64(118.61573914019517),np.float64(118.61573914019516),np.float64(-5.131834225562338e-13),np.float64(4.3709750362560477e-14),np.float64(1.5777218104420236e-30)
5,np.float64(118.61573914019513),np.float64(118.6157391401951),np.float64(-5.097099876005296e-13),np.float64(3.4611132607158725e-14),np.float64(1.5777218104420236e-30)
6,np.float64(118.6157391401951),np.float64(118.61573914019507),np.float64(-5.05615730636959e-13),np.float64(4.167521651978004e-14),np.float64(2.3665827156630354e-30)
7,np.float64(118.61573914019517),np.float64(118.61573914019515),np.float64(-4.952821222734826e-13),np.float64(4.952004274151632e-14),np.float64(3.1554436208840472e-30)
8,np.float64(118.61573914019515),np.float64(118.61573914019513),np.float64(-5.056576619849873e-13),np.float64(5.711258505982494e-14),np.float64(3.1554436208840472e-30)
9,np.float64(118.61573914019486),np.float64(118.61573914019488),np.float64(-5.268764080325071e-13),np.float64(7.194265936400486e-14),np.float64(3.1554436208840472e-30)
10,np.float64(118.61573914019495),np.float64(118.61573914019493),np.float64(-5.144366766197727e-13),np.float64(7.850377196887514e-14),np.float64(3.1554436208840472e-30)
11,np.float64(118.61573914019513),np.float64(118.6157391401951),np.float64(-5.180955435373745e-13),np.float64(7.255252791577283e-14),np.float64(6.310887241768095e-30)
12,np.float64(118.61573914019488),np.float64(118.61573914019488),np.float64(-5.073949529841455e-13),np.float64(7.716102275561658e-14),np.float64(3.1554436208840472e-30)
