t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(41.21792747981941),np.float64(-13.860302530629935),np.float64(-7.0092266290299),np.float64(9.49002193173261),np.float64(2.220446049250313e-16)
1,np.float64(41.21792747981939),np.float64(-13.860302530629928),np.float64(-7.009226629029891),np.float64(14.272894781467587),np.float64(8.881784197001252e-16)
2,np.float64(41.217927479819394),np.float64(-13.860302530629994),np.float64(-7.009226629029822),np.float64(17.50710631767272),np.float64(4.440892098500626e-16)
3,np.float64(41.21792747981947),np.float64(-13.86030253063001),np.float64(-7.009226629029802),np.float64(18.03591993114631),np.float64(8.881784197001252e-16)
4,np.float64(41.21792747981949),np.float64(-13.860302530629962),np.float64(-7.009226629029879),np.float64(18.300516353225863),np.float64(8.881784197001252e-16)
5,np.float64(41.21792747981939),np.float64(-13.860302530630015),np.float64(-7.0092266290297545),np.float64(18.606666845503838),np.float64(4.440892098500626e-16)
6,np.float64(41.21792747981932),np.float64(-13.860302530630069),np.float64(-7.009226629029573),np.float64(18.754914325141847),np.float64(1.7763568394002505e-15)
7,np.float64(41.21792747981939),np.float64(-13.860302530630214),np.float64(-7.00922662902939),np.float64(18.828002262500352),np.float64(1.7763568394002505e-15)
8,np.float64(41.21792747981931),np.float64(-13.860302530630179),np.float64(-7.009226629029424),np.float64(18.843920320981216),np.float64(4.440892098500626e-16)
9,np.float64(41.217927479819316),np.float64(-13.860302530630147),np.float64(-7.009226629029511),np.float64(18.859977548416737),np.float64(8.881784197001252e-16)
10,np.float64(41.217927479819224),np.float64(-13.8603025306301),np.float64(-7.009226629029563),np.float64(18.870717515623674),np.float64(4.440892098500626e-16)
11,np.float64(41.217927479819316),np.float64(-13.860302530630094),np.float64(-7.009226629029637),np.float64(18.876665954975234),np.float64(8.881784197001252e-16)
12,np.float64(41.21792747981942),np.float64(-13.860302530630186),np.float64(-7.009226629029575),np.float64(18.88045884729949),np.float64(1.7763568394002505e-15)
13,np.float64(41.21792747981946),np.float64(-13.860302530630102),np.float64(-7.009226629029779),np.float64(18.884038284672247),np.float64(1.7763568394002505e-15)
14,np.float64(41.21792747981935),np.float64(-13.860302530629946),np.float64(-7.009226629029894),np.float64(18.88679478494743),np.float64(1.7763568394002505e-15)
15,np.float64(41.21792747981937),np.float64(-13.860302530629989),np.float64(-7.009226629029868),np.float64(18.888355127894986),np.float64(4.440892098500626e-16)
16,np.float64(41.21792747981942),np.float64(-13.860302530630003),np.float64(-7.009226629029909),np.float64(18.889490274270774),np.float64(4.440892098500626e-16)
17,np.float64(41.217927479819416),np.float64(-13.860302530630033),np.float64(-7.009226629029834),np.float64(18.890611184888265),np.float64(8.881784197001252e-16)
18,np.float64(41.21792747981952),np.float64(-13.860302530630069),np.float64(-7.00922662902993),np.float64(18.891454161678567),np.float64(1.7763568394002505e-15)
19,np.float64(41.217927479819515),np.float64(-13.860302530630047),np.float64(-7.0092266290298415),np.float64(18.89194205207722),np.float64(4.440892098500626e-16)
20,np.float64(41.217927479819565),np.float64(-13.860302530630099),np.float64(-7.009226629029863),np.float64(18.892323091645288),np.float64(1.7763568394002505e-15)
21,np.float64(41.21792747981971),np.float64(-13.86030253063018),np.float64(-7.009226629029811),np.float64(18.89270484585363),np.float64(2.220446049250313e-16)
22,np.float64(41.21792747981982),np.float64(-13.860302530630236),np.float64(-7.009226629029878),np.float64(18.89297895444304),np.float64(1.7763568394002505e-15)
23,np.float64(41.21792747981979),np.float64(-13.860302530630177),np.float64(-7.00922662902992),np.float64(18.89314175480288),np.float64(8.881784197001252e-16)
24,np.float64(41.21792747981989),np.float64(-13.860302530630232),np.float64(-7.0092266290298575),np.float64(18.893274374438064),np.float64(4.440892098500626e-16)
25,np.float64(41.21792747981993),np.float64(-13.860302530630317),np.float64(-7.009226629029762),np.float64(18.893408917290497),np.float64(8.881784197001252e-16)
26,np.float64(41.21792747981982),np.float64(-13.860302530630284),np.float64(-7.009226629029737),np.float64(18.893499087590747),np.float64(4.440892098500626e-16)
27,np.float64(41.21792747981982),np.float64(-13.860302530630323),np.float64(-7.009226629029687),np.float64(18.893554798595332),np.float64(1.7763568394002505e-15)
28,np.float64(41.217927479819835),np.float64(-13.860302530630358),np.float64(-7.009226629029702),np.float64(18.893601866112533),np.float64(8.881784197001252e-16)
29,np.float64(41.217927479819764),np.float64(-13.860302530630308),np.float64(-7.009226629029797),np.float64(18.893649309413632),np.float64(1.7763568394002505e-15)
30,np.float64(41.2179274798198),np.float64(-13.860302530630344),np.float64(-7.009226629029843),np.float64(18.893679083394613),np.float64(8.881784197001252e-16)
31,np.float64(41.217927479819835),np.float64(-13.860302530630312),np.float64(-7.009226629029957),np.float64(18.89369812114856),np.float64(4.440892098500626e-16)
32,np.float64(41.21792747981996),np.float64(-13.860302530630374),np.float64(-7.009226629029969),np.float64(18.89371514590899),np.float64(8.881784197001252e-16)
33,np.float64(41.217927479819984),np.float64(-13.860302530630506),np.float64(-7.009226629029747),np.float64(18.89373152189801),np.float64(8.881784197001252e-16)
34,np.float64(41.21792747982),np.float64(-13.860302530630468),np.float64(-7.009226629029712),np.float64(18.893741406560384),np.float64(1.7763568394002505e-15)
35,np.float64(41.21792747982002),np.float64(-13.860302530630415),np.float64(-7.009226629029721),np.float64(18.893747904488322),np.float64(1.7763568394002505e-15)
36,np.float64(41.21792747982002),np.float64(-13.860302530630435),np.float64(-7.009226629029597),np.float64(18.89375408057439),np.float64(1.7763568394002505e-15)
37,np.float64(41.21792747981999),np.float64(-13.860302530630442),np.float64(-7.0092266290295555),np.float64(18.89375962893736),np.float64(4.440892098500626e-16)
38,np.float64(41.217927479819984),np.float64(-13.86030253063048),np.float64(-7.009226629029425),np.float64(18.893762913183817),np.float64(1.7763568394002505e-15)
39,np.float64(41.21792747982007),np.float64(-13.860302530630591),np.float64(-7.009226629029293),np.float64(18.893765157996242),np.float64(1.7763568394002505e-15)
40,np.float64(41.217927479820176),np.float64(-13.86030253063066),np.float64(-7.009226629029246),np.float64(18.893767372500715),np.float64(4.440892098500626e-16)
41,np.float64(41.21792747982015),np.float64(-13.860302530630687),np.float64(-7.009226629029259),np.float64(18.893769240356775),np.float64(8.881784197001252e-16)
42,np.float64(41.217927479820105),np.float64(-13.860302530630712),np.float64(-7.00922662902911),np.float64(18.893770333714798),np.float64(1.7763568394002505e-15)
43,np.float64(41.21792747982015),np.float64(-13.86030253063073),np.float64(-7.0092266290291425),np.float64(18.893771118072088),np.float64(4.440892098500626e-16)
44,np.float64(41.21792747982008),np.float64(-13.86030253063066),np.float64(-7.009226629029142),np.float64(18.893771905863176),np.float64(4.440892098500626e-16)
45,np.float64(41.21792747982006),np.float64(-13.86030253063064),np.float64(-7.009226629029195),np.float64(18.89377253387145),np.float64(4.440892098500626e-16)
46,np.float64(41.217927479820055),np.float64(-13.86030253063064),np.float64(-7.009226629029195),np.float64(18.893772901377297),np.float64(1.7763568394002505e-15)
47,np.float64(41.217927479820055),np.float64(-13.860302530630655),np.float64(-7.009226629029179),np.float64(18.893773176839737),np.float64(1.7763568394002505e-15)
48,np.float64(41.21792747982012),np.float64(-13.860302530630651),np.float64(-7.009226629029246),np.float64(18.89377345747664),np.float64(8.881784197001252e-16)
49,np.float64(41.2179274798202),np.float64(-13.860302530630626),np.float64(-7.009226629029436),np.float64(18.89377366893365),np.float64(1.7763568394002505e-15)
50,np.float64(41.21792747982019),np.float64(-13.860302530630618),np.float64(-7.009226629029417),np.float64(18.89377379374218),np.float64(4.440892098500626e-16)
51,np.float64(41.21792747982019),np.float64(-13.86030253063063),np.float64(-7.009226629029446),np.float64(18.893773891520606),np.float64(1.7763568394002505e-15)
52,np.float64(41.217927479820155),np.float64(-13.860302530630557),np.float64(-7.009226629029575),np.float64(18.8937739919283),np.float64(8.881784197001252e-16)
53,np.float64(41.21792747982012),np.float64(-13.860302530630523),np.float64(-7.0092266290296905),np.float64(18.893774063535552),np.float64(8.881784197001252e-16)
54,np.float64(41.217927479820126),np.float64(-13.860302530630555),np.float64(-7.009226629029682),np.float64(18.893774106330348),np.float64(1.7763568394002505e-15)
55,np.float64(41.217927479820204),np.float64(-13.860302530630532),np.float64(-7.009226629029768),np.float64(18.893774141690567),np.float64(4.440892098500626e-16)
56,np.float64(41.217927479820304),np.float64(-13.860302530630557),np.float64(-7.009226629029747),np.float64(18.893774177804886),np.float64(1.7763568394002505e-15)
57,np.float64(41.217927479820275),np.float64(-13.860302530630612),np.float64(-7.0092266290296985),np.float64(18.893774202151818),np.float64(1.7763568394002505e-15)
58,np.float64(41.21792747982029),np.float64(-13.860302530630712),np.float64(-7.009226629029509),np.float64(18.893774217047625),np.float64(8.881784197001252e-16)
59,np.float64(41.21792747982032),np.float64(-13.86030253063068),np.float64(-7.009226629029558),np.float64(18.893774230027574),np.float64(1.7763568394002505e-15)
60,np.float64(41.21792747982016),np.float64(-13.86030253063078),np.float64(-7.009226629029344),np.float64(18.893774243006156),np.float64(1.7763568394002505e-15)
61,np.float64(41.21792747982027),np.float64(-13.860302530630811),np.float64(-7.009226629029385),np.float64(18.893774251213834),np.float64(1.7763568394002505e-15)
62,np.float64(41.21792747982026),np.float64(-13.8603025306308),np.float64(-7.009226629029515),np.float64(18.893774256403187),np.float64(8.881784197001252e-16)
