peak_rank,peak_kind,R_peak,score_C,stability_depth,q_out_factor,q_out_factor_diagnostic,q_out_factor_applied,full_two_channel_scattering_used_rate,max_scattering_unitarity_error,harmonic_valid_rate_nonstrong,c1_area_valid_rate,c1_calibrated_rate,distance_to_R_137,distance_to_R_128_nominal
1,local_min,0.7495,0.9949874006934684,0.002182418594924305,-0.4990000000000003,-0.4990000000000003,False,1.0,7.632783294297951e-17,1.0,1.0,0.25,0.0523221208717527,0.06282853432887503
2,local_min,0.752,0.9953865492025344,0.002008232234335975,-0.5040000000000001,-0.5040000000000001,False,1.0,6.245004513516506e-17,1.0,1.0,0.25,0.054822120871752644,0.06532853432887498
3,local_min,0.748,0.9953872204173,0.002007939378489372,-0.49600000000000005,-0.49600000000000005,False,1.0,6.245004513516506e-17,1.0,1.0,0.25,0.05082212087175264,0.06132853432887497
