R_star_C,score_C_min,classification_C,R_band_width_5,R_band_width_10,distance_to_R_137,distance_to_R_128_nominal,q_out_factor_at_star,q_out_factor_diagnostic_at_star,q_out_factor_applied_at_star,full_two_channel_scattering_used_rate_at_star,max_scattering_unitarity_error_at_star,harmonic_valid_rate_nonstrong_at_star,c1_area_valid_rate_at_star,c1_calibrated_rate_at_star
0.7495,0.9949874006934684,flat,0.0040000000000000036,0.0040000000000000036,0.0523221208717527,0.06282853432887503,-0.4990000000000003,-0.4990000000000003,False,1.0,7.632783294297951e-17,1.0,1.0,0.25
