seed,parent_residual,parent_iterations,counts,cluster_sse,opposite_error,family1_mod,family2_mod,relative_phase_rad,relative_phase_mod_pi_rad
0,0.4868999851906584,800,3;3;2;2,1.8806837512151155e-11,8.221502347383593e-09,0.08596491227840974,0.08596491225684165,3.063959560818034,-0.07763309277175878
1,0.48689998519066346,800,3;3;2;2,3.174262013134425e-11,5.068438907947628e-09,0.08596491227751223,0.08596491223940962,-0.07850943312269025,-0.07850943312269032
2,0.48689998519066485,800,3;3;2;2,4.6497037779526416e-10,2.8100463997181766e-07,0.08596491216504193,0.08596491177841883,-0.06723318353664813,-0.0672331835366482
3,0.486899985190661,800,3;3;2;2,1.0304774438871668e-14,1.0747991810057562e-08,0.0859649122803848,0.08596491228092083,0.7099852699673121,0.7099852699673121
4,3.023577133360542e-12,50,5;2;2;1,6.56044520126632e-24,0.20000000000119583,0.10000000000012188,3.4765325784145295e-12,1.5709938369951395,-1.5705988165946536
5,0.4868999851906579,800,3;3;2;2,2.5808167041187585e-11,9.958782812587723e-10,0.08596491227568523,0.08596491225074533,-0.07305875411332168,-0.07305875411332163
6,1.0791202063602357e-11,40,4;3;2;1,4.288306085754717e-25,7.225727629280198e-13,0.0999999999996149,0.09999999999961444,3.141592653581362,-8.430589559793589e-12
7,7.839377192455303e-12,40,4;3;2;1,3.2881441947866012e-24,2.2146824208276463e-12,0.09999999999989755,0.09999999999989762,-3.141592653563371,2.6421975718449175e-11
