step,H_total,H_parallel,H_perp,abs_ztz
93,0.8596491228070349,0.8596491228070349,2.066200038691035e-25,3.662104228938745e-15
94,0.8596491228070371,0.8596491228070371,2.451488388337614e-25,4.087344868099992e-15
95,0.8596491228070375,0.8596491228070375,2.9113236949804505e-25,4.188640619903912e-15
96,0.8596491228070358,0.8596491228070358,3.455150153197005e-25,4.254659420117325e-15
97,0.8596491228070366,0.8596491228070366,4.101354626360229e-25,4.276868037470517e-15
98,0.8596491228070371,0.8596491228070371,4.869020740010993e-25,4.168344953986416e-15
99,0.8596491228070381,0.8596491228070381,5.781706780815918e-25,4.164754846722299e-15
100,0.8596491228070375,0.8596491228070375,6.863891445539727e-25,3.580710593434118e-15
101,0.8596491228070366,0.8596491228070366,8.153330370626389e-25,3.569748546655473e-15
102,0.8596491228070373,0.8596491228070373,9.679752088400912e-25,4.011975635964711e-15
103,0.8596491228070386,0.8596491228070386,1.1494049388643923e-24,4.0091426714602366e-15
104,0.8596491228070391,0.8596491228070391,1.3648252076249171e-24,4.325844999722448e-15
105,0.8596491228070372,0.8596491228070372,1.6206163150693742e-24,4.679192763228399e-15
106,0.859649122807037,0.859649122807037,1.9254103197694575e-24,4.800842393246793e-15
107,0.8596491228070375,0.8596491228070375,2.287521869844825e-24,4.9453693786482705e-15
108,0.8596491228070361,0.8596491228070361,2.7174104639851953e-24,4.9881881009565765e-15
109,0.8596491228070378,0.8596491228070378,3.2278197769935123e-24,4.883752117034511e-15
110,0.8596491228070371,0.8596491228070371,3.834903221735052e-24,5.061261242132447e-15
111,0.8596491228070338,0.8596491228070338,4.5563970319054344e-24,5.847314230681131e-15
112,0.8596491228070335,0.8596491228070335,5.413448499924874e-24,5.5716656588060315e-15
113,0.8596491228070331,0.8596491228070331,6.431902423992732e-24,5.985512482138281e-15
114,0.8596491228070324,0.8596491228070324,7.64265374833996e-24,6.284270566311542e-15
115,0.8596491228070329,0.8596491228070329,9.080479316721425e-24,6.0893422375872145e-15
116,0.8596491228070325,0.8596491228070325,1.0789683829362176e-23,5.969801285488865e-15
117,0.8596491228070324,0.8596491228070324,1.2820986987437474e-23,6.020468663226537e-15
118,0.8596491228070332,0.8596491228070332,1.5233692372092146e-23,5.911029723962962e-15
119,0.8596491228070346,0.8596491228070346,1.810386091686701e-23,5.963438798530964e-15
120,0.8596491228070358,0.8596491228070358,2.1514592384943604e-23,6.131874572830456e-15
121,0.8596491228070359,0.8596491228070359,2.556831359281372e-23,6.062695802030646e-15
122,0.8596491228070375,0.8596491228070375,3.038616487617793e-23,6.5675393980365066e-15
123,0.8596491228070353,0.8596491228070353,3.610881323624968e-23,6.4715951936497105e-15
124,0.859649122807036,0.859649122807036,4.291352771994882e-23,6.2651590740716815e-15
125,0.8596491228070371,0.8596491228070371,5.1000147453126773e-23,6.026260772257635e-15
126,0.8596491228070373,0.8596491228070373,6.061026841844844e-23,6.2975314140001466e-15
127,0.8596491228070381,0.8596491228070381,7.203412670559295e-23,6.4617924682373494e-15
128,0.8596491228070378,0.8596491228070378,8.561445766689849e-23,6.276453134855867e-15
129,0.8596491228070369,0.8596491228070369,1.0175439997051472e-22,6.179799757702241e-15
130,0.8596491228070365,0.8596491228070365,1.2093759360134012e-22,5.876167643956591e-15
131,0.8596491228070365,0.8596491228070365,1.4373573866548871e-22,5.542614391810672e-15
132,0.8596491228070368,0.8596491228070368,1.708351037950482e-22,5.843691803510187e-15
133,0.8596491228070371,0.8596491228070371,2.0304689645508805e-22,6.149465165153249e-15
134,0.8596491228070373,0.8596491228070373,2.4133391912890397e-22,5.5371685233145966e-15
135,0.859649122807036,0.859649122807036,2.8683725107603447e-22,5.501391815497963e-15
136,0.8596491228070361,0.8596491228070361,3.4092193755027027e-22,5.6671224550278216e-15
137,0.8596491228070371,0.8596491228070371,4.0520672170065363e-22,5.506454549870611e-15
138,0.8596491228070362,0.8596491228070362,4.816242570999518e-22,5.556611190883023e-15
139,0.859649122807036,0.859649122807036,5.724519031376686e-22,5.652411846797454e-15
140,0.8596491228070351,0.8596491228070351,6.804143247984331e-22,5.909649694944082e-15
141,0.8596491228070364,0.8596491228070364,8.087369297689171e-22,5.886924915086702e-15
142,0.8596491228070353,0.8596491228070353,9.612700226883168e-22,6.640421360094987e-15
143,0.8596491228070362,0.8596491228070362,1.1425760747236548e-21,6.9492016241866685e-15
144,0.8596491228070362,0.8596491228070362,1.3580700605510752e-21,6.845720734695646e-15
145,0.8596491228070353,0.8596491228070353,1.6142282293745721e-21,7.0330320372081994e-15
146,0.8596491228070345,0.8596491228070345,1.9187159296917106e-21,6.984260747039226e-15
147,0.8596491228070344,0.8596491228070344,2.2806289011456896e-21,7.044070731788135e-15
148,0.8596491228070333,0.8596491228070333,2.7108150495597456e-21,6.921410138560506e-15
149,0.8596491228070329,0.8596491228070329,3.222156067240157e-21,6.804127741845267e-15
150,0.8596491228070324,0.8596491228070324,3.829950540329764e-21,6.652731075215071e-15
151,0.8596491228070327,0.8596491228070327,4.5524063332575056e-21,7.047755142918868e-15
152,0.8596491228070327,0.8596491228070327,5.4111515274249496e-21,6.921174561459125e-15
153,0.8596491228070319,0.8596491228070319,6.4319289772654336e-21,7.299909418399217e-15
154,0.8596491228070335,0.8596491228070335,7.645260415868698e-21,7.543267222238254e-15
155,0.8596491228070349,0.8596491228070349,9.087501923311583e-21,7.555165048968253e-15
156,0.8596491228070354,0.8596491228070354,1.0801823315616632e-20,7.664563576251938e-15
157,0.8596491228070349,0.8596491228070349,1.2839589601029563e-20,7.664748204019425e-15
158,0.8596491228070358,0.8596491228070358,1.5261786898346785e-20,7.68293913931257e-15
159,0.8596491228070381,0.8596491228070381,1.8140960795019455e-20,8.281486776607579e-15
160,0.8596491228070378,0.8596491228070378,2.1563312477885934e-20,6.971707857034223e-15
161,0.8596491228070366,0.8596491228070366,2.563135052509008e-20,7.287946439909813e-15
162,0.8596491228070378,0.8596491228070378,3.0466923274810477e-20,6.512405309570511e-15
163,0.8596491228070382,0.8596491228070382,3.621473214950197e-20,5.6353372555543636e-15
164,0.8596491228070395,0.8596491228070395,4.30469634302185e-20,5.851152675825693e-15
165,0.8596491228070406,0.8596491228070406,5.116815843054073e-20,6.3556771802733416e-15
166,0.8596491228070419,0.8596491228070419,6.082158567676066e-20,6.419172800778473e-15
167,0.8596491228070414,0.8596491228070414,7.229625911588744e-20,6.548068350654226e-15
168,0.8596491228070415,0.8596491228070415,8.593584654916684e-20,6.524665363071739e-15
169,0.8596491228070424,0.8596491228070424,1.0214878931398957e-19,5.478630174511371e-15
170,0.8596491228070424,0.8596491228070424,1.2142042040343122e-19,6.7555698517943314e-15
171,0.8596491228070444,0.8596491228070444,1.443281204520905e-19,6.812918313757289e-15
172,0.8596491228070426,0.8596491228070426,1.7155778908275542e-19,6.3840297946828824e-15
173,0.8596491228070413,0.8596491228070413,2.0392489424832506e-19,5.9969335866666e-15
174,0.8596491228070413,0.8596491228070413,2.4239857008669313e-19,5.356014431748956e-15
175,0.8596491228070404,0.8596491228070404,2.8813106314284324e-19,5.379881082176451e-15
176,0.8596491228070426,0.8596491228070426,3.4249184070977677e-19,5.5261233168186906e-15
177,0.8596491228070404,0.8596491228070404,4.0710880068798986e-19,5.533906617697673e-15
178,0.85964912280704,0.85964912280704,4.839169004196695e-19,5.554191488652525e-15
179,0.8596491228070404,0.8596491228070404,5.752167669612984e-19,5.570638739066353e-15
180,0.8596491228070412,0.8596491228070412,6.837423037734116e-19,5.925251564148575e-15
181,0.8596491228070415,0.8596491228070415,8.127432287342451e-19,5.975047564481796e-15
182,0.8596491228070398,0.8596491228070398,9.660829248239117e-19,5.5949552643951075e-15
183,0.8596491228070404,0.8596491228070404,1.1483534343408814e-18,6.1057963323974104e-15
184,0.8596491228070402,0.8596491228070402,1.3650129101977577e-18,6.384848563512821e-15
185,0.8596491228070416,0.8596491228070416,1.6225498415013261e-18,6.4818458722210846e-15
186,0.8596491228070414,0.8596491228070414,1.9286768043277506e-18,6.514340271727275e-15
187,0.8596491228070404,0.8596491228070404,2.2925607118140742e-18,6.523428604814994e-15
188,0.85964912280704,0.85964912280704,2.7250994134659347e-18,6.570114346616017e-15
189,0.8596491228070404,0.8596491228070404,3.2392460670189785e-18,6.525602542561375e-15
190,0.8596491228070413,0.8596491228070413,3.850397921640304e-18,6.4214635159138356e-15
191,0.8596491228070411,0.8596491228070411,4.5768572379109936e-18,6.8276657433459046e-15
192,0.8596491228070419,0.8596491228070419,5.440378880733804e-18,6.8879751193337396e-15
193,0.8596491228070406,0.8596491228070406,6.466822773107028e-18,6.6440721507905265e-15
194,0.8596491228070396,0.8596491228070396,7.686928625471674e-18,6.519710690524273e-15
195,0.8596491228070402,0.8596491228070402,9.137234752690645e-18,6.238628249494033e-15
196,0.8596491228070406,0.8596491228070406,1.0861173296324237e-17,6.142037832654439e-15
197,0.8596491228070395,0.8596491228070395,1.2910371623986192e-17,6.474330843115895e-15
198,0.8596491228070385,0.8596491228070385,1.5346196980349366e-17,7.213737729762442e-15
199,0.8596491228070402,0.8596491228070402,1.8241596792082458e-17,7.60376332288916e-15
200,0.8596491228070406,0.8596491228070406,2.1683278888629337e-17,7.0519517735936545e-15
201,0.8596491228070402,0.8596491228070402,2.5774313230460794e-17,7.115789148064574e-15
202,0.859649122807041,0.859649122807041,3.063721483286554e-17,7.693960791811848e-15
203,0.8596491228070415,0.8596491228070415,3.6417612606132515e-17,7.679595258132319e-15
204,0.859649122807044,0.859649122807044,4.3288615640778987e-17,7.878778616593116e-15
205,0.8596491228070458,0.8596491228070458,5.1455989956345137e-17,8.061991120790841e-15
206,0.8596491228070446,0.8596491228070445,6.116432929951759e-17,7.804927019951525e-15
207,0.8596491228070438,0.8596491228070436,7.27043693203211e-17,8.296951651895756e-15
208,0.8596491228070433,0.8596491228070432,8.642170245410773e-17,8.619470873724245e-15
209,0.859649122807043,0.8596491228070429,1.027271279298085e-16,9.055870048753688e-15
210,0.8596491228070418,0.8596491228070416,1.2210894817012535e-16,8.90206577756009e-15
211,0.8596491228070418,0.8596491228070416,1.4514759656119556e-16,8.859012655070114e-15
212,0.8596491228070436,0.8596491228070434,1.7253301747628846e-16,8.649017933693327e-15
213,0.8596491228070435,0.8596491228070433,2.0508533332187195e-16,8.258779244917404e-15
214,0.8596491228070431,0.8596491228070429,2.4377939788218837e-16,8.211941601494594e-15
215,0.8596491228070462,0.8596491228070459,2.8977399944202285e-16,7.977794208030777e-15
216,0.8596491228070466,0.8596491228070463,3.444465461917616e-16,8.683900932112363e-15
217,0.8596491228070497,0.8596491228070493,4.094343356451899e-16,8.836294110510077e-15
218,0.8596491228070491,0.8596491228070486,4.8668358444757175e-16,9.161124915824783e-15
219,0.8596491228070489,0.8596491228070483,5.785076971512644e-16,1.0258768378031656e-14
220,0.8596491228070484,0.8596491228070477,6.876565641766084e-16,1.0309449001776318e-14
221,0.8596491228070481,0.8596491228070473,8.173989021494925e-16,1.0404295838412608e-14
222,0.8596491228070477,0.8596491228070468,9.71620149404937e-16,1.1208847381845172e-14
223,0.8596491228070466,0.8596491228070455,1.1549388275442302e-15,1.127940728796027e-14
224,0.8596491228070481,0.8596491228070468,1.3728448524011797e-15,1.1352002750281372e-14
225,0.8596491228070503,0.8596491228070486,1.6318639229712258e-15,1.1198685825066976e-14
226,0.8596491228070511,0.8596491228070492,1.93975299115634e-15,1.1073701520849232e-14
227,0.8596491228070529,0.8596491228070505,2.3057324967990746e-15,1.0620320765325989e-14
228,0.8596491228070542,0.8596491228070514,2.7407625811350177e-15,1.0909669731027288e-14
229,0.8596491228070561,0.8596491228070529,3.2578712335765928e-15,1.1243367050855331e-14
230,0.8596491228070556,0.8596491228070517,3.872544517445772e-15,1.0835744640779046e-14
231,0.859649122807057,0.8596491228070524,4.6031902789961655e-15,1.0645448855140942e-14
232,0.8596491228070551,0.8596491228070496,5.471689427948988e-15,1.0569880292813556e-14
233,0.8596491228070582,0.8596491228070516,6.504051237302729e-15,1.0876587216142821e-14
234,0.8596491228070587,0.859649122807051,7.731192226227832e-15,1.0974061833739682e-14
235,0.859649122807056,0.8596491228070468,9.189862035986903e-15,1.1099624509946837e-14
236,0.8596491228070555,0.8596491228070446,1.0923743982177924e-14,1.1457426307372148e-14
237,0.8596491228070551,0.8596491228070421,1.298476329355934e-14,1.1492591428386851e-14
238,0.8596491228070575,0.8596491228070421,1.5434642172883636e-14,1.14224279355619e-14
239,0.859649122807056,0.8596491228070376,1.8346747977510084e-14,1.2092194351283727e-14
240,0.8596491228070533,0.8596491228070315,2.1808290642678472e-14,1.2038928881958191e-14
241,0.8596491228070543,0.8596491228070284,2.5922934310858216e-14,1.1717619820803468e-14
242,0.8596491228070539,0.859649122807023,3.0813901805183934e-14,1.1933389779970066e-14
243,0.8596491228070536,0.859649122807017,3.66276647729507e-14,1.1951276018389636e-14
244,0.8596491228070536,0.8596491228070101,4.3538330203409786e-14,1.1830584727912604e-14
245,0.8596491228070532,0.8596491228070015,5.1752854403022616e-14,1.2091834838072148e-14
246,0.8596491228070522,0.8596491228069907,6.151724088833911e-14,1.240075632606184e-14
247,0.8596491228070526,0.8596491228069795,7.312390748542027e-14,1.1890592440615683e-14
248,0.8596491228070522,0.8596491228069653,8.692044352656257e-14,1.1811256417917022e-14
249,0.8596491228070536,0.8596491228069503,1.0332001906700029e-13,1.1788422692791344e-14
250,0.8596491228070549,0.8596491228069321,1.228137585736977e-13,1.1903738536408167e-14
251,0.8596491228070534,0.8596491228069074,1.4598544847703994e-13,1.1965360347067702e-14
252,0.8596491228070526,0.8596491228068791,1.7352902028836352e-13,1.1868869970890014e-14
253,0.8596491228070522,0.8596491228068459,2.0626933213562999e-13,1.1973240272916514e-14
254,0.8596491228070527,0.8596491228068076,2.451868707016075e-13,1.2191799832730864e-14
255,0.8596491228070509,0.8596491228067594,2.914471143467205e-13,1.1778829161695656e-14
256,0.8596491228070497,0.8596491228067034,3.464354365480169e-13,1.1240176438293588e-14
257,0.8596491228070489,0.8596491228066371,4.117985937388617e-13,1.1804696449727623e-14
258,0.8596491228070482,0.8596491228065587,4.894940418516558e-13,1.1820664387117768e-14
259,0.8596491228070491,0.8596491228064672,5.818485563946273e-13,1.1590218391958927e-14
260,0.8596491228070493,0.8596491228063576,6.91627913857728e-13,1.1800827599398924e-14
261,0.8596491228070475,0.8596491228062254,8.221197188403477e-13,1.2170736359531841e-14
262,0.8596491228070484,0.8596491228060712,9.772318603196633e-13,1.192937431424859e-14
263,0.8596491228070464,0.8596491228058848,1.1616095412212564e-12,1.1816209905510931e-14
264,0.8596491228070451,0.8596491228056643,1.380774391777485e-12,1.2220943552297738e-14
265,0.8596491228070446,0.8596491228054034,1.6412898266046024e-12,1.246143751059891e-14
266,0.859649122807043,0.859649122805092,1.9509576022704652e-12,1.2403698492784024e-14
267,0.8596491228070425,0.8596491228047235,2.3190514601218137e-12,1.1603858580439195e-14
268,0.8596491228070424,0.8596491228042858,2.756594849465773e-12,1.1534312876799616e-14
269,0.8596491228070424,0.8596491228037657,3.276691052261694e-12,1.1435716372808898e-14
270,0.8596491228070406,0.8596491228031458,3.894915591037719e-12,1.1542537168242834e-14
271,0.8596491228070395,0.8596491228024098,4.629782676096298e-12,1.1924280322055998e-14
272,0.8596491228070409,0.8596491228015376,5.503299658084103e-12,1.1658170293102131e-14
273,0.8596491228070411,0.8596491228004994,6.54162608825535e-12,1.1546770650323156e-14
274,0.8596491228070411,0.8596491227992652,7.775857132516303e-12,1.1344298498673356e-14
275,0.8596491228070412,0.8596491227977983,9.242954787653814e-12,1.244300190230381e-14
276,0.8596491228070406,0.8596491227960538,1.0986854795398646e-11,1.243135135969043e-14
277,0.8596491228070392,0.8596491227939794,1.3059782409444291e-11,1.2305952610669224e-14
278,0.8596491228070388,0.859649122791515,1.5523816397463067e-11,1.2331956380695262e-14
279,0.859649122807038,0.8596491227885852,1.84527481436568e-11,1.3072619672052278e-14
280,0.859649122807037,0.8596491227851026,2.1934291505385538e-11,1.34916513031501e-14
281,0.8596491228070364,0.8596491227809637,2.6072709616590988e-11,1.3078988448915411e-14
282,0.8596491228070364,0.8596491227760444,3.099193729316076e-11,1.2988855860634895e-14
283,0.8596491228070329,0.8596491227701936,3.683929256024769e-11,1.3070604004803992e-14
284,0.859649122807034,0.8596491227632441,4.3789888440666756e-11,1.2832702793383412e-14
285,0.8596491228070329,0.859649122754981,5.2051877133518895e-11,1.253713434468198e-14
286,0.8596491228070351,0.8596491227451624,6.187268362766171e-11,1.1705469049843638e-14
287,0.8596491228070351,0.8596491227334887,7.354641543645871e-11,1.1130177913667626e-14
288,0.8596491228070349,0.8596491227196122,8.74226703494262e-11,1.0728731350207986e-14
289,0.8596491228070333,0.8596491227031163,1.0391700597225028e-10,1.1086411852084111e-14
290,0.8596491228070342,0.8596491226835108,1.2352338459175663e-10,1.1465729762263664e-14
291,0.8596491228070333,0.8596491226602043,1.468289660577694e-10,1.170476484795628e-14
292,0.8596491228070302,0.8596491226324985,1.7453169168478942e-10,1.1849626807180216e-14
293,0.8596491228070298,0.8596491225995686,2.0746118578208095e-10,1.1969535660227635e-14
294,0.8596491228070312,0.8596491225604276,2.4660360072411124e-10,1.2027248991268364e-14
295,0.8596491228070338,0.8596491225139026,2.9313114963975737e-10,1.1446193875090434e-14
296,0.8596491228070346,0.8596491224585975,3.484372111431365e-10,1.048586461195464e-14
297,0.8596491228070344,0.8596491223928564,4.1417805736842854e-10,1.0484621669086322e-14
298,0.8596491228070342,0.8596491223147118,4.923224550235205e-10,1.1081958316699962e-14
299,0.8596491228070342,0.8596491222218235,5.852106247777687e-10,1.1253024261350166e-14
300,0.8596491228070349,0.8596491221114105,6.95624324787907e-10,1.1519773972391764e-14
301,0.8596491228070371,0.859649121980167,8.268701570512407e-10,1.1642781190393131e-14
302,0.8596491228070378,0.8596491218241592,9.828785915380898e-10,1.152440132601554e-14
303,0.8596491228070369,0.8596491216387152,1.1683216734641126e-09,1.1482241837330164e-14
304,0.8596491228070346,0.8596491214182818,1.388752938856848e-09,1.1498818450142558e-14
305,0.8596491228070379,0.8596491211562641,1.650773728424741e-09,1.1167450155024992e-14
306,0.8596491228070373,0.8596491208448064,1.9622308804415374e-09,1.0485087453124988e-14
307,0.859649122807038,0.8596491204745863,2.3324517230546952e-09,1.0189332911900164e-14
308,0.8596491228070378,0.8596491200345143,2.772523403331872e-09,1.1166072901999209e-14
309,0.8596491228070378,0.8596491195114129,3.2956249183032547e-09,1.0508242321104516e-14
310,0.8596491228070364,0.8596491188896146,3.917421791388887e-09,1.0597842576119188e-14
311,0.8596491228070372,0.8596491181505019,4.656535213727782e-09,1.0607016275990667e-14
312,0.8596491228070366,0.8596491172719369,5.5350997000587e-09,1.0554401336297864e-14
313,0.8596491228070363,0.8596491162276103,6.579425959288555e-09,1.0880013977707623e-14
314,0.8596491228070346,0.8596491149862459,7.820788831035651e-09,1.0834639821945324e-14
315,0.8596491228070324,0.8596491135106685,9.29636388477792e-09,1.1509018780633886e-14
316,0.8596491228070331,0.8596491117566923,1.1050340730091084e-08,1.1648227612986744e-14
317,0.8596491228070333,0.859649109671787,1.3135246378764261e-08,1.1298221125978521e-14
318,0.8596491228070327,0.8596491071935144,1.5613518289747848e-08,1.1585868254566918e-14
319,0.8596491228070323,0.8596491042476581,1.8559374205258676e-08,1.1561544741990018e-14
320,0.8596491228070304,0.8596491007459957,2.2061034774484492e-08,1.1438405671865731e-14
321,0.8596491228070325,0.8596490965836671,2.6223365526306132e-08,1.132778936647581e-14
322,0.8596491228070313,0.859649091636014,3.11710173102243e-08,1.1417171642793484e-14
323,0.8596491228070323,0.8596490857548731,3.705215925300381e-08,1.1422579757995472e-14
324,0.8596491228070321,0.8596490787641161,4.4042916021555856e-08,1.1500510904441668e-14
