tag,N,method,pred_kind,measured_kind,match,res_new_over_r2_parent,pred_rho_minus_1,pred_disp1,disp1_measured,unitarity,closure_max,closure_final,Hperp_frac_max,overlap_deficit_max,PR_over_M_final,clock_ratio_first200,growth_slope,growth_R2,final_residual_new_over_r2,landed_on_anchor,mu_ratio_final,mu_ratio_rational,mu_ratio_rational_err
ne_N12,12,ne,non_equilibrium,inflating,True,0.768374908491942,,0.002595613943786037,0.0036707472009238507,2.0533070193612897e-12,1.0000000000000004,1.0,0.9994604170426347,0.9999945262342499,0.16666666666666666,1.0000002810177162,0.782387467500747,0.9473206066056815,5.606839223280549e-12,True,-25.423728813599702,-178/7,0.004842614971725112
ne_N13,13,ne,non_equilibrium,inflating,True,0.8979977728257458,,0.0030334873183326433,0.004289992298044985,2.1645932909345553e-12,1.0000000000000004,1.0,0.9998220159036952,0.9999951994514946,0.1538461538461538,1.0000000779837022,-1.2840653952782643e-05,0.00014151475552648396,7.105876502702113e-13,True,-30.296610169545996,-303/10,0.0033898304540045388
ne_N14,14,ne,non_equilibrium,inflating,True,0.7683749084919418,,0.0025956139437860373,0.003670747200772625,1.2567236628636057e-12,1.0000000000000004,1.0,0.998618164917559,0.9999203655640768,0.14285714285714288,1.0000002384284221,0.912855360302219,0.9607582829249176,4.405654247398755e-13,True,-35.593220339027106,-178/5,0.00677966097289584
ne_N15,15,ne,non_equilibrium,inflating,True,0.7683749084919418,,0.0025956139437860364,0.0036707472008028702,7.809879727054587e-12,1.0000000000000002,0.9999999999999999,0.9991755774976293,0.9999160103285831,0.1333333333333333,1.0000284345625807,0.9128550596119587,0.9607582344128691,6.802409288134884e-14,True,-41.31355932171132,-413/10,0.013559321711319683
ne_N16,16,ne,non_equilibrium,inflating,True,0.7683749084919419,,0.0025956139437860373,0.0036707472009540956,1.3296030942910873e-12,1.0000000000000004,1.0,0.9966943976275248,0.9998570246105319,0.12499999999999994,1.0000002381400572,0.9128553603022083,0.9607582829249116,2.0944462608909125e-12,True,-47.45762711870717,-522/11,0.0030816641617192886
ne_N3,3,ne,non_equilibrium,inflating,True,0.31592377350855,,0.0010672083934933616,0.0015092564806220567,2.528532938583794e-13,0.7725743649545265,0.4255379117347213,0.7681813412954684,0.9940351150305244,0.9087485763126272,0.9997590610518576,9.88961258587967e-06,0.005046752328858872,1.121012392791404,False,0.49154985522978867,1/2,0.008450144770211332
ne_N4,4,ne,non_equilibrium,inflating,True,0.4523220000670856,,0.0015279693252341917,0.0021608566685136104,7.30665528081431e-13,0.9999977781844919,0.9627597440922039,0.9635144571807398,0.9999854591243258,0.4875093082151181,0.9999112031445485,-1.2489839084132778e-05,0.019568459359688317,1.4159060575712792,False,-1.2317021813366575,-11/9,0.009479959114435221
ne_N5,5,ne,non_equilibrium,inflating,True,0.2870952678321966,,0.0009698240691419602,0.0013715303960413123,1.2979617380892703e-12,0.9999817013688027,0.9999747781596157,0.9995924455517429,0.9999995840096195,0.4000139222203443,0.9999451515724526,0.13476272383223462,0.8377797819513052,0.06333522006562371,False,-3.6715172513795458,-11/3,0.004850584712879247
ne_N6,6,ne,non_equilibrium,inflating,True,0.7683749084919425,,0.002595613943786039,0.0036707409945531794,2.726929793084309e-12,0.9999999182382564,0.9999998934220478,0.9873887468782421,0.9999223465803444,0.3333335909322406,0.9999761472912961,0.3967573292303992,0.8951959046342455,0.005409025067661678,False,-5.084743256066703,-61/12,0.0014099227333703723
ne_N7,7,ne,non_equilibrium,inflating,True,0.5588501482429489,,0.001887827441051199,0.002669781440551869,4.2918050066223914e-12,0.9999999993898389,0.9999999993356203,0.9897739980839022,0.9999996934963007,0.285714286401928,0.9999741466282314,0.3486785969185003,0.8866535253879155,0.0005435484671417953,False,-8.028998813530418,-8/1,0.028998813530417777
ne_N8,8,ne,non_equilibrium,inflating,True,0.7683749084919418,,0.0025956139437860364,0.0036707472009540956,2.9707189089630705e-12,0.9999999999986001,0.9999999999977838,0.9767147738266726,0.9988374128865842,0.250000000001254,1.0000299266743775,0.5505092685128556,0.9188781156217791,3.8640734190320616e-05,False,-10.169491525401638,-61/6,0.0028248587349715137
ne_N9,9,ne,non_equilibrium,inflating,True,0.9600000000000002,,0.0032429343520926903,0.00458618918234559,3.5849101465146305e-12,0.9999999999999842,0.9999999999999789,0.9996248257197597,0.9999982706267848,0.22222222222223312,1.0000009279401412,-0.0002326880425055703,0.017746143988348728,4.949423040740923e-06,False,-11.580882352982005,-139/12,0.0024509803513286244
rb_N10,10,rb,non_equilibrium,inflating,True,1.5028051307082815,,0.0050765608154948235,0.007179137414741857,3.96882526843001e-12,1.0000000000000004,1.0000000000000002,0.9957971818395335,0.9999954288032488,0.19999999999999996,0.9970710834354458,1.0988828819824417,0.9776839002305721,1.0239358117409976e-08,True,-12.993382584367746,-13/1,0.006617415632254264
rb_N11,11,rb,non_equilibrium,inflating,True,1.6744803634440755,,0.005656489471372338,0.00799934631201937,2.9193617220616117e-12,1.0000000000000004,1.0000000000000002,0.9996280203318655,0.99998463543444,0.1818181818181818,0.9990323183058021,,,1.3637733926051055e-10,True,-15.5324472917395,-171/11,0.013007253715045408
rb_N12,12,rb,non_equilibrium,inflating,True,1.174650130892564,,0.003968034647043407,0.005611571486919072,2.5022408387733526e-12,1.0000000000000004,1.0000000000000002,0.9996517163547635,0.9999482067539378,0.16666666666666663,0.9990905705278746,1.0986698594510036,0.9776578308770653,1.0864335856424907e-12,True,-20.98253367848732,-21/1,0.017466321512678462
rb_N13,13,rb,non_equilibrium,inflating,True,1.3237654804377117,,0.004471754740235353,0.006323924314164663,2.618589106235119e-12,1.0000000000000004,0.9999999999999998,0.9946805372073346,0.999976719385971,0.15384615384615385,0.99907578846041,1.0987082234741776,0.9776614361161994,5.313126288587353e-13,True,-24.049239783452276,-289/12,0.03409354988105662
rb_N14,14,rb,non_equilibrium,inflating,True,1.3259561845630303,,0.004479155062801256,0.006334355034029318,1.5770535061005081e-12,1.0000000000000004,1.0,0.9977333343090842,0.9999739987581653,0.14285714285714288,0.9969280160738899,,,2.6644028028964415e-13,True,-28.940844426536707,-347/12,0.024177759870038784
rb_N15,15,rb,non_equilibrium,inflating,True,1.4953514992951655,,0.005051382026580834,0.007143569504814635,5.226422469409693e-12,1.0000000000000004,0.9999999999999999,0.9991523011149228,0.9999739591969105,0.13333333333333333,0.995445896936881,,,3.509117328719709e-13,True,-31.896752443560736,-319/10,0.0032475564392626666
rb_N16,16,rb,non_equilibrium,inflating,True,1.7630667043014352,,0.005955739146260384,0.008422370971815184,1.5778489625972725e-12,1.0000000000000004,1.0,0.9987738992016407,0.9999911904523634,0.12499999999999997,0.9910170281778629,,,3.7611458315236397e-13,True,-34.20316747877887,-171/5,0.0031674787788702474
rb_N5,5,rb,non_equilibrium,inflating,True,0.49212092186581574,,0.0016624123363564339,0.002350990444884522,1.2353451595004115e-12,0.9999843555235486,0.9999740856800148,0.9961259636296974,0.9998789927827687,0.4000069215616919,0.9999196221187628,0.2183759448662143,0.8596325605036401,0.06828341603629513,False,-3.4805637932911555,-7/2,0.019436206708844495
rb_N6,6,rb,non_equilibrium,inflating,True,1.531760553964429,,0.005174373874616434,0.007317388306573035,6.457057111219907e-13,0.9999999746438758,0.9999999433408217,0.9868563868902216,0.9999634919973467,0.33333342995383003,0.9940316590239341,0.4621022656280949,0.9064072373107377,0.0036573797402062558,False,-3.8037013561418567,-19/5,0.0037013561418568486
rb_N7,7,rb,non_equilibrium,inflating,True,0.8987457061005973,,0.0030360138792806537,0.004293534963440341,4.157309417353515e-12,0.9999999997843173,0.9999999997843173,0.9936211119085938,0.9999984425092101,0.28571428608803523,0.9996063205847733,0.5506167218137846,0.9189506239126525,0.00035348630534391473,False,-6.507191800513804,-13/2,0.007191800513804303
rb_N8,8,rb,non_equilibrium,inflating,True,1.245893350632885,,0.004208698276886714,0.0059518774036746895,6.26879500690133e-13,0.9999999999996719,0.9999999999995548,0.9926954715040944,0.9996747916537777,0.2500000000003355,0.9972218601400714,0.7829452175990385,0.9474680712383544,1.8511226715812542e-05,False,-8.940441274849778,-107/12,0.023774608183112278
rb_N9,9,rb,non_equilibrium,inflating,True,1.2750932334722325,,0.004307337134320882,0.006091411295693534,3.0964120156795616e-12,1.0,0.9999999999999997,0.9977548214028721,0.9999983678484853,0.22222222222222252,0.9992314151404779,0.9129614358349027,0.9607925685355838,6.366165336437664e-07,True,-11.03152942792898,-11/1,0.03152942792898017
