tag,N,method,step,n_lines,angle_entropy,max_line_weight
mp_N12,12,mp,7500,13,1.931053866423052,0.3939394337908989
mp_N12,12,mp,10000,13,1.93104724133938,0.39394591320594896
mp_N12,12,mp,15000,12,1.8693679515499257,0.40136063344065215
mp_N12,12,mp,20000,4,0.5416509992716869,0.9115920974947478
mp_N12,12,mp,25000,1,0.04584634996082946,0.9947651808875407
mp_N12,12,mp,30000,1,0.003664504899329406,0.9996835233642506
mp_N12,12,mp,35000,1,0.00017156109155162214,0.9999882968081683
mp_N12,12,mp,40000,1,1.3690239862321248e-05,0.9999992271878558
mp_N13,13,mp,0,8,1.1304658391741165,0.4487179487263828
mp_N13,13,mp,25,8,1.1304658391738587,0.4487179487272727
mp_N13,13,mp,50,8,1.1304658391744442,0.448717948727489
mp_N13,13,mp,75,8,1.130465839176234,0.4487179487275486
mp_N13,13,mp,100,8,1.1304658391771603,0.44871794872981996
mp_N13,13,mp,125,8,1.1304658391763995,0.44871794872895754
mp_N13,13,mp,150,8,1.130465839175375,0.44871794872737425
mp_N13,13,mp,200,8,1.130465839173728,0.44871794872710574
mp_N13,13,mp,300,8,1.1304658391761535,0.4487179487290925
mp_N13,13,mp,500,8,1.130465839171902,0.4487179487278093
mp_N13,13,mp,750,8,1.130465839171045,0.44871794873584614
mp_N13,13,mp,1000,8,1.130465839162702,0.4487179487289207
mp_N13,13,mp,1500,8,1.1304658391560527,0.4487179487255599
mp_N13,13,mp,2000,8,1.130465839152878,0.4487179487219277
mp_N13,13,mp,3000,8,1.1304658391128442,0.44871794880214877
mp_N13,13,mp,4000,8,1.1304658390593318,0.44871794969065026
mp_N13,13,mp,5000,8,1.1304658396751373,0.4487179546270624
mp_N13,13,mp,7500,8,1.1304659619252133,0.4487182776534884
mp_N13,13,mp,10000,8,1.1304556164982622,0.44875569904191165
mp_N13,13,mp,15000,2,0.6307745652754014,0.7044223950062992
mp_N13,13,mp,20000,2,0.2658764264554732,0.9589710845735583
mp_N13,13,mp,25000,1,0.017929069815897935,0.9981147651411694
mp_N13,13,mp,30000,1,0.001118439359725479,0.9999109630573335
mp_N13,13,mp,35000,1,6.473339170881269e-05,0.999995838800073
mp_N13,13,mp,40000,1,3.25761292581053e-06,0.9999998278859444
mp_N14,14,mp,0,14,1.5571045423923282,0.4065934065934148
mp_N14,14,mp,25,14,1.5571045423923409,0.40659340659341114
mp_N14,14,mp,50,14,1.5571045423923513,0.4065934065934381
mp_N14,14,mp,75,14,1.5571045423923544,0.4065934065934295
mp_N14,14,mp,100,14,1.5571045423923302,0.4065934065934208
mp_N14,14,mp,125,14,1.5571045423922976,0.4065934065934438
mp_N14,14,mp,150,14,1.5571045423922851,0.4065934065934353
mp_N14,14,mp,200,14,1.5571045423922971,0.4065934065934668
mp_N14,14,mp,300,14,1.5571045423922418,0.4065934065934464
mp_N14,14,mp,500,14,1.5571045423921832,0.4065934065934817
mp_N14,14,mp,750,14,1.5571045423922223,0.40659340659340665
mp_N14,14,mp,1000,14,1.5571045423922483,0.40659340659344406
mp_N14,14,mp,1500,14,1.5571045423923515,0.4065934065935109
mp_N14,14,mp,2000,14,1.5571045423921313,0.40659340659373455
mp_N14,14,mp,3000,14,1.5571045423919632,0.4065934065937828
mp_N14,14,mp,4000,14,1.5571045423920336,0.4065934065857547
mp_N14,14,mp,5000,14,1.557104542406643,0.40659340651634207
mp_N14,14,mp,7500,14,1.5571045427495234,0.4065934100641979
mp_N14,14,mp,10000,14,1.5571043824936661,0.4065937370958967
mp_N14,14,mp,15000,14,1.5571858050781158,0.4100227907412443
mp_N14,14,mp,20000,3,0.5657555343878281,0.8563936086397959
mp_N14,14,mp,25000,1,0.062310484318804496,0.9921305182895562
mp_N14,14,mp,30000,1,0.005096876087962285,0.9995138518583258
mp_N14,14,mp,35000,1,0.0003729254737732942,0.9999726942722474
mp_N14,14,mp,40000,1,9.403599290115337e-06,0.9999994569360218
mp_N15,15,mp,0,8,1.6720631844604859,0.39047619048583004
mp_N15,15,mp,25,8,1.6720631844615055,0.39047619048668764
mp_N15,15,mp,50,8,1.672063184464108,0.39047619048717785
mp_N15,15,mp,75,8,1.6720631844655012,0.3904761904874949
mp_N15,15,mp,100,8,1.6720631844640328,0.3904761904891821
mp_N15,15,mp,125,8,1.6720631844617093,0.3904761904881851
mp_N15,15,mp,150,8,1.6720631844596945,0.3904761904867732
mp_N15,15,mp,200,8,1.6720631844621212,0.39047619048704296
mp_N15,15,mp,300,8,1.6720631844590281,0.390476190488348
mp_N15,15,mp,500,8,1.6720631844573781,0.3904761904872422
mp_N15,15,mp,750,8,1.67206318445954,0.39047619049408994
mp_N15,15,mp,1000,8,1.6720631844585059,0.3904761904855954
mp_N15,15,mp,1500,8,1.672063184467734,0.3904761904766791
mp_N15,15,mp,2000,8,1.6720631844769869,0.390476190464616
mp_N15,15,mp,3000,8,1.672063184482709,0.3904761904764818
mp_N15,15,mp,4000,8,1.6720631843783793,0.39047619100390213
mp_N15,15,mp,5000,8,1.6720631830169532,0.39047619564210556
mp_N15,15,mp,7500,8,1.6720630647788304,0.3904763873493046
mp_N15,15,mp,10000,8,1.6720748612366998,0.3904300125646798
mp_N15,15,mp,15000,7,0.9895622192628015,0.7719238937187013
mp_N15,15,mp,20000,2,0.2974979028674688,0.9494853131198799
mp_N15,15,mp,25000,1,0.027104376628034187,0.9969995849651997
mp_N15,15,mp,30000,1,0.0010990797678118774,0.9999098523606663
mp_N15,15,mp,35000,1,0.0001145624610950062,0.9999920809187516
mp_N15,15,mp,40000,1,4.231107961379156e-06,0.9999997671576412
mp_N16,16,mp,0,6,1.3320933130883197,0.4416666666664934
mp_N16,16,mp,25,6,1.3320933130883117,0.441666666666497
mp_N16,16,mp,50,6,1.3320933130883095,0.44166666666648247
mp_N16,16,mp,75,6,1.332093313088343,0.44166666666643684
mp_N16,16,mp,100,6,1.3320933130883992,0.44166666666638854
mp_N16,16,mp,125,6,1.3320933130884405,0.44166666666641347
mp_N16,16,mp,150,6,1.332093313088459,0.44166666666644655
mp_N16,16,mp,200,6,1.3320933130884436,0.4416666666664724
mp_N16,16,mp,300,6,1.332093313088617,0.44166666666638466
mp_N16,16,mp,500,6,1.332093313088767,0.4416666666664014
mp_N16,16,mp,750,6,1.3320933130890653,0.4416666666662437
mp_N16,16,mp,1000,6,1.3320933130891695,0.44166666666623994
mp_N16,16,mp,1500,6,1.332093313089307,0.44166666666611204
mp_N16,16,mp,2000,6,1.3320933130892227,0.44166666666605375
mp_N16,16,mp,3000,6,1.3320933130886974,0.44166666666657906
mp_N16,16,mp,4000,6,1.332093313083504,0.44166666668278015
mp_N16,16,mp,5000,6,1.3320933130644514,0.44166666677168265
mp_N16,16,mp,7500,6,1.3320933163990625,0.44166665276750205
mp_N16,16,mp,10000,6,1.3320928719139624,0.4416684410996883
mp_N16,16,mp,15000,6,1.3231788906724542,0.4682913355059771
mp_N16,16,mp,20000,2,0.5011760042247646,0.8839104579830539
mp_N16,16,mp,25000,1,0.055660701154658244,0.9924144160363788
mp_N16,16,mp,30000,1,0.0010871690387211281,0.9999108157736241
mp_N16,16,mp,35000,1,6.718405646751385e-05,0.9999956475364339
mp_N16,16,mp,40000,1,1.347413302306526e-05,0.9999991559343879
mp_N3,3,mp,0,3,1.0986122886681096,0.33333333354474315
mp_N3,3,mp,25,3,1.0986122886681098,0.33333333354910943
mp_N3,3,mp,50,3,1.0986122886681096,0.33333333356158185
mp_N3,3,mp,75,3,1.0986122886681098,0.33333333357962636
mp_N3,3,mp,100,3,1.0986122886681096,0.3333333335993435
mp_N3,3,mp,125,3,1.0986122886681096,0.33333333361610124
mp_N3,3,mp,150,3,1.0986122886681098,0.33333333362527673
mp_N3,3,mp,200,3,1.0986122886681098,0.3333333336068374
mp_N3,3,mp,300,3,1.0986122886681096,0.3333333335972677
mp_N3,3,mp,500,3,1.0986122886681098,0.3333333335514745
mp_N3,3,mp,750,3,1.0986122886681098,0.33333333354005457
mp_N3,3,mp,1000,3,1.0986122886681098,0.3333333335686001
mp_N3,3,mp,1500,3,1.0986122886681098,0.33333333359415773
mp_N3,3,mp,2000,3,1.0986122886681096,0.3333333336247279
mp_N3,3,mp,3000,3,1.0986122886681096,0.33333333368291673
mp_N3,3,mp,4000,3,1.0986122886681098,0.3333333337076536
mp_N3,3,mp,5000,3,1.0986122886681096,0.33333333367860263
mp_N3,3,mp,7500,3,1.0986122886681098,0.3333333334836886
mp_N3,3,mp,10000,3,1.0986122886681098,0.33333333356330475
mp_N3,3,mp,15000,3,1.0986122886681098,0.3333333335291679
mp_N3,3,mp,20000,3,1.0986122886681098,0.3333333336391228
mp_N3,3,mp,25000,3,1.0986122886681098,0.33333333387622405
mp_N3,3,mp,30000,3,1.0986122886681096,0.3333333335596617
mp_N3,3,mp,35000,3,1.0986122886681098,0.3333333337137778
mp_N3,3,mp,40000,3,1.0986122886681098,0.33333333408462346
mp_N4,4,mp,0,3,1.0986122886681096,0.33333333347315736
mp_N4,4,mp,25,3,1.0986122886681096,0.33333333348810257
mp_N4,4,mp,50,3,1.0986122886681096,0.3333333334858532
mp_N4,4,mp,75,3,1.0986122886681098,0.33333333360994366
mp_N4,4,mp,100,3,1.0986122886681096,0.33333333362457535
mp_N4,4,mp,125,3,1.0986122886681096,0.3333333335311783
mp_N4,4,mp,150,3,1.0986122886681098,0.33333333345502636
mp_N4,4,mp,200,3,1.0986122886681096,0.33333333347235405
mp_N4,4,mp,300,3,1.0986122886681096,0.33333333344495697
mp_N4,4,mp,500,3,1.0986122886681098,0.33333333346188665
mp_N4,4,mp,750,3,1.0986122886681096,0.33333333350880107
mp_N4,4,mp,1000,3,1.0986122886681096,0.33333333359067085
mp_N4,4,mp,1500,3,1.0986122886681096,0.33333333358583755
mp_N4,4,mp,2000,3,1.0986122886681096,0.33333333375533875
mp_N4,4,mp,3000,3,1.0986122886681096,0.3333333338700912
mp_N4,4,mp,4000,3,1.0986122886681096,0.33333333373189605
mp_N4,4,mp,5000,3,1.0986122886681096,0.33333333351522504
mp_N4,4,mp,7500,3,1.0986122886681098,0.3333333347170676
mp_N4,4,mp,10000,3,1.0986122886681098,0.33333333792757014
mp_N4,4,mp,15000,3,1.0986122886681033,0.3333333722369046
mp_N4,4,mp,20000,3,1.0986122886675167,0.3333336227758904
mp_N4,4,mp,25000,3,1.0986122886145357,0.3333373877395335
mp_N4,4,mp,30000,3,1.098612283851383,0.33337862303098775
mp_N4,4,mp,35000,3,1.098611855920579,0.3337649754377282
mp_N4,4,mp,40000,3,1.0985734167336152,0.33685714533854266
mp_N5,5,mp,0,4,1.366158847569201,0.30000000000125815
mp_N5,5,mp,25,4,1.3661588475692013,0.3000000000014216
mp_N5,5,mp,50,4,1.3661588475692013,0.30000000000163646
mp_N5,5,mp,75,4,1.3661588475692015,0.30000000000136195
mp_N5,5,mp,100,4,1.3661588475692015,0.3000000000007481
mp_N5,5,mp,125,4,1.3661588475692008,0.300000000000382
mp_N5,5,mp,150,4,1.3661588475692015,0.30000000000022503
mp_N5,5,mp,200,4,1.3661588475692013,0.30000000000111654
mp_N5,5,mp,300,4,1.3661588475692006,0.3000000000021752
mp_N5,5,mp,500,4,1.3661588475692001,0.30000000000044036
mp_N5,5,mp,750,4,1.3661588475691953,0.30000000000022253
mp_N5,5,mp,1000,4,1.3661588475691953,0.3000000000008715
mp_N5,5,mp,1500,4,1.3661588475691933,0.3000000000013131
mp_N5,5,mp,2000,4,1.3661588475691953,0.30000000000255583
mp_N5,5,mp,3000,4,1.3661588475700244,0.29999999999933663
mp_N5,5,mp,4000,4,1.3661588476585447,0.2999999999509495
mp_N5,5,mp,5000,4,1.3661588728042826,0.2999999715724782
mp_N5,5,mp,7500,7,1.8329773118587958,0.2929700249913889
mp_N5,5,mp,10000,5,1.4077995515267046,0.46362844260673647
mp_N5,5,mp,15000,3,0.7153393426712673,0.7747576069584485
mp_N5,5,mp,20000,2,0.1286459399788652,0.9791570248884531
mp_N5,5,mp,25000,1,0.015162954959355735,0.998298991470666
mp_N5,5,mp,30000,1,0.0007984433241161396,0.9999324496111549
mp_N5,5,mp,35000,1,0.00024365457488836155,0.9999819818312784
mp_N5,5,mp,40000,1,1.829934338612635e-05,0.9999988505821259
mp_N6,6,mp,0,8,1.9686932085014495,0.2666666666721519
mp_N6,6,mp,25,8,1.9686932085009134,0.2666666666729873
mp_N6,6,mp,50,8,1.9686932084994195,0.26666666667341266
mp_N6,6,mp,75,8,1.9686932084985003,0.2666666666722567
mp_N6,6,mp,100,8,1.9686932084969841,0.2666666666726297
mp_N6,6,mp,125,8,1.9686932084943916,0.26666666667383
mp_N6,6,mp,150,8,1.9686932084933606,0.26666666667217065
mp_N6,6,mp,200,8,1.9686932084965483,0.2666666666679066
mp_N6,6,mp,300,8,1.9686932085189468,0.2666666666534797
mp_N6,6,mp,500,8,1.9686932084898368,0.266666666677727
mp_N6,6,mp,750,8,1.9686932085261262,0.2666666666579226
mp_N6,6,mp,1000,8,1.9686932084889022,0.26666666667422456
mp_N6,6,mp,1500,8,1.968693208486449,0.26666666668073485
mp_N6,6,mp,2000,8,1.968693208496192,0.2666666666599392
mp_N6,6,mp,3000,8,1.9686932085051907,0.2666666666804549
mp_N6,6,mp,4000,8,1.968693208536206,0.26666666660058685
mp_N6,6,mp,5000,8,1.9686932085548001,0.26666666674729167
mp_N6,6,mp,7500,8,1.9686932098809469,0.26666666331852973
mp_N6,6,mp,10000,8,1.9686931770025557,0.26666670402948645
mp_N6,6,mp,15000,8,1.9686976137780778,0.2666533185907063
mp_N6,6,mp,20000,8,1.9700210297201102,0.2665051934781266
mp_N6,6,mp,25000,6,1.150637582006885,0.6103928547162791
mp_N6,6,mp,30000,1,0.10770382306562075,0.9839761692124867
mp_N6,6,mp,35000,1,0.006052186639490311,0.9994152309197848
mp_N6,6,mp,40000,1,0.0004731014770133082,0.9999643337814174
mp_N7,7,mp,0,16,2.664619195194365,0.14285714285523343
mp_N7,7,mp,25,16,2.6646191951942635,0.14285714285498186
mp_N7,7,mp,50,16,2.6646191951941924,0.14285714285476547
mp_N7,7,mp,75,16,2.6646191951936866,0.14285714285401102
mp_N7,7,mp,100,16,2.664619195192473,0.1428571428548555
mp_N7,7,mp,125,16,2.6646191951899825,0.1428571428571202
mp_N7,7,mp,150,16,2.664619195186501,0.1428571428593659
mp_N7,7,mp,200,16,2.664619195181155,0.14285714286627996
mp_N7,7,mp,300,16,2.664619195189622,0.1428571428652456
mp_N7,7,mp,500,16,2.664619195194666,0.14285714286501047
mp_N7,7,mp,750,16,2.6646191951854488,0.1428571428622759
mp_N7,7,mp,1000,16,2.6646191951874956,0.1428571428668137
mp_N7,7,mp,1500,16,2.6646191951767766,0.1428571428744995
mp_N7,7,mp,2000,16,2.6646191951877833,0.14285714286782916
mp_N7,7,mp,3000,16,2.6646191951672877,0.14285714287067242
mp_N7,7,mp,4000,16,2.664619195218317,0.14285714288106505
mp_N7,7,mp,5000,16,2.664619195160265,0.14285714301107375
mp_N7,7,mp,7500,16,2.664619195026023,0.14285714541800307
mp_N7,7,mp,10000,16,2.6646191927117533,0.1428571911377709
mp_N7,7,mp,15000,16,2.664619126724689,0.14287394387556407
mp_N7,7,mp,20000,16,2.6641646074795586,0.14868936253141415
mp_N7,7,mp,25000,3,1.0253956442976708,0.5887732512334805
mp_N7,7,mp,30000,1,0.048581083203446375,0.9936802983468744
mp_N7,7,mp,35000,1,0.004078148383178083,0.9996122386219506
mp_N7,7,mp,40000,1,0.0002497692104346797,0.9999818628012916
mp_N8,8,mp,0,14,2.4122680022902796,0.2500000000106675
mp_N8,8,mp,25,14,2.4122680022863308,0.25000000001230416
mp_N8,8,mp,50,14,2.4122680022753533,0.2500000000158806
mp_N8,8,mp,75,14,2.4122680022621203,0.2500000000201086
mp_N8,8,mp,100,14,2.4122680022514964,0.2500000000246054
mp_N8,8,mp,125,14,2.412268002251668,0.25000000002516154
mp_N8,8,mp,150,14,2.4122680022648457,0.2500000000205083
mp_N8,8,mp,200,14,2.4122680023028686,0.2500000000094866
mp_N8,8,mp,300,14,2.412268002306542,0.25000000000872735
mp_N8,8,mp,500,14,2.412268002370127,0.24999999997806097
mp_N8,8,mp,750,14,2.412268002346367,0.24999999996995137
mp_N8,8,mp,1000,14,2.412268002304981,0.25000000000298117
mp_N8,8,mp,1500,14,2.4122680022816434,0.2500000000316289
mp_N8,8,mp,2000,14,2.4122680023819343,0.24999999996236327
mp_N8,8,mp,3000,14,2.412268002260476,0.25000000002234063
mp_N8,8,mp,4000,14,2.4122680024324277,0.2499999999363193
mp_N8,8,mp,5000,14,2.4122680025417416,0.2499999998186358
mp_N8,8,mp,7500,14,2.4122680030847565,0.24999999915529197
mp_N8,8,mp,10000,14,2.4122678287100974,0.25000015742407034
mp_N8,8,mp,15000,14,2.4119501181719545,0.2502826613148926
mp_N8,8,mp,20000,12,1.9802903391580196,0.3877802884371406
mp_N8,8,mp,25000,1,0.14188645820062148,0.9781009510243696
mp_N8,8,mp,30000,1,0.015883389859921923,0.9983460496664305
mp_N8,8,mp,35000,1,0.0012031453200325767,0.9999033538836724
mp_N8,8,mp,40000,1,9.424903417060196e-05,0.9999938354424767
mp_N9,9,mp,0,21,2.8758370872370955,0.11111111111082239
mp_N9,9,mp,25,21,2.8758370872371817,0.11111111111068758
mp_N9,9,mp,50,21,2.875837087238143,0.11111111111025201
mp_N9,9,mp,75,21,2.8758370872397636,0.11111111111073796
mp_N9,9,mp,100,21,2.875837087241656,0.11111111111131336
mp_N9,9,mp,125,21,2.8758370872434127,0.11111111111167545
mp_N9,9,mp,150,21,2.8758370872443666,0.11111111111189595
mp_N9,9,mp,200,21,2.875837087243862,0.11111111111152683
mp_N9,9,mp,300,21,2.8758370872456487,0.11111111111174038
mp_N9,9,mp,500,21,2.8758370872420183,0.11111111111157662
mp_N9,9,mp,750,21,2.8758370872330015,0.11111111111515774
mp_N9,9,mp,1000,21,2.875837087227989,0.11111111111293465
mp_N9,9,mp,1500,21,2.8758370872413344,0.1111111111107188
mp_N9,9,mp,2000,21,2.875837087238744,0.11111111111389584
mp_N9,9,mp,3000,21,2.875837087239039,0.11111111111323116
mp_N9,9,mp,4000,21,2.875837087231435,0.11111111111938152
mp_N9,9,mp,5000,21,2.8758370871985943,0.11111111114652
mp_N9,9,mp,7500,21,2.8758370884089843,0.11111111226518432
mp_N9,9,mp,10000,21,2.875837069597943,0.11111113282318584
mp_N9,9,mp,15000,21,2.875864444326343,0.11113041623741102
mp_N9,9,mp,20000,19,2.6613468161429052,0.23593325025886408
mp_N9,9,mp,25000,2,0.2708006366624037,0.9569291310209781
mp_N9,9,mp,30000,1,0.028219641450835945,0.9968169374137289
mp_N9,9,mp,35000,1,0.0023414595264868335,0.9998055611122635
mp_N9,9,mp,40000,1,0.00022229858227546673,0.9999846936652346
ne_N10,10,ne,0,9,2.102586250211372,0.17777777777777778
ne_N10,10,ne,25,9,2.102586257372857,0.1777760920709398
ne_N10,10,ne,50,9,2.102586351402807,0.1777615939685917
ne_N10,10,ne,75,9,2.1025867388265893,0.177744996866116
ne_N10,10,ne,100,7,1.8494305915284865,0.23990017053416696
ne_N10,10,ne,125,6,1.6451577346580004,0.34905917928617564
ne_N10,10,ne,150,8,1.8992229279866606,0.30071025657189054
ne_N10,10,ne,200,7,1.820918980932843,0.28869464471729445
ne_N10,10,ne,300,8,2.0181186288991597,0.18207628603094092
ne_N10,10,ne,500,8,2.0074847729601046,0.20516914200697067
ne_N10,10,ne,750,7,1.8305275642296268,0.26651222209088743
ne_N10,10,ne,1000,6,1.7269023618123083,0.2463180518658229
ne_N10,10,ne,1500,4,1.2662069612523776,0.3841539177715576
ne_N10,10,ne,2000,7,1.9010740916822222,0.21644629155390951
ne_N10,10,ne,3000,7,1.8619484793452956,0.23740302816778583
ne_N10,10,ne,4000,8,1.9895964295991284,0.18455409501809766
ne_N10,10,ne,5000,7,1.7966389644119567,0.2850925488167001
ne_N10,10,ne,7500,6,1.2662484203598907,0.6293869756895107
ne_N10,10,ne,10000,3,0.5037645858800727,0.9165650875677906
ne_N10,10,ne,15000,1,0.04046291245973008,0.9953956807154887
ne_N10,10,ne,20000,1,0.0025763830756057194,0.9997857301481083
ne_N10,10,ne,25000,1,0.0001369054501159747,0.999990781321239
ne_N10,10,ne,30000,1,6.582555643985548e-06,0.9999996358983259
ne_N10,10,ne,35000,1,3.99999918687505e-07,0.999999981276788
ne_N10,10,ne,40000,1,1.7583391010552017e-08,0.9999999992886369
ne_N11,11,ne,0,5,1.5151410562474223,0.31999999999999984
ne_N11,11,ne,25,5,1.5145082673042958,0.3249538511340898
ne_N11,11,ne,50,5,1.514979091885589,0.3251391800265302
ne_N11,11,ne,75,5,1.5156241977105995,0.32225377583680326
ne_N11,11,ne,100,5,1.5147478812400716,0.3300261115643808
ne_N11,11,ne,125,4,1.2849605121830654,0.42877883708479625
ne_N11,11,ne,150,5,1.5172585509450196,0.3289815471622316
ne_N11,11,ne,200,4,1.287307193534686,0.3681077408756494
ne_N11,11,ne,300,5,1.5219095460034409,0.3375864369076171
ne_N11,11,ne,500,4,1.2158999949647173,0.46951063999591036
ne_N11,11,ne,750,5,1.5167577647577268,0.3049012621818763
ne_N11,11,ne,1000,5,1.516580472235677,0.3269170958961371
ne_N11,11,ne,1500,5,1.510137394085693,0.31492754559974534
ne_N11,11,ne,2000,4,1.2914099776611199,0.3758548219103173
ne_N11,11,ne,3000,4,0.9246505757853534,0.6650565313293018
ne_N11,11,ne,4000,7,1.3282646932913547,0.6575249341262382
ne_N11,11,ne,5000,9,0.884313961195951,0.8319417581212183
ne_N11,11,ne,7500,1,0.28496732692278753,0.9570268512119429
ne_N11,11,ne,10000,1,0.07908462689648574,0.9899814578030018
ne_N11,11,ne,15000,1,0.006317204038241511,0.99942323694594
ne_N11,11,ne,20000,1,0.00035161627003022416,0.9999750506582825
ne_N11,11,ne,25000,1,2.2454396070117495e-05,0.999998686258602
ne_N11,11,ne,30000,1,1.0516179890359366e-06,0.9999999478743476
ne_N11,11,ne,35000,1,6.854301757147606e-08,0.9999999970444149
ne_N11,11,ne,40000,1,3.754270231056059e-09,0.999999999856161
ne_N12,12,ne,0,11,2.303255872276216,0.14545454545454545
ne_N12,12,ne,25,11,2.303255872275918,0.14545454144061856
ne_N12,12,ne,50,11,2.3032558722574525,0.14545433083945009
ne_N12,12,ne,75,11,2.303255872201335,0.14545281826158157
ne_N12,12,ne,100,9,2.0507469140921817,0.21995177965147222
ne_N12,12,ne,125,8,1.9418112979489281,0.258542767629808
ne_N12,12,ne,150,9,2.1092265299697592,0.20059736219735536
ne_N12,12,ne,200,9,2.0333421431776313,0.25884043128006007
ne_N12,12,ne,300,10,2.187703629794793,0.19271250176298646
ne_N12,12,ne,500,10,2.2070220204344912,0.1447249833833818
ne_N12,12,ne,750,11,2.304543602254598,0.1577360894487943
ne_N12,12,ne,1000,8,1.9338738038951448,0.19689094764832635
ne_N12,12,ne,1500,9,2.143304599665288,0.15987475469674625
ne_N12,12,ne,2000,11,2.304686056606223,0.16740906409826561
ne_N12,12,ne,3000,11,2.2965369325399454,0.1538462925189172
ne_N12,12,ne,4000,10,2.227625818732288,0.19163391276336328
ne_N12,12,ne,5000,9,2.0101965154304176,0.2836262521620401
ne_N12,12,ne,7500,10,2.2247943359623434,0.13846799673984578
ne_N12,12,ne,10000,11,1.633143823392163,0.541455744446756
ne_N12,12,ne,15000,2,0.20517106185993703,0.9685679665868322
ne_N12,12,ne,20000,1,0.013401105835203004,0.9986908100783648
ne_N12,12,ne,25000,1,0.0008862899738235695,0.9999313472203211
ne_N12,12,ne,30000,1,6.146421418603762e-05,0.9999960903316455
ne_N12,12,ne,35000,1,3.273713917798453e-06,0.9999998266754241
ne_N12,12,ne,40000,1,2.2721173179821202e-07,0.9999999895967817
ne_N13,13,ne,0,6,1.707539174135071,0.26666666666666655
ne_N13,13,ne,25,6,1.7075391741350707,0.26666666666666705
ne_N13,13,ne,50,6,1.707539174135071,0.26666666666666716
ne_N13,13,ne,75,6,1.7075391741350705,0.2666666666666673
ne_N13,13,ne,100,6,1.7075391741350705,0.2666666666666686
ne_N13,13,ne,125,6,1.7075391741350718,0.2666666666666673
ne_N13,13,ne,150,4,1.2364199618968486,0.38333333333333325
ne_N13,13,ne,200,6,1.7075391741350705,0.26666666666666694
ne_N13,13,ne,300,4,1.236419961896847,0.38333333333333564
ne_N13,13,ne,500,6,1.707539174135072,0.2666666666666696
ne_N13,13,ne,750,4,1.2364199618968428,0.38333333333333897
ne_N13,13,ne,1000,6,1.707539174135067,0.26666666666668437
ne_N13,13,ne,1500,6,1.707539174135069,0.26666666666673566
ne_N13,13,ne,2000,4,1.2364199618968539,0.3833333333335116
ne_N13,13,ne,3000,6,1.707539174135096,0.2666666666760161
ne_N13,13,ne,4000,6,1.7075391741351214,0.2666666669189471
ne_N13,13,ne,5000,6,1.7075391741351174,0.26666667290865886
ne_N13,13,ne,7500,4,1.2364201512015405,0.3833411260714092
ne_N13,13,ne,10000,17,2.70927312566848,0.11345131805195621
ne_N13,13,ne,15000,17,2.7004955985192756,0.1542191530920712
ne_N13,13,ne,20000,10,1.3185647730237287,0.7119599857456728
ne_N13,13,ne,25000,1,0.24816906003305372,0.9646042130446679
ne_N13,13,ne,30000,1,0.015389939358967658,0.9984210530050153
ne_N13,13,ne,35000,1,0.0010811934899155442,0.9999162337622739
ne_N13,13,ne,40000,1,4.821682864451266e-05,0.9999969970827995
ne_N14,14,ne,0,13,2.4703098796673206,0.12307692307692306
ne_N14,14,ne,25,13,2.4703098796673113,0.12307692311628832
ne_N14,14,ne,50,13,2.4703098796667358,0.12307692499869327
ne_N14,14,ne,75,13,2.4703098796615692,0.1230769364054843
ne_N14,14,ne,100,11,2.282455906926532,0.16369813713587342
ne_N14,14,ne,125,10,2.1143646752924834,0.24265311593338115
ne_N14,14,ne,150,8,1.814323468323099,0.3188850476920255
ne_N14,14,ne,200,8,1.9330195741293752,0.2323897350548773
ne_N14,14,ne,300,10,2.1045735177718954,0.2261880534109078
ne_N14,14,ne,500,11,2.311042743167365,0.1566894064170778
ne_N14,14,ne,750,11,2.255121209315388,0.18121331084126974
ne_N14,14,ne,1000,13,2.4708638086644843,0.12727179889651796
ne_N14,14,ne,1500,10,2.1408767711874415,0.22332766194286782
ne_N14,14,ne,2000,11,2.2347572919631746,0.19574222017556467
ne_N14,14,ne,3000,10,2.152158501547436,0.19457832859575253
ne_N14,14,ne,4000,11,2.322203687801538,0.15565481056802033
ne_N14,14,ne,5000,11,2.280503121316318,0.20250434166156442
ne_N14,14,ne,7500,11,2.352565395207243,0.1318675771094286
ne_N14,14,ne,10000,9,2.1039404026919644,0.19089103781333955
ne_N14,14,ne,15000,3,0.4847400449178777,0.9128639260456279
ne_N14,14,ne,20000,1,0.04562720463845444,0.9946707089389881
ne_N14,14,ne,25000,1,0.0033892788465952842,0.9996928699323009
ne_N14,14,ne,30000,1,0.00020755167649793262,0.9999855054100656
ne_N14,14,ne,35000,1,1.2746159886174722e-05,0.999999270080943
ne_N14,14,ne,40000,1,7.947464782751732e-07,0.9999999607591263
ne_N15,15,ne,0,7,1.8512886261344188,0.22857142857142865
ne_N15,15,ne,25,7,1.851288800821959,0.22860026311198972
ne_N15,15,ne,50,7,1.8512918641141969,0.22887368676526604
ne_N15,15,ne,75,7,1.8513011037812148,0.22935244428354926
ne_N15,15,ne,100,7,1.8513108277937322,0.22989740672855505
ne_N15,15,ne,125,7,1.8513232900263454,0.2307487340004831
ne_N15,15,ne,150,6,1.7055508604447476,0.2587741746030984
ne_N15,15,ne,200,6,1.6174894298090172,0.36100556812648016
ne_N15,15,ne,300,5,1.5845274529121849,0.24517343168279054
