tag,N,method,step,n_lines,angle_entropy,max_line_weight
hm_N14,14,hm,25,13,2.5649493574615363,0.07692307692307722
hm_N14,14,hm,50,13,2.564949357461537,0.07692307692307747
hm_N14,14,hm,75,13,2.5649493574615363,0.07692307692307743
hm_N14,14,hm,100,13,2.564949357461537,0.0769230769230779
hm_N14,14,hm,125,13,2.5649493574615367,0.07692307692307813
hm_N14,14,hm,150,13,2.564949357461537,0.07692307692307823
hm_N14,14,hm,200,13,2.5649493574615367,0.0769230769230784
hm_N14,14,hm,300,13,2.564949357461537,0.0769230769230788
hm_N14,14,hm,500,13,2.564949357461537,0.07692307692307908
hm_N14,14,hm,750,13,2.5649493574615367,0.07692307692307893
hm_N14,14,hm,1000,13,2.5649493574615367,0.07692307692308067
hm_N14,14,hm,1500,13,2.564949357461537,0.07692307692308074
hm_N14,14,hm,2000,13,2.5649493574615363,0.07692307692308331
hm_N14,14,hm,3000,13,2.5649493574615367,0.07692307692310957
hm_N14,14,hm,4000,13,2.5649493574615367,0.076923076923267
hm_N14,14,hm,5000,13,2.5649493574615367,0.076923076924257
hm_N14,14,hm,7500,13,2.5649493574615367,0.0769230770349894
hm_N14,14,hm,10000,13,2.5649493574615323,0.07692308710116477
hm_N14,14,hm,15000,13,2.5649490174044467,0.07701228856596593
hm_N14,14,hm,20000,10,1.1807104619844537,0.7278133781262006
hm_N14,14,hm,25000,1,0.19009819797130956,0.9714560854177463
hm_N14,14,hm,30000,1,0.014647271147275936,0.998536879944376
hm_N14,14,hm,35000,1,0.0009509411779273121,0.9999252643356092
hm_N14,14,hm,40000,1,6.494288152326559e-05,0.9999958750725897
hm_N15,15,hm,0,7,1.9459101490553128,0.1428571428571429
hm_N15,15,hm,25,7,1.945910149055313,0.142857142857143
hm_N15,15,hm,50,7,1.9459101490553135,0.14285714285714315
hm_N15,15,hm,75,7,1.9459101490553135,0.14285714285714327
hm_N15,15,hm,100,7,1.9459101490553135,0.14285714285714382
hm_N15,15,hm,125,7,1.9459101490553132,0.1428571428571434
hm_N15,15,hm,150,7,1.9459101490553135,0.1428571428571437
hm_N15,15,hm,200,7,1.9459101490553132,0.142857142857144
hm_N15,15,hm,300,7,1.9459101490553135,0.14285714285714474
hm_N15,15,hm,500,7,1.9459101490553135,0.1428571428571448
hm_N15,15,hm,750,7,1.9459101490553135,0.14285714285714496
hm_N15,15,hm,1000,7,1.9459101490553132,0.1428571428571458
hm_N15,15,hm,1500,7,1.9459101490553132,0.14285714285714737
hm_N15,15,hm,2000,7,1.9459101490553132,0.1428571428571468
hm_N15,15,hm,3000,7,1.945910149055313,0.14285714285718024
hm_N15,15,hm,4000,7,1.9459101490553135,0.14285714285735188
hm_N15,15,hm,5000,7,1.945910149055313,0.14285714285851792
hm_N15,15,hm,7500,7,1.945910149055313,0.14285714298474583
hm_N15,15,hm,10000,7,1.9459101490553112,0.1428571547554856
hm_N15,15,hm,15000,7,1.9459099685310373,0.1429783658099976
hm_N15,15,hm,20000,8,1.2223029815640303,0.6879656096419322
hm_N15,15,hm,25000,1,0.2071857981699197,0.9695458798270759
hm_N15,15,hm,30000,1,0.01648060409123086,0.9982333472921746
hm_N15,15,hm,35000,1,0.000748895323918047,0.9999408000600234
hm_N15,15,hm,40000,1,6.900947936515375e-05,0.9999955409389202
hm_N16,16,hm,0,15,2.70805020110221,0.06666666666666667
hm_N16,16,hm,25,15,2.70805020110221,0.06666666666666707
hm_N16,16,hm,50,15,2.70805020110221,0.06666666666666754
hm_N16,16,hm,75,15,2.7080502011022105,0.06666666666666754
hm_N16,16,hm,100,15,2.7080502011022105,0.06666666666666747
hm_N16,16,hm,125,15,2.7080502011022096,0.06666666666666779
hm_N16,16,hm,150,15,2.70805020110221,0.06666666666666773
hm_N16,16,hm,200,15,2.7080502011022105,0.06666666666666798
hm_N16,16,hm,300,15,2.70805020110221,0.06666666666666779
hm_N16,16,hm,500,15,2.70805020110221,0.06666666666666778
hm_N16,16,hm,750,15,2.7080502011022096,0.06666666666666987
hm_N16,16,hm,1000,15,2.70805020110221,0.06666666666666886
hm_N16,16,hm,1500,15,2.70805020110221,0.06666666666667417
hm_N16,16,hm,2000,15,2.7080502011022105,0.06666666666668158
hm_N16,16,hm,3000,15,2.70805020110221,0.06666666666675686
hm_N16,16,hm,4000,15,2.7080502011022105,0.06666666666729515
hm_N16,16,hm,5000,15,2.7080502011022096,0.06666666667083324
hm_N16,16,hm,7500,15,2.70805020110221,0.06666666716561857
hm_N16,16,hm,10000,15,2.7080502011020053,0.0666667263524175
hm_N16,16,hm,15000,15,2.7080090322147305,0.06751885904047399
hm_N16,16,hm,20000,7,0.7561072936120675,0.8378198109032461
hm_N16,16,hm,25000,1,0.04474261158029551,0.9942441359089271
hm_N16,16,hm,30000,1,0.00547398623536344,0.9994776190367198
hm_N16,16,hm,35000,1,0.0002894522385243863,0.999978972149397
hm_N16,16,hm,40000,1,2.3692290196625644e-05,0.9999985837685883
hm_N3,3,hm,0,3,1.0986122886681096,0.3333333333333334
hm_N3,3,hm,25,3,1.0986122886681098,0.33333333333333404
hm_N3,3,hm,50,3,1.0986122886681098,0.3333333333333342
hm_N3,3,hm,75,3,1.0986122886681096,0.33333333333333426
hm_N3,3,hm,100,3,1.0986122886681096,0.3333333333333341
hm_N3,3,hm,125,3,1.0986122886681096,0.33333333333333426
hm_N3,3,hm,150,3,1.0986122886681098,0.3333333333333349
hm_N3,3,hm,200,3,1.0986122886681098,0.33333333333333537
hm_N3,3,hm,300,3,1.0986122886681096,0.33333333333333387
hm_N3,3,hm,500,3,1.0986122886681098,0.33333333333333603
hm_N3,3,hm,750,3,1.0986122886681096,0.3333333333333373
hm_N3,3,hm,1000,3,1.0986122886681098,0.33333333333333726
hm_N3,3,hm,1500,3,1.0986122886681098,0.3333333333333384
hm_N3,3,hm,2000,3,1.0986122886681098,0.33333333333333964
hm_N3,3,hm,3000,3,1.0986122886681098,0.3333333333333375
hm_N3,3,hm,4000,3,1.0986122886681098,0.3333333333333493
hm_N3,3,hm,5000,3,1.0986122886681098,0.3333333333333662
hm_N3,3,hm,7500,3,1.0986122886681098,0.3333333333333485
hm_N3,3,hm,10000,3,1.0986122886681096,0.3333333333333574
hm_N3,3,hm,15000,3,1.0986122886681096,0.3333333333333476
hm_N3,3,hm,20000,3,1.0986122886681098,0.3333333333334142
hm_N3,3,hm,25000,3,1.0986122886681098,0.33333333333341325
hm_N3,3,hm,30000,3,1.0986122886681098,0.3333333333333658
hm_N3,3,hm,35000,3,1.0986122886681096,0.33333333333337695
hm_N3,3,hm,40000,3,1.0986122886681096,0.3333333333334828
hm_N4,4,hm,0,3,1.0986122886681096,0.3333333333333333
hm_N4,4,hm,25,3,1.0986122886681096,0.33333333333333426
hm_N4,4,hm,50,3,1.0986122886681098,0.33333333333333565
hm_N4,4,hm,75,3,1.0986122886681098,0.333333333333335
hm_N4,4,hm,100,3,1.0986122886681098,0.3333333333333371
hm_N4,4,hm,125,3,1.0986122886681098,0.33333333333334403
hm_N4,4,hm,150,3,1.0986122886681096,0.33333333333334664
hm_N4,4,hm,200,3,1.0986122886681096,0.33333333333333753
hm_N4,4,hm,300,3,1.0986122886681098,0.33333333333334203
hm_N4,4,hm,500,3,1.0986122886681096,0.3333333333333348
hm_N4,4,hm,750,3,1.0986122886681098,0.33333333333335036
hm_N4,4,hm,1000,3,1.0986122886681098,0.3333333333333404
hm_N4,4,hm,1500,3,1.0986122886681098,0.33333333333334636
hm_N4,4,hm,2000,3,1.0986122886681098,0.33333333333335635
hm_N4,4,hm,3000,3,1.0986122886681098,0.33333333333335824
hm_N4,4,hm,4000,3,1.0986122886681098,0.33333333333340676
hm_N4,4,hm,5000,3,1.0986122886681096,0.33333333333342907
hm_N4,4,hm,7500,3,1.0986122886681098,0.33333333333369725
hm_N4,4,hm,10000,3,1.0986122886681096,0.3333333333339278
hm_N4,4,hm,15000,3,1.0986122886681098,0.3333333333420334
hm_N4,4,hm,20000,3,1.0986122886681098,0.3333333334330894
hm_N4,4,hm,25000,3,1.0986122886681098,0.33333333430675494
hm_N4,4,hm,30000,3,1.0986122886681096,0.3333333414778835
hm_N4,4,hm,35000,3,1.0986122886680922,0.33333338900153553
hm_N4,4,hm,40000,3,1.0986122886665433,0.33333390040440114
hm_N5,5,hm,0,2,0.6931471805599452,0.5000000000000001
hm_N5,5,hm,25,2,0.6931471805599452,0.5000000000000007
hm_N5,5,hm,50,2,0.6931471805599453,0.5000000000000011
hm_N5,5,hm,75,2,0.6931471805599453,0.5000000000000018
hm_N5,5,hm,100,2,0.6931471805599453,0.5000000000000033
hm_N5,5,hm,125,2,0.6931471805599454,0.5000000000000011
hm_N5,5,hm,150,2,0.6931471805599452,0.5000000000000027
hm_N5,5,hm,200,2,0.6931471805599453,0.5000000000000028
hm_N5,5,hm,300,2,0.6931471805599453,0.5000000000000074
hm_N5,5,hm,500,2,0.6931471805599454,0.5000000000000089
hm_N5,5,hm,750,2,0.6931471805599453,0.5000000000000099
hm_N5,5,hm,1000,2,0.6931471805599453,0.5000000000000056
hm_N5,5,hm,1500,2,0.6931471805599453,0.5000000000000201
hm_N5,5,hm,2000,2,0.6931471805599452,0.5000000000000405
hm_N5,5,hm,3000,2,0.6931471805599453,0.500000000000096
hm_N5,5,hm,4000,2,0.6931471805599454,0.5000000000001468
hm_N5,5,hm,5000,2,0.6931471805599453,0.5000000000000527
hm_N5,5,hm,7500,2,0.6931471805599452,0.5000000000002225
hm_N5,5,hm,10000,2,0.6931471805599453,0.500000000000657
hm_N5,5,hm,15000,2,0.6931471805599454,0.5000000000464645
hm_N5,5,hm,20000,2,0.6931471805599453,0.5000000053797461
hm_N5,5,hm,25000,2,0.6931471805596506,0.5000003838567799
hm_N5,5,hm,30000,2,0.6931471794710582,0.5000233333144792
hm_N5,5,hm,35000,2,0.6931437787502166,0.5013041866950758
hm_N5,5,hm,40000,2,0.6622059805927889,0.6237350785396674
hm_N6,6,hm,0,5,1.6094379124341007,0.20000000000000004
hm_N6,6,hm,25,5,1.6094379124341005,0.2000000000000008
hm_N6,6,hm,50,5,1.6094379124341,0.2000000000000029
hm_N6,6,hm,75,5,1.6094379124341005,0.20000000000000273
hm_N6,6,hm,100,5,1.6094379124341003,0.2000000000000026
hm_N6,6,hm,125,5,1.6094379124341,0.2000000000000026
hm_N6,6,hm,150,5,1.6094379124341005,0.2000000000000035
hm_N6,6,hm,200,5,1.6094379124341005,0.20000000000000412
hm_N6,6,hm,300,5,1.6094379124341005,0.20000000000000523
hm_N6,6,hm,500,5,1.6094379124341005,0.2000000000000052
hm_N6,6,hm,750,5,1.6094379124341,0.20000000000000845
hm_N6,6,hm,1000,5,1.6094379124341007,0.2000000000000119
hm_N6,6,hm,1500,5,1.6094379124341005,0.20000000000001567
hm_N6,6,hm,2000,5,1.6094379124341,0.20000000000001525
hm_N6,6,hm,3000,5,1.6094379124341005,0.2000000000000267
hm_N6,6,hm,4000,5,1.6094379124341005,0.20000000000008553
hm_N6,6,hm,5000,5,1.6094379124341005,0.2000000000002719
hm_N6,6,hm,7500,5,1.6094379124341003,0.20000000000426563
hm_N6,6,hm,10000,5,1.6094379124341003,0.20000000006698176
hm_N6,6,hm,15000,5,1.6094379124340987,0.20000001650883184
hm_N6,6,hm,20000,5,1.6094379123241394,0.20000403093664348
hm_N6,6,hm,25000,5,1.6094310517284267,0.20097475846083382
hm_N6,6,hm,30000,5,1.3675690433918057,0.41275357833791093
hm_N6,6,hm,35000,1,0.12323797179711186,0.9815432277241544
hm_N6,6,hm,40000,1,0.008787565624592441,0.9990934060051722
hm_N7,7,hm,0,3,1.0986122886681096,0.3333333333333333
hm_N7,7,hm,25,3,1.0986122886681098,0.33333333333333465
hm_N7,7,hm,50,3,1.0986122886681096,0.33333333333333476
hm_N7,7,hm,75,3,1.0986122886681098,0.3333333333333357
hm_N7,7,hm,100,3,1.0986122886681096,0.33333333333333526
hm_N7,7,hm,125,3,1.0986122886681098,0.33333333333333415
hm_N7,7,hm,150,3,1.0986122886681096,0.33333333333333515
hm_N7,7,hm,200,3,1.0986122886681096,0.3333333333333359
hm_N7,7,hm,300,3,1.0986122886681096,0.33333333333333826
hm_N7,7,hm,500,3,1.0986122886681098,0.33333333333333726
hm_N7,7,hm,750,3,1.0986122886681098,0.3333333333333449
hm_N7,7,hm,1000,3,1.0986122886681096,0.3333333333333396
hm_N7,7,hm,1500,3,1.0986122886681098,0.3333333333333414
hm_N7,7,hm,2000,3,1.0986122886681096,0.3333333333333533
hm_N7,7,hm,3000,3,1.0986122886681098,0.33333333333341286
hm_N7,7,hm,4000,3,1.0986122886681098,0.3333333333335318
hm_N7,7,hm,5000,3,1.0986122886681096,0.3333333333339017
hm_N7,7,hm,7500,3,1.0986122886681096,0.33333333334698667
hm_N7,7,hm,10000,3,1.0986122886681098,0.3333333336240265
hm_N7,7,hm,15000,3,1.0986122886680831,0.33333343987209424
hm_N7,7,hm,20000,3,1.0986122852859368,0.3333628326834922
hm_N7,7,hm,25000,3,1.0981813756973322,0.3423425683578822
hm_N7,7,hm,30000,7,1.1654862169968236,0.5708203942280002
hm_N7,7,hm,35000,1,0.0728972513519158,0.9900675355756094
hm_N7,7,hm,40000,1,0.004457000225417964,0.9995788268920983
hm_N8,8,hm,0,7,1.945910149055313,0.14285714285714288
hm_N8,8,hm,25,7,1.945910149055313,0.14285714285714368
hm_N8,8,hm,50,7,1.945910149055313,0.1428571428571443
hm_N8,8,hm,75,7,1.9459101490553132,0.1428571428571448
hm_N8,8,hm,100,7,1.9459101490553132,0.14285714285714574
hm_N8,8,hm,125,7,1.945910149055313,0.14285714285714607
hm_N8,8,hm,150,7,1.9459101490553132,0.14285714285714576
hm_N8,8,hm,200,7,1.9459101490553135,0.1428571428571459
hm_N8,8,hm,300,7,1.9459101490553135,0.1428571428571468
hm_N8,8,hm,500,7,1.9459101490553132,0.14285714285714574
hm_N8,8,hm,750,7,1.9459101490553132,0.14285714285714587
hm_N8,8,hm,1000,7,1.9459101490553132,0.1428571428571482
hm_N8,8,hm,1500,7,1.945910149055313,0.14285714285714954
hm_N8,8,hm,2000,7,1.9459101490553135,0.1428571428571482
hm_N8,8,hm,3000,7,1.9459101490553132,0.14285714285716927
hm_N8,8,hm,4000,7,1.9459101490553135,0.14285714285725915
hm_N8,8,hm,5000,7,1.9459101490553137,0.14285714285751228
hm_N8,8,hm,7500,7,1.9459101490553135,0.14285714286774684
hm_N8,8,hm,10000,7,1.9459101490553135,0.14285714313549042
hm_N8,8,hm,15000,7,1.9459101490545956,0.1428573848769359
hm_N8,8,hm,20000,7,1.9459096899852564,0.14303796137043315
hm_N8,8,hm,25000,7,1.7736019430730208,0.26030439990144755
hm_N8,8,hm,30000,1,0.155152137535219,0.9758017313174601
hm_N8,8,hm,35000,1,0.014741273629574583,0.998489708109978
hm_N8,8,hm,40000,1,0.0011302784917868688,0.9999110594419297
hm_N9,9,hm,0,4,1.3862943611198904,0.25000000000000006
hm_N9,9,hm,25,4,1.3862943611198906,0.2500000000000006
hm_N9,9,hm,50,4,1.3862943611198906,0.25000000000000094
hm_N9,9,hm,75,4,1.3862943611198906,0.2500000000000008
hm_N9,9,hm,100,4,1.3862943611198906,0.25000000000000105
hm_N9,9,hm,125,4,1.3862943611198906,0.2500000000000016
hm_N9,9,hm,150,4,1.3862943611198906,0.2500000000000019
hm_N9,9,hm,200,4,1.3862943611198904,0.25000000000000083
hm_N9,9,hm,300,4,1.3862943611198906,0.25000000000000194
hm_N9,9,hm,500,4,1.3862943611198908,0.2500000000000026
hm_N9,9,hm,750,4,1.3862943611198908,0.25000000000000294
hm_N9,9,hm,1000,4,1.3862943611198906,0.25000000000000255
hm_N9,9,hm,1500,4,1.3862943611198906,0.2500000000000093
hm_N9,9,hm,2000,4,1.3862943611198904,0.2500000000000209
hm_N9,9,hm,3000,4,1.3862943611198906,0.25000000000004036
hm_N9,9,hm,4000,4,1.3862943611198906,0.2500000000001589
hm_N9,9,hm,5000,4,1.3862943611198908,0.2500000000006088
hm_N9,9,hm,7500,4,1.3862943611198908,0.2500000000192881
hm_N9,9,hm,10000,4,1.3862943611198906,0.25000000065546624
hm_N9,9,hm,15000,4,1.386294361118456,0.2500005534496006
hm_N9,9,hm,20000,4,1.3862931699141416,0.25041166758107725
hm_N9,9,hm,25000,4,1.0335281010791817,0.5668299201283675
hm_N9,9,hm,30000,1,0.24557058555020886,0.9647303263204049
hm_N9,9,hm,35000,1,0.022032107831331044,0.997681445944404
hm_N9,9,hm,40000,1,0.0018972131051967114,0.9998475612462863
mp_N10,10,mp,0,10,1.8056983928548982,0.37777777777702465
mp_N10,10,mp,25,10,1.805698392854902,0.37777777777689
mp_N10,10,mp,50,10,1.8056983928551187,0.37777777777672494
mp_N10,10,mp,75,10,1.805698392855379,0.3777777777767278
mp_N10,10,mp,100,10,1.8056983928557104,0.37777777777665833
mp_N10,10,mp,125,10,1.8056983928558066,0.37777777777671473
mp_N10,10,mp,150,10,1.8056983928555548,0.37777777777694355
mp_N10,10,mp,200,10,1.8056983928551742,0.377777777776846
mp_N10,10,mp,300,10,1.8056983928557528,0.37777777777677546
mp_N10,10,mp,500,10,1.8056983928557504,0.3777777777765976
mp_N10,10,mp,750,10,1.8056983928552761,0.3777777777768001
mp_N10,10,mp,1000,10,1.8056983928566188,0.3777777777763974
mp_N10,10,mp,1500,10,1.8056983928547645,0.3777777777790191
mp_N10,10,mp,2000,10,1.805698392854751,0.3777777777794392
mp_N10,10,mp,3000,10,1.8056983928494603,0.3777777777820884
mp_N10,10,mp,4000,10,1.805698392882808,0.37777777773955273
mp_N10,10,mp,5000,10,1.805698392716251,0.3777777779726391
mp_N10,10,mp,7500,10,1.8056984016598991,0.37777776544175723
mp_N10,10,mp,10000,10,1.80569783392456,0.37777856046796954
mp_N10,10,mp,15000,11,1.877316820100972,0.38092209813865235
mp_N10,10,mp,20000,8,0.7819088597135865,0.84793190889373
mp_N10,10,mp,25000,1,0.061288764230182396,0.9929642342636178
mp_N10,10,mp,30000,1,0.00355068284740742,0.9996852512277984
mp_N10,10,mp,35000,1,0.00023051327853146588,0.9999839358748775
mp_N10,10,mp,40000,1,1.2529243757951234e-05,0.999999286679196
mp_N11,11,mp,0,10,1.7819100803549845,0.3636363636320392
mp_N11,11,mp,25,10,1.7819100803545882,0.3636363636322458
mp_N11,11,mp,50,10,1.781910080354728,0.3636363636331523
mp_N11,11,mp,75,10,1.7819100803557388,0.3636363636333933
mp_N11,11,mp,100,10,1.781910080358179,0.3636363636316535
mp_N11,11,mp,125,10,1.7819100803596941,0.36363636363141183
mp_N11,11,mp,150,10,1.7819100803595664,0.363636363631968
mp_N11,11,mp,200,10,1.7819100803576584,0.3636363636338959
mp_N11,11,mp,300,10,1.781910080359985,0.3636363636343401
mp_N11,11,mp,500,10,1.7819100803562091,0.3636363636375549
mp_N11,11,mp,750,10,1.7819100803442287,0.3636363636419922
mp_N11,11,mp,1000,10,1.7819100803477634,0.36363636363544477
mp_N11,11,mp,1500,10,1.7819100803577421,0.3636363636314634
mp_N11,11,mp,2000,10,1.781910080338749,0.36363636365063556
mp_N11,11,mp,3000,10,1.7819100803882095,0.36363636360327495
mp_N11,11,mp,4000,10,1.7819100802460912,0.36363636370367225
mp_N11,11,mp,5000,10,1.781910080699383,0.36363636382830844
mp_N11,11,mp,7500,10,1.7819101570157585,0.36363624261103245
mp_N11,11,mp,10000,10,1.7819147626287462,0.3636251494198168
mp_N11,11,mp,15000,11,1.7721935054642672,0.4058243228221798
mp_N11,11,mp,20000,3,0.4064246097389596,0.9305049481494007
mp_N11,11,mp,25000,1,0.03308999334771954,0.9963610228308776
mp_N11,11,mp,30000,1,0.0019207804915696367,0.9998454353809656
mp_N11,11,mp,35000,1,0.00010064206036028256,0.9999934348146022
mp_N11,11,mp,40000,1,6.413085690585958e-06,0.9999996526173396
mp_N12,12,mp,0,13,1.9310538942884685,0.3939393939442118
mp_N12,12,mp,25,13,1.9310538942874615,0.39393939394502836
mp_N12,12,mp,50,13,1.931053894284649,0.3939393939462417
mp_N12,12,mp,75,13,1.9310538942814182,0.39393939394724753
mp_N12,12,mp,100,13,1.9310538942795965,0.39393939394781397
mp_N12,12,mp,125,13,1.9310538942816744,0.39393939394632116
mp_N12,12,mp,150,13,1.9310538942851352,0.39393939394440475
mp_N12,12,mp,200,13,1.9310538942862325,0.39393939394436184
mp_N12,12,mp,300,13,1.9310538942799464,0.39393939394586286
mp_N12,12,mp,500,13,1.9310538942815223,0.39393939394416966
mp_N12,12,mp,750,13,1.9310538942777489,0.3939393939451831
mp_N12,12,mp,1000,13,1.9310538942854352,0.39393939394039706
mp_N12,12,mp,1500,13,1.9310538943110451,0.39393939392990024
mp_N12,12,mp,2000,13,1.9310538943097884,0.3939393939307621
mp_N12,12,mp,3000,13,1.9310538942768287,0.39393939396457844
mp_N12,12,mp,4000,13,1.93105389425482,0.39393939393934996
mp_N12,12,mp,5000,13,1.9310538950245928,0.3939393934766975
