tag,edge,amp_rel,nu,lam_norm
mp_N3,"(0, 1)",0.9999999999940004,0.0033780566168283544,1.0000000000000122
mp_N3,"(0, 2)",1.0,0.003378056616828396,1.0
mp_N3,"(1, 2)",0.9999999999826653,0.0033780566168283045,1.000000000000027
hm_N3,"(0, 1)",0.9999999999999974,0.0033780566168319375,1.0
hm_N3,"(0, 2)",1.0,0.0033780566168318386,1.0000000000000293
hm_N3,"(1, 2)",1.0,0.003378056616831827,1.0000000000000329
ne_N3,"(0, 1)",0.9819946694745935,0.0035653771569401495,1.0
ne_N3,"(0, 2)",0.6162058527503883,0.0017256228215720333,2.0661393164075736
ne_N3,"(1, 2)",1.0,0.003520650829500072,1.012703994121004
mp_N4,"(0, 1)",1.0,0.011260180501942007,1.0000000000306188
mp_N4,"(0, 2)",0.999999122996901,0.011260180502286558,1.0000000000000198
mp_N4,"(0, 3)",0.9999888769051483,0.011260180502089153,1.000000000017551
mp_N4,"(1, 2)",0.9999888767793601,0.011260180502089361,1.0000000000175326
mp_N4,"(1, 3)",0.9999991229997204,0.01126018050228678,1.0
mp_N4,"(2, 3)",0.9999999999992758,0.011260180501942003,1.0000000000306193
hm_N4,"(0, 1)",0.99999999824175,0.011260188722542846,1.0
hm_N4,"(0, 2)",1.0,0.01126018872254259,1.0000000000000226
hm_N4,"(0, 3)",0.9999999975775041,0.011260188722542789,1.000000000000005
hm_N4,"(1, 2)",0.9999999976043126,0.011260188722542586,1.000000000000023
hm_N4,"(1, 3)",0.9999999999826894,0.011260188722542785,1.0000000000000056
hm_N4,"(2, 3)",0.99999999824136,0.011260188722542832,1.0000000000000013
ne_N4,"(0, 1)",0.8061625391704739,-0.02089888917156961,1.0000000000000218
ne_N4,"(0, 2)",0.6511366640529873,-0.020898842894828285,1.0000022143207645
ne_N4,"(0, 3)",1.0,-0.02089888744223378,1.0000000827477677
ne_N4,"(1, 2)",0.40658776827163007,-0.020898887442234358,1.00000008274774
ne_N4,"(1, 3)",0.8610988592614969,-0.020898842894827956,1.0000022143207803
ne_N4,"(2, 3)",0.7216008593567201,-0.02089888917157006,1.0
mp_N5,"(0, 1)",0.01541725375319505,-0.008309082716161991,3.931204677217149
mp_N5,"(0, 2)",0.009658511534482597,-0.008313869884325444,3.928941069759174
mp_N5,"(0, 3)",0.005142079289254869,-0.008345838689729296,3.9138912278952396
mp_N5,"(0, 4)",0.9999283808037894,-0.03266470338190553,1.0000000445512895
mp_N5,"(1, 2)",0.015088030673865811,-0.008325918824897938,3.9232552615669545
mp_N5,"(1, 3)",0.012486633271868112,-0.008308954697533703,3.9312652465003644
mp_N5,"(1, 4)",1.0,-0.03266470319126073,1.000000050387706
mp_N5,"(2, 3)",0.011333051784225664,-0.008310271322613812,3.9306424025258218
mp_N5,"(2, 4)",0.99991339801501,-0.032664703382403494,1.0000000445360449
mp_N5,"(3, 4)",0.9995075566833732,-0.03266470483716019,1.0
hm_N5,"(0, 1)",0.9998317478091558,0.008710503241214815,1.0000000000003155
hm_N5,"(0, 2)",0.9999999999999796,0.008710503239417692,1.0000000002066323
hm_N5,"(0, 3)",0.9999999999999841,0.008710503239428796,1.0000000002053575
hm_N5,"(0, 4)",0.9998317478092206,0.008710503241215953,1.0000000000001847
hm_N5,"(1, 2)",0.9998317478091916,0.00871050324121262,1.0000000000005673
hm_N5,"(1, 3)",0.9999999999999329,0.00871050323942192,1.000000000206147
hm_N5,"(1, 4)",1.0,0.008710503239421359,1.0000000002062113
hm_N5,"(2, 3)",0.9998317478091677,0.008710503241217278,1.0000000000000326
hm_N5,"(2, 4)",0.9999999999999508,0.008710503239427988,1.0000000002054503
hm_N5,"(3, 4)",0.999831747809172,0.008710503241217563,1.0
ne_N5,"(0, 1)",0.9999284253421242,-0.032668364967412454,1.0000000011791075
ne_N5,"(0, 2)",0.9998518537772682,-0.03266836490904535,1.0000000029657627
ne_N5,"(0, 3)",0.999855250918906,-0.03266836492042638,1.0000000026173819
ne_N5,"(0, 4)",1.0,-0.03266836500593197,1.0
ne_N5,"(1, 2)",0.0030523898377487276,-0.008314672222269361,3.929002146162251
ne_N5,"(1, 3)",0.001486508858569121,-0.008318862484159419,3.9270230837615476
ne_N5,"(1, 4)",0.012067299713664933,-0.008308635712011922,3.931856701660757
ne_N5,"(2, 3)",0.0038223492032767054,-0.00831756368899443,3.927636292001929
ne_N5,"(2, 4)",0.006771512520798365,-0.008317327665048963,3.927747748018973
ne_N5,"(3, 4)",0.006429373560631276,-0.008315945949388939,3.9284003533395335
rb_N5,"(0, 1)",0.9999955241645532,-0.0326692132458635,1.0
rb_N5,"(0, 2)",1.0,-0.03266921324549929,1.0000000000111484
rb_N5,"(0, 3)",0.9999928778058182,-0.03266921322819732,1.0000000005407592
rb_N5,"(0, 4)",0.9999750174385247,-0.03266921323240585,1.0000000004119367
rb_N5,"(1, 2)",0.0033560704701333806,-0.008317533298587558,3.927752624857086
rb_N5,"(1, 3)",0.0021067849928569304,-0.00831773585926914,3.9276569728356425
rb_N5,"(1, 4)",0.002691657912959299,-0.008317922623948834,3.927568784037833
rb_N5,"(2, 3)",0.0014632204756069012,-0.008317509378116249,3.9277639207498467
rb_N5,"(2, 4)",0.00277417787071376,-0.008317464405874475,3.9277851580332372
rb_N5,"(3, 4)",0.0013587016859744649,-0.008318503786776432,3.927294388901565
mp_N12,"(0, 1)",0.007167458988721151,-0.002444928681680799,49.86282905557584
mp_N12,"(0, 2)",0.9997369187676918,-0.12191106090772408,1.0
mp_N12,"(0, 3)",0.010180348178624277,-0.0024491881968221048,49.77610992324205
mp_N12,"(0, 4)",0.012169420469380219,-0.0024450720877369865,49.85990454807314
mp_N12,"(0, 5)",0.005770231097655394,-0.0024458759646626633,49.84351727931474
mp_N12,"(0, 6)",0.002917858381472054,-0.002449535982371339,49.76904270240799
mp_N12,"(0, 7)",0.003276337188919511,-0.0024398358388419247,49.96691128432211
mp_N12,"(0, 8)",0.013503581434361542,-0.0024489805348402115,49.780330702252144
mp_N12,"(0, 9)",0.003225718843245131,-0.0024584995331142986,49.587587577571554
mp_N12,"(0, 10)",0.004121954168948798,-0.0024400494581252007,49.962536825541974
mp_N12,"(0, 11)",0.010450743092403743,-0.0024508904129188504,49.741538938306086
mp_N12,"(1, 2)",0.9998565040877833,-0.12191105612899757,1.000000039198467
