k_star_1,k_star_2,k_star_3,k_star_4,k_sat_01,k_sat_02,k_sat_03,k_sat_12,k_sat_13,k_sat_23,rank,sum_k
9,10,11,11,2,4,5,5,5,3,4,65
9,10,11,11,3,3,5,4,4,5,4,65
9,10,11,11,3,4,4,3,5,5,4,65
9,10,11,11,3,4,4,4,4,5,4,65
9,10,11,11,3,4,4,4,5,4,4,65
9,10,11,11,3,4,4,5,5,3,4,65
9,10,11,11,3,4,5,4,4,4,4,65
9,10,11,11,4,2,5,5,3,5,4,65
9,10,11,11,4,3,4,3,5,5,4,65
9,10,11,11,4,3,4,4,4,5,4,65
9,10,11,11,4,3,4,4,5,4,4,65
9,10,11,11,4,3,4,5,3,5,4,65
9,10,11,11,4,3,4,5,4,4,4,65
9,10,11,11,4,3,4,5,5,3,4,65
9,10,11,11,4,3,5,4,3,5,4,65
9,10,11,11,4,4,4,2,5,5,4,65
9,10,11,11,4,4,4,3,4,5,4,65
9,10,11,11,4,4,4,3,5,4,4,65
9,10,11,11,4,4,4,4,4,4,4,65
9,10,11,11,4,4,4,4,5,3,4,65
9,10,11,11,4,4,4,5,5,2,4,65
9,10,11,11,4,4,5,4,3,4,4,65
9,10,11,12,1,4,5,4,5,4,4,65
9,10,11,12,1,5,4,5,4,4,4,65
9,10,11,12,1,5,5,5,5,2,4,65
9,10,11,12,2,3,5,3,5,5,4,65
9,10,11,12,2,3,5,4,4,5,4,65
9,10,11,12,2,3,5,4,5,4,4,65
9,10,11,12,2,4,4,3,5,5,4,65
9,10,11,12,2,4,4,4,4,5,4,65
9,10,11,12,2,4,4,4,5,4,4,65
9,10,11,12,2,4,4,5,3,5,4,65
9,10,11,12,2,4,4,5,4,4,4,65
9,10,11,12,2,4,4,5,5,3,4,65
9,10,11,12,2,4,5,3,5,4,4,65
9,10,11,12,2,4,5,4,4,4,4,65
9,10,11,12,2,4,5,4,5,3,4,65
9,10,11,12,2,5,3,5,3,5,4,65
9,10,11,12,2,5,4,5,3,4,4,65
9,10,11,12,3,2,5,3,5,5,4,65
9,10,11,12,3,2,5,4,4,5,4,65
9,10,11,12,3,3,4,3,5,5,4,65
9,10,11,12,3,3,4,4,4,5,4,65
9,10,11,12,3,3,4,4,5,4,4,65
9,10,11,12,3,3,4,5,3,5,4,65
9,10,11,12,3,3,4,5,4,4,4,65
9,10,11,12,3,3,4,5,5,3,4,65
9,10,11,12,3,3,5,2,5,5,4,65
9,10,11,12,3,3,5,3,4,5,4,65
9,10,11,12,3,3,5,3,5,4,4,65
9,10,11,12,3,3,5,4,3,5,4,65
9,10,11,12,3,3,5,4,4,4,4,65
9,10,11,12,3,4,3,3,5,5,4,65
9,10,11,12,3,4,3,4,4,5,4,65
9,10,11,12,3,4,3,4,5,4,4,65
9,10,11,12,3,4,3,5,3,5,4,65
9,10,11,12,3,4,3,5,4,4,4,65
9,10,11,12,3,4,3,5,5,3,4,65
9,10,11,12,3,4,4,2,5,5,4,65
9,10,11,12,3,4,4,3,4,5,4,65
9,10,11,12,3,4,4,3,5,4,4,65
9,10,11,12,3,4,4,4,3,5,4,65
9,10,11,12,3,4,4,4,4,4,4,65
9,10,11,12,3,4,4,4,5,3,4,65
9,10,11,12,3,4,4,5,2,5,4,65
9,10,11,12,3,4,4,5,3,4,4,65
9,10,11,12,3,4,4,5,4,3,4,65
9,10,11,12,3,4,4,5,5,2,4,65
9,10,11,12,3,4,5,2,5,4,4,65
9,10,11,12,3,4,5,3,4,4,4,65
9,10,11,12,3,4,5,4,3,4,4,65
9,10,11,12,3,4,5,4,4,3,4,65
9,10,11,12,3,5,3,4,3,5,4,65
9,10,11,12,3,5,4,4,3,4,4,65
9,10,11,12,3,5,5,4,4,2,4,65
9,10,11,12,4,2,4,3,5,5,4,65
9,10,11,12,4,2,4,4,4,5,4,65
9,10,11,12,4,2,4,4,5,4,4,65
9,10,11,12,4,2,4,5,3,5,4,65
9,10,11,12,4,2,4,5,4,4,4,65
9,10,11,12,4,2,4,5,5,3,4,65
9,10,11,12,4,2,5,4,3,5,4,65
9,10,11,12,4,3,3,3,5,5,4,65
9,10,11,12,4,3,3,4,4,5,4,65
9,10,11,12,4,3,3,4,5,4,4,65
9,10,11,12,4,3,3,5,3,5,4,65
9,10,11,12,4,3,3,5,4,4,4,65
9,10,11,12,4,3,3,5,5,3,4,65
9,10,11,12,4,3,4,2,5,5,4,65
9,10,11,12,4,3,4,3,4,5,4,65
9,10,11,12,4,3,4,3,5,4,4,65
9,10,11,12,4,3,4,4,3,5,4,65
9,10,11,12,4,3,4,4,4,4,4,65
9,10,11,12,4,3,4,4,5,3,4,65
9,10,11,12,4,3,4,5,2,5,4,65
9,10,11,12,4,3,4,5,3,4,4,65
9,10,11,12,4,3,4,5,4,3,4,65
9,10,11,12,4,3,4,5,5,2,4,65
9,10,11,12,4,3,5,2,4,5,4,65
9,10,11,12,4,3,5,3,3,5,4,65
9,10,11,12,4,3,5,3,4,4,4,65
9,10,11,12,4,3,5,4,2,5,4,65
9,10,11,12,4,3,5,4,3,4,4,65
9,10,11,12,4,4,2,3,5,5,4,65
9,10,11,12,4,4,2,4,4,5,4,65
9,10,11,12,4,4,2,4,5,4,4,65
9,10,11,12,4,4,3,2,5,5,4,65
9,10,11,12,4,4,3,3,4,5,4,65
9,10,11,12,4,4,3,3,5,4,4,65
9,10,11,12,4,4,3,4,3,5,4,65
9,10,11,12,4,4,3,4,4,4,4,65
9,10,11,12,4,4,3,4,5,3,4,65
9,10,11,12,4,4,4,1,5,5,4,65
9,10,11,12,4,4,4,2,4,5,4,65
9,10,11,12,4,4,4,3,3,5,4,65
9,10,11,12,4,4,4,3,4,4,4,65
9,10,11,12,4,4,4,3,5,3,4,65
9,10,11,12,4,4,4,4,2,5,4,65
9,10,11,12,4,4,4,4,3,4,4,65
9,10,11,12,4,4,4,4,4,3,4,65
9,10,11,12,4,4,4,4,5,2,4,65
9,10,11,12,4,4,5,2,4,4,4,65
9,10,11,12,4,4,5,3,3,4,4,65
9,10,11,12,4,4,5,3,4,3,4,65
9,10,11,12,4,4,5,4,2,4,4,65
9,10,11,12,4,4,5,4,3,3,4,65
9,10,11,12,4,4,5,4,4,2,4,65
9,10,11,12,4,5,3,3,3,5,4,65
9,10,11,12,4,5,4,3,3,4,4,65
9,10,11,12,4,5,5,3,3,3,4,65
9,10,11,12,4,5,5,3,4,2,4,65
9,10,12,12,1,3,5,3,5,5,4,65
9,10,12,12,1,4,4,4,4,5,4,65
9,10,12,12,1,4,5,4,5,3,4,65
9,10,12,12,1,5,5,5,5,1,4,65
9,10,12,12,2,2,5,2,5,6,4,65
9,10,12,12,2,2,5,3,5,5,4,65
9,10,12,12,2,3,4,2,5,6,4,65
9,10,12,12,2,3,4,3,5,5,4,65
9,10,12,12,2,3,4,4,4,5,4,65
9,10,12,12,2,3,4,4,5,4,4,65
9,10,12,12,2,3,5,2,5,5,4,65
9,10,12,12,2,3,5,3,5,4,4,65
9,10,12,12,2,4,4,3,4,5,4,65
9,10,12,12,2,4,4,4,4,4,4,65
9,10,12,12,2,4,4,4,5,3,4,65
9,10,12,12,2,4,4,5,5,2,4,65
9,10,12,12,3,2,4,3,5,5,4,65
9,10,12,12,3,2,4,4,4,5,4,65
9,10,12,12,3,2,4,4,5,4,4,65
9,10,12,12,3,2,5,3,4,5,4,65
9,10,12,12,3,3,3,3,5,5,4,65
9,10,12,12,3,3,3,4,4,5,4,65
9,10,12,12,3,3,3,4,5,4,4,65
9,10,12,12,3,3,3,5,5,3,4,65
9,10,12,12,3,3,4,2,5,5,4,65
9,10,12,12,3,3,4,3,4,5,4,65
9,10,12,12,3,3,4,3,5,4,4,65
9,10,12,12,3,3,4,4,3,5,4,65
9,10,12,12,3,3,4,4,4,4,4,65
9,10,12,12,3,3,4,4,5,3,4,65
9,10,12,12,3,3,4,5,2,5,4,65
9,10,12,12,3,3,4,5,4,3,4,65
9,10,12,12,3,3,4,5,5,2,4,65
9,10,12,12,3,3,5,2,4,5,4,65
9,10,12,12,3,3,5,3,4,4,4,65
9,10,12,12,3,4,4,2,4,5,4,65
9,10,12,12,3,4,4,3,3,5,4,65
9,10,12,12,3,4,4,3,4,4,4,65
9,10,12,12,3,4,4,4,4,3,4,65
9,10,12,12,3,4,4,4,5,2,4,65
9,10,12,12,3,4,4,5,5,1,4,65
9,10,12,12,3,4,5,2,4,4,4,65
9,10,12,12,3,4,5,3,4,3,4,65
9,10,12,12,3,5,5,3,4,2,4,65
9,10,12,12,3,5,5,4,4,1,4,65
9,10,12,12,4,2,3,4,5,4,4,65
9,10,12,12,4,2,3,5,4,4,4,65
9,10,12,12,4,2,3,5,5,3,4,65
9,10,12,12,4,2,4,4,3,5,4,65
9,10,12,12,4,2,4,4,4,4,4,65
9,10,12,12,4,2,4,5,2,5,4,65
9,10,12,12,4,2,4,5,3,4,4,65
9,10,12,12,4,2,5,4,2,5,4,65
9,10,12,12,4,3,3,3,4,5,4,65
9,10,12,12,4,3,3,3,5,4,4,65
9,10,12,12,4,3,3,4,4,4,4,65
9,10,12,12,4,3,3,4,5,3,4,65
9,10,12,12,4,3,3,5,5,2,4,65
9,10,12,12,4,3,4,3,3,5,4,65
9,10,12,12,4,3,4,3,4,4,4,65
9,10,12,12,4,3,4,4,2,5,4,65
9,10,12,12,4,3,4,4,3,4,4,65
9,10,12,12,4,3,4,4,4,3,4,65
9,10,12,12,4,3,5,3,3,4,4,65
9,10,12,12,4,3,5,4,2,4,4,65
9,10,12,12,4,4,4,2,4,4,4,65
9,10,12,12,4,4,4,3,3,4,4,65
9,10,12,12,4,4,4,3,4,3,4,65
9,10,12,12,4,4,4,4,4,2,4,65
9,10,12,12,4,4,5,2,3,4,4,65
9,10,12,12,4,4,5,3,2,4,4,65
9,10,12,12,4,4,5,3,3,3,4,65
9,10,12,12,4,5,5,2,3,3,4,65
9,10,12,12,4,5,5,3,3,2,4,65
9,11,11,11,2,3,5,3,5,5,4,65
9,11,11,11,2,3,5,4,5,4,4,65
9,11,11,11,2,4,4,3,5,5,4,65
9,11,11,11,2,4,4,4,4,5,4,65
9,11,11,11,2,4,4,4,5,4,4,65
9,11,11,11,2,4,4,5,5,3,4,65
9,11,11,11,2,4,5,4,5,3,4,65
9,11,11,11,2,5,5,5,5,1,4,65
9,11,11,11,3,3,4,3,5,5,4,65
9,11,11,11,3,3,4,4,4,5,4,65
9,11,11,11,3,3,4,5,3,5,4,65
9,11,11,11,3,3,4,5,4,4,4,65
9,11,11,11,3,3,5,2,5,5,4,65
9,11,11,11,3,4,4,2,5,5,4,65
9,11,11,11,3,4,4,3,4,5,4,65
9,11,11,11,3,4,4,3,5,4,4,65
9,11,11,11,3,4,4,4,4,4,4,65
9,11,11,11,3,4,4,4,5,3,4,65
9,11,11,11,3,4,4,5,5,2,4,65
9,11,11,11,3,4,5,2,5,4,4,65
9,11,11,11,3,4,5,4,4,3,4,65
9,11,11,11,4,4,4,1,5,5,4,65
9,11,11,11,4,4,4,2,4,5,4,65
9,11,11,11,4,4,4,3,3,5,4,65
9,11,11,11,4,4,4,3,4,4,4,65
9,11,11,11,4,4,5,2,4,4,4,65
9,11,11,11,4,4,5,4,3,3,4,65
9,11,11,11,4,5,5,3,4,2,4,65
9,11,11,11,4,5,5,4,4,1,4,65
9,11,11,12,2,2,5,3,5,5,4,65
9,11,11,12,2,3,4,3,5,5,4,65
9,11,11,12,2,3,4,4,4,5,4,65
9,11,11,12,2,3,4,4,5,4,4,65
9,11,11,12,2,3,5,2,5,5,4,65
9,11,11,12,2,3,5,3,5,4,4,65
9,11,11,12,2,4,3,4,4,5,4,65
9,11,11,12,2,4,3,5,3,5,4,65
9,11,11,12,2,4,3,5,4,4,4,65
9,11,11,12,2,4,4,4,4,4,4,65
9,11,11,12,2,4,4,4,5,3,4,65
9,11,11,12,2,4,4,5,4,3,4,65
9,11,11,12,2,4,4,5,5,2,4,65
9,11,11,12,2,4,5,3,5,3,4,65
9,11,11,12,2,4,5,4,5,2,4,65
9,11,11,12,2,5,3,5,2,5,4,65
9,11,11,12,3,3,3,3,5,5,4,65
9,11,11,12,3,3,3,4,4,5,4,65
9,11,11,12,3,3,3,5,3,5,4,65
9,11,11,12,3,3,3,5,4,4,4,65
9,11,11,12,3,3,4,2,5,5,4,65
9,11,11,12,3,3,4,3,4,5,4,65
9,11,11,12,3,3,4,4,3,5,4,65
9,11,11,12,3,3,4,4,4,4,4,65
9,11,11,12,3,3,4,5,2,5,4,65
9,11,11,12,3,3,4,5,3,4,4,65
9,11,11,12,3,3,5,1,5,5,4,65
9,11,11,12,3,3,5,3,4,4,4,65
9,11,11,12,3,4,2,4,4,5,4,65
9,11,11,12,3,4,2,5,3,5,4,65
9,11,11,12,3,4,2,5,4,4,4,65
9,11,11,12,3,4,3,2,5,5,4,65
9,11,11,12,3,4,3,3,4,5,4,65
9,11,11,12,3,4,3,3,5,4,4,65
9,11,11,12,3,4,3,4,3,5,4,65
9,11,11,12,3,4,3,4,4,4,4,65
9,11,11,12,3,4,3,4,5,3,4,65
9,11,11,12,3,4,3,5,2,5,4,65
9,11,11,12,3,4,3,5,3,4,4,65
9,11,11,12,3,4,3,5,4,3,4,65
9,11,11,12,3,4,3,5,5,2,4,65
9,11,11,12,3,4,4,3,4,4,4,65
9,11,11,12,3,4,4,3,5,3,4,65
9,11,11,12,3,4,4,4,3,4,4,65
9,11,11,12,3,4,4,4,4,3,4,65
9,11,11,12,3,4,4,4,5,2,4,65
9,11,11,12,3,4,4,5,5,1,4,65
9,11,11,12,3,4,5,3,4,3,4,65
9,11,11,12,4,4,2,2,5,5,4,65
9,11,11,12,4,4,2,3,4,5,4,65
9,11,11,12,4,4,2,4,4,4,4,65
9,11,11,12,4,4,3,1,5,5,4,65
9,11,11,12,4,4,3,2,4,5,4,65
9,11,11,12,4,4,3,3,3,5,4,65
9,11,11,12,4,4,3,3,4,4,4,65
9,11,11,12,4,4,3,4,3,4,4,65
9,11,11,12,4,4,4,2,4,4,4,65
9,11,11,12,4,4,4,3,3,4,4,65
9,11,11,12,4,4,4,4,2,4,4,65
9,11,11,12,4,4,4,4,3,3,4,65
9,11,11,12,4,4,5,1,4,4,4,65
9,11,11,12,4,4,5,2,3,4,4,65
9,11,11,12,4,4,5,3,3,3,4,65
9,11,11,12,4,5,5,3,3,2,4,65
9,11,11,12,5,5,5,1,3,3,4,65
9,11,12,12,1,4,4,4,4,4,4,65
9,11,12,12,2,2,4,3,5,5,4,65
9,11,12,12,2,2,5,2,5,5,4,65
9,11,12,12,2,3,3,4,4,5,4,65
9,11,12,12,2,3,4,2,5,5,4,65
9,11,12,12,2,3,4,3,4,5,4,65
9,11,12,12,2,3,4,3,5,4,4,65
9,11,12,12,2,3,4,4,3,5,4,65
9,11,12,12,2,3,4,4,4,4,4,65
9,11,12,12,2,3,4,4,5,3,4,65
9,11,12,12,2,3,5,2,5,4,4,65
9,11,12,12,2,4,4,3,4,4,4,65
9,11,12,12,2,4,4,4,4,3,4,65
9,11,12,12,2,4,4,5,5,1,4,65
9,11,12,12,3,2,3,4,5,4,4,65
9,11,12,12,3,2,4,2,5,5,4,65
9,11,12,12,3,2,4,3,4,5,4,65
9,11,12,12,3,2,4,3,5,4,4,65
9,11,12,12,3,2,4,4,3,5,4,65
9,11,12,12,3,2,4,4,4,4,4,65
9,11,12,12,3,2,4,4,5,3,4,65
9,11,12,12,3,2,5,2,4,5,4,65
9,11,12,12,3,3,3,2,5,5,4,65
9,11,12,12,3,3,3,3,4,5,4,65
9,11,12,12,3,3,3,3,5,4,4,65
9,11,12,12,3,3,3,4,4,4,4,65
9,11,12,12,3,3,3,4,5,3,4,65
9,11,12,12,3,3,3,5,5,2,4,65
9,11,12,12,3,3,4,1,5,5,4,65
9,11,12,12,3,3,4,2,4,5,4,65
9,11,12,12,3,3,4,2,5,4,4,65
9,11,12,12,3,3,4,3,3,5,4,65
9,11,12,12,3,3,4,3,4,4,4,65
9,11,12,12,3,3,4,3,5,3,4,65
9,11,12,12,3,3,4,4,2,5,4,65
9,11,12,12,3,3,4,4,3,4,4,65
9,11,12,12,3,3,4,4,4,3,4,65
9,11,12,12,3,3,4,4,5,2,4,65
9,11,12,12,3,3,5,2,4,4,4,65
9,11,12,12,3,4,4,2,4,4,4,65
9,11,12,12,3,4,4,3,3,4,4,65
9,11,12,12,3,4,4,3,4,3,4,65
9,11,12,12,3,4,4,4,4,2,4,65
9,11,12,12,3,4,5,2,4,3,4,65
9,11,12,12,4,2,2,5,5,3,4,65
9,11,12,12,4,2,3,4,4,4,4,65
9,11,12,12,4,2,3,4,5,3,4,65
9,11,12,12,4,2,3,5,3,4,4,65
9,11,12,12,4,2,3,5,4,3,4,65
9,11,12,12,4,2,3,5,5,2,4,65
9,11,12,12,4,2,4,4,3,4,4,65
9,11,12,12,4,2,4,4,4,3,4,65
9,11,12,12,4,2,4,5,1,5,4,65
9,11,12,12,4,3,3,3,4,4,4,65
9,11,12,12,4,3,3,3,5,3,4,65
9,11,12,12,4,3,3,4,4,3,4,65
9,11,12,12,4,3,3,4,5,2,4,65
9,11,12,12,4,3,3,5,5,1,4,65
9,11,12,12,4,3,4,2,4,4,4,65
9,11,12,12,4,3,4,3,3,4,4,65
9,11,12,12,4,3,4,3,4,3,4,65
9,11,12,12,4,3,4,4,2,4,4,65
9,11,12,12,4,3,4,4,3,3,4,65
9,11,12,12,4,3,4,4,4,2,4,65
9,11,12,12,4,3,5,3,2,4,4,65
9,11,12,12,4,4,4,1,4,4,4,65
9,11,12,12,4,4,4,2,3,4,4,65
9,11,12,12,4,4,4,2,4,3,4,65
9,11,12,12,4,4,4,3,3,3,4,65
9,11,12,12,4,4,4,3,4,2,4,65
9,11,12,12,4,4,4,4,4,1,4,65
9,11,12,12,4,4,5,2,3,3,4,65
9,11,12,12,4,4,5,3,2,3,4,65
9,11,12,12,4,5,5,2,3,2,4,65
9,11,12,12,4,5,5,3,3,1,4,65
9,11,12,12,5,5,5,2,2,2,4,65
9,12,12,12,2,2,4,2,5,5,4,65
9,12,12,12,2,2,4,3,4,5,4,65
9,12,12,12,2,2,5,1,5,5,4,65
9,12,12,12,2,3,3,3,4,5,4,65
9,12,12,12,2,3,3,4,4,4,4,65
9,12,12,12,2,3,4,2,5,4,4,65
9,12,12,12,2,3,4,3,4,4,4,65
9,12,12,12,2,3,4,3,5,3,4,65
9,12,12,12,2,3,4,4,4,3,4,65
9,12,12,12,2,3,4,4,5,2,4,65
9,12,12,12,2,4,4,3,4,3,4,65
9,12,12,12,2,4,4,4,4,2,4,65
9,12,12,12,3,3,3,1,5,5,4,65
9,12,12,12,3,3,3,2,4,5,4,65
9,12,12,12,3,3,3,3,3,5,4,65
9,12,12,12,3,3,3,3,4,4,4,65
9,12,12,12,3,3,4,2,4,4,4,65
9,12,12,12,3,3,4,3,3,4,4,65
9,12,12,12,3,3,4,4,2,4,4,65
9,12,12,12,3,3,4,4,3,3,4,65
9,12,12,12,3,3,5,1,4,4,4,65
9,12,12,12,3,4,4,2,4,3,4,65
9,12,12,12,3,4,4,3,3,3,4,65
9,12,12,12,3,4,4,3,4,2,4,65
9,12,12,12,3,4,4,4,4,1,4,65
9,12,12,12,4,4,4,2,3,3,4,65
9,12,12,12,4,4,5,1,3,3,4,65
9,12,12,12,5,5,5,1,2,2,4,65
10,10,10,11,2,4,5,4,5,4,4,65
10,10,10,11,3,3,5,4,4,5,4,65
10,10,10,11,3,4,4,4,4,5,4,65
10,10,10,11,3,4,4,4,5,4,4,65
10,10,10,11,3,4,4,5,4,4,4,65
10,10,10,11,3,4,5,4,5,3,4,65
10,10,10,11,3,4,5,5,5,2,4,65
10,10,10,11,4,4,3,4,4,5,4,65
10,10,10,11,4,4,4,4,4,4,4,65
10,10,10,12,1,4,5,4,5,4,4,65
10,10,10,12,1,5,4,5,4,4,4,65
10,10,10,12,1,5,5,5,5,2,4,65
10,10,10,12,2,3,5,3,5,5,4,65
10,10,10,12,2,3,5,4,4,5,4,65
10,10,10,12,2,3,5,4,5,4,4,65
10,10,10,12,2,4,4,4,4,5,4,65
10,10,10,12,2,4,4,4,5,4,4,65
10,10,10,12,2,4,5,4,5,3,4,65
10,10,10,12,3,3,4,3,5,5,4,65
10,10,10,12,3,3,4,4,4,5,4,65
10,10,10,12,3,3,5,4,3,5,4,65
10,10,10,12,3,3,5,4,4,4,4,65
10,10,10,12,3,4,3,4,4,5,4,65
10,10,10,12,3,4,3,4,5,4,4,65
10,10,10,12,3,4,3,5,3,5,4,65
10,10,10,12,3,4,3,5,4,4,4,65
10,10,10,12,3,4,3,5,5,3,4,65
10,10,10,12,3,4,4,4,4,4,4,65
10,10,10,12,3,4,4,4,5,3,4,65
10,10,10,12,3,4,4,5,2,5,4,65
10,10,10,12,3,4,4,5,5,2,4,65
10,10,10,12,3,4,5,4,5,2,4,65
10,10,10,12,4,4,2,4,4,5,4,65
10,10,10,12,4,4,3,4,3,5,4,65
10,10,10,12,4,4,3,4,4,4,4,65
10,10,11,11,1,4,5,4,5,4,4,65
10,10,11,11,1,5,5,5,5,2,4,65
10,10,11,11,2,3,5,3,5,5,4,65
10,10,11,11,2,3,5,4,4,5,4,65
10,10,11,11,2,3,5,4,5,4,4,65
10,10,11,11,2,4,4,4,4,5,4,65
10,10,11,11,2,4,4,4,5,4,4,65
10,10,11,11,2,4,5,4,5,3,4,65
10,10,11,11,2,5,5,5,5,1,4,65
10,10,11,11,3,2,5,3,5,5,4,65
10,10,11,11,3,2,5,4,4,5,4,65
10,10,11,11,3,3,4,3,5,5,4,65
10,10,11,11,3,3,4,4,4,5,4,65
10,10,11,11,3,3,4,4,5,4,4,65
10,10,11,11,3,3,4,5,3,5,4,65
10,10,11,11,3,3,4,5,4,4,4,65
10,10,11,11,3,3,5,4,4,4,4,65
10,10,11,11,3,4,4,4,4,4,4,65
10,10,11,11,3,4,4,4,5,3,4,65
10,10,11,11,3,4,4,5,5,2,4,65
10,10,11,11,4,1,5,4,4,5,4,65
10,10,11,11,4,2,4,3,5,5,4,65
10,10,11,11,4,2,4,4,4,5,4,65
10,10,11,11,4,2,4,4,5,4,4,65
10,10,11,11,4,2,4,5,3,5,4,65
10,10,11,11,4,2,4,5,4,4,4,65
10,10,11,11,4,2,4,5,5,3,4,65
10,10,11,11,4,2,5,3,4,5,4,65
10,10,11,11,4,2,5,4,3,5,4,65
10,10,11,11,4,3,3,3,5,5,4,65
10,10,11,11,4,3,3,4,4,5,4,65
10,10,11,11,4,3,3,4,5,4,4,65
10,10,11,11,4,3,3,5,5,3,4,65
10,10,11,11,4,3,4,3,4,5,4,65
10,10,11,11,4,3,4,3,5,4,4,65
10,10,11,11,4,3,4,4,3,5,4,65
10,10,11,11,4,3,4,4,4,4,4,65
10,10,11,11,4,3,4,4,5,3,4,65
10,10,11,11,4,3,4,5,3,4,4,65
10,10,11,11,4,3,4,5,4,3,4,65
10,10,11,11,4,3,4,5,5,2,4,65
10,10,11,11,4,4,4,4,4,3,4,65
10,10,11,11,4,4,4,5,5,1,4,65
10,10,11,11,5,1,5,5,2,5,4,65
10,10,11,11,5,2,3,5,4,4,4,65
10,10,11,11,5,2,4,5,3,4,4,65
10,10,11,11,5,2,4,5,4,3,4,65
10,10,11,11,5,3,4,4,3,4,4,65
10,10,11,11,5,4,4,4,4,2,4,65
10,10,11,12,1,3,5,3,5,5,4,65
10,10,11,12,1,4,4,4,4,5,4,65
10,10,11,12,1,4,5,4,5,3,4,65
10,10,11,12,1,5,3,5,3,5,4,65
10,10,11,12,1,5,4,5,4,3,4,65
10,10,11,12,1,5,5,5,5,1,4,65
10,10,11,12,2,2,5,3,5,5,4,65
10,10,11,12,2,3,4,3,5,5,4,65
10,10,11,12,2,3,4,4,4,5,4,65
10,10,11,12,2,3,4,4,5,4,4,65
10,10,11,12,2,3,5,3,5,4,4,65
10,10,11,12,2,3,5,4,5,3,4,65
10,10,11,12,2,4,3,4,4,5,4,65
10,10,11,12,2,4,3,5,3,5,4,65
10,10,11,12,2,4,3,5,4,4,4,65
10,10,11,12,2,4,4,4,4,4,4,65
10,10,11,12,2,4,4,4,5,3,4,65
10,10,11,12,2,4,4,5,5,2,4,65
10,10,11,12,2,4,5,4,5,2,4,65
10,10,11,12,2,5,2,5,3,5,4,65
10,10,11,12,2,5,3,5,3,4,4,65
10,10,11,12,3,1,5,3,5,5,4,65
10,10,11,12,3,2,4,3,5,5,4,65
10,10,11,12,3,2,4,4,4,5,4,65
10,10,11,12,3,2,4,4,5,4,4,65
10,10,11,12,3,2,5,2,5,5,4,65
10,10,11,12,3,2,5,3,4,5,4,65
10,10,11,12,3,2,5,4,3,5,4,65
10,10,11,12,3,3,3,3,5,5,4,65
10,10,11,12,3,3,3,4,4,5,4,65
10,10,11,12,3,3,3,4,5,4,4,65
10,10,11,12,3,3,4,3,4,5,4,65
10,10,11,12,3,3,4,3,5,4,4,65
10,10,11,12,3,3,4,4,3,5,4,65
10,10,11,12,3,3,4,4,4,4,4,65
10,10,11,12,3,3,4,4,5,3,4,65
10,10,11,12,3,4,2,4,4,5,4,65
10,10,11,12,3,4,2,5,3,5,4,65
10,10,11,12,3,4,2,5,4,4,4,65
10,10,11,12,3,4,3,4,3,5,4,65
10,10,11,12,3,4,3,4,4,4,4,65
10,10,11,12,3,4,3,4,5,3,4,65
10,10,11,12,3,4,3,5,2,5,4,65
10,10,11,12,3,4,3,5,3,4,4,65
10,10,11,12,3,4,3,5,4,3,4,65
10,10,11,12,3,4,3,5,5,2,4,65
10,10,11,12,3,4,4,4,4,3,4,65
10,10,11,12,3,4,4,4,5,2,4,65
10,10,11,12,3,4,4,5,5,1,4,65
10,10,11,12,4,1,4,4,5,4,4,65
10,10,11,12,4,1,5,4,3,5,4,65
10,10,11,12,4,2,3,4,5,4,4,65
10,10,11,12,4,2,3,5,4,4,4,65
10,10,11,12,4,2,3,5,5,3,4,65
10,10,11,12,4,2,4,4,3,5,4,65
10,10,11,12,4,2,4,4,4,4,4,65
10,10,11,12,4,2,4,4,5,3,4,65
10,10,11,12,4,2,4,5,2,5,4,65
10,10,11,12,4,2,5,3,3,5,4,65
10,10,11,12,4,2,5,4,2,5,4,65
10,10,11,12,4,2,5,4,3,4,4,65
10,10,11,12,4,3,2,4,5,4,4,65
10,10,11,12,4,3,2,5,4,4,4,65
10,10,11,12,4,3,2,5,5,3,4,65
10,10,11,12,4,3,3,3,4,5,4,65
10,10,11,12,4,3,3,3,5,4,4,65
10,10,11,12,4,3,3,4,3,5,4,65
10,10,11,12,4,3,3,4,4,4,4,65
10,10,11,12,4,3,3,4,5,3,4,65
10,10,11,12,4,3,3,5,2,5,4,65
10,10,11,12,4,3,3,5,3,4,4,65
10,10,11,12,4,3,3,5,4,3,4,65
10,10,11,12,4,3,3,5,5,2,4,65
10,10,11,12,4,3,4,3,4,4,4,65
10,10,11,12,4,3,4,4,2,5,4,65
10,10,11,12,4,3,4,4,3,4,4,65
10,10,11,12,4,3,4,4,4,3,4,65
10,10,11,12,4,3,5,4,2,4,4,65
10,10,11,12,4,4,2,4,4,4,4,65
10,10,11,12,4,4,3,4,3,4,4,65
10,10,11,12,4,4,3,4,4,3,4,65
10,10,11,12,4,4,4,4,4,2,4,65
10,10,11,12,5,2,2,5,5,3,4,65
10,10,11,12,5,2,3,5,5,2,4,65
10,10,11,12,5,3,2,4,5,3,4,65
10,10,11,12,5,3,5,4,2,3,4,65
10,10,12,12,1,2,5,2,5,6,4,65
10,10,12,12,1,3,5,3,5,4,4,65
10,10,12,12,1,4,4,4,4,4,4,65
10,10,12,12,1,4,5,4,5,2,4,65
10,10,12,12,2,2,5,2,5,5,4,65
10,10,12,12,2,2,5,3,4,5,4,65
10,10,12,12,2,3,4,3,4,5,4,65
