t,H,Q2_re,Q2_im,generator_norm
0,np.float64(522.7794514075821),np.float64(-45.98605269982241),np.float64(1.0624255062678893e-13),np.float64(20.449372696542074)
1,np.float64(522.7794514075827),np.float64(-45.98605269982239),np.float64(1.9095836023552692e-13),np.float64(20.931816444612966)
2,np.float64(522.7794514075819),np.float64(-45.986052699822395),np.float64(4.32542890393961e-13),np.float64(20.78860791427455)
3,np.float64(522.7794514075824),np.float64(-45.98605269982262),np.float64(5.027089855502709e-13),np.float64(21.11471899158922)
4,np.float64(522.7794514075827),np.float64(-45.98605269982266),np.float64(3.3661962106634746e-13),np.float64(21.65776931367596)
5,np.float64(522.7794514075831),np.float64(-45.986052699822515),np.float64(4.765077221691172e-13),np.float64(21.87776088317271)
6,np.float64(522.779451407582),np.float64(-45.986052699822096),np.float64(2.744471316873387e-13),np.float64(21.80597529246287)
7,np.float64(522.7794514075813),np.float64(-45.986052699822),np.float64(1.7763568394002505e-14),np.float64(21.663877445695633)
8,np.float64(522.7794514075819),np.float64(-45.98605269982218),np.float64(-3.0819791163594346e-13),np.float64(21.759479847732212)
9,np.float64(522.7794514075837),np.float64(-45.98605269982203),np.float64(-7.545075675352564e-13),np.float64(22.110661473956515)
10,np.float64(522.7794514075813),np.float64(-45.98605269982196),np.float64(-1.028510610012745e-12),np.float64(22.289271199407615)
11,np.float64(522.7794514075813),np.float64(-45.98605269982185),np.float64(-9.610090501155355e-13),np.float64(22.304205309414684)
12,np.float64(522.77945140758),np.float64(-45.9860526998216),np.float64(-1.127986593019159e-12),np.float64(22.279470817392795)
13,np.float64(522.7794514075828),np.float64(-45.98605269982171),np.float64(-1.035616037370346e-12),np.float64(22.345021813895368)
14,np.float64(522.7794514075816),np.float64(-45.98605269982187),np.float64(-1.162625551387464e-12),np.float64(22.49590817320135)
15,np.float64(522.7794514075806),np.float64(-45.98605269982156),np.float64(-8.384404281969182e-13),np.float64(22.662873343054294)
16,np.float64(522.7794514075789),np.float64(-45.98605269982133),np.float64(-5.648814749292796e-13),np.float64(22.744289763998328)
17,np.float64(522.7794514075807),np.float64(-45.986052699821634),np.float64(-6.448175327022909e-13),np.float64(22.750839537369743)
